"","IE_8_6.1","IE_8_6.2","IE_8_6.3","IE_8_6.4","IE_8_6.5","IE_8_6.6","IE_8_6.7","IE_8_6.8","IE_8_6.9","IE_8_6.10","IE_8_6.11","IE_8_6.12","IE_8_6.13","IE_8_6.14"
"NOV 2011",1204438999,1090132,-1.65,849929169,-3.74,-2.70,67552928,53025416,7.29,0.37,286956902,2.96,0.68,1274928
"DIC 2011",1194031089,-7262932,-1.96,840886920,-4.24,-3.06,67985664,53547484,9.88,0.49,285158506,2.61,0.60,1331751
"ENE 2012",1188344235,-4483236,-2.06,835813863,-4.27,-3.08,68365176,53756696,10.98,0.55,284165196,2.06,0.47,1325231
"FEB 2012",1188246879,1311260,-1.82,831152041,-3.87,-2.77,71087280,56093676,10.46,0.55,286007559,1.76,0.41,1305529
"MAR 2012",1186610755,-2070606,-1.62,828598423,-4.05,-2.91,72464064,57120932,12.92,0.68,285548268,2.66,0.61,1143018
"ABR 2012",1182404662,-1612218,-1.72,825581013,-3.94,-2.82,71262072,56050348,9.70,0.51,285561577,2.54,0.59,1171514
"MAY 2012",1177782863,-6747040,-1.91,819090871,-4.27,-3.04,71916776,56912760,9.05,0.49,286775216,2.78,0.65,1147325
"JUN 2012",1167243918,-13558389,-2.92,812314350,-5.09,-3.63,72854216,56585944,12.15,0.65,282075352,0.24,0.06,1163797
"JUL 2012",1157525271,-11461376,-3.94,804701320,-5.78,-4.12,72897584,56830936,10.19,0.56,279926368,-1.62,-0.38,1120460
"AGO 2012",1145706109,-10628085,-4.03,792989829,-5.94,-4.21,72485256,56507724,9.95,0.55,280231024,-1.53,-0.36,1099404
"SEP 2012",1145850444,2325986,-4.38,792423183,-5.92,-4.18,73925904,58047260,10.49,0.58,279501357,-3.26,-0.78,1114922
"OCT 2012",1141275355,-3294794,-4.69,783848136,-6.78,-4.80,77194296,60517044,14.93,0.83,280232923,-3.05,-0.72,1063926
"NOV 2012",1129541817,-11111632,-5.70,776667195,-7.50,-5.30,77580392,59887032,14.84,0.83,275294229,-5.17,-1.23,1255963
"DIC 2012",1099705620,-15452874,-6.43,736624669,-7.83,-5.51,77652704,60330804,14.22,0.81,285428247,-7.24,-1.73,28680128
"ENE 2013",1092772955,-4882666,-6.49,727244175,-8.26,-5.81,79144896,62171220,15.77,0.91,286383884,-6.66,-1.59,28651026
"FEB 2013",1082918275,-2372078,-6.81,715050435,-8.17,-5.71,77956848,60682336,9.66,0.58,289910992,-6.95,-1.67,40968604
"MAR 2013",1073805683,-5865390,-7.13,709348962,-8.51,-5.94,78366912,61171632,8.15,0.50,286089809,-7.02,-1.69,39784960
"ABR 2013",1066497381,-6273639,-7.55,702435819,-9.06,-6.32,79518304,61531212,11.59,0.70,284543258,-7.99,-1.93,39700684
"MAY 2013",1055795459,-10332417,-7.89,691056797,-9.67,-6.73,80488432,62044880,11.92,0.73,284250230,-7.76,-1.89,39643868
"JUN 2013",1049872538,-3608912,-7.11,686288907,-9.48,-6.59,79646208,60615872,9.32,0.58,283937423,-4.53,-1.09,39699560
"JUL 2013",1043867125,-4871815,-6.60,680441448,-9.37,-6.52,80627848,60262396,10.60,0.67,282797829,-3.10,-0.75,39520852
"AGO 2013",1037701562,-5175142,-6.19,672286288,-8.99,-6.22,80542832,60395328,11.12,0.70,284872442,-2.73,-0.67,39511628
"SEP 2013",1035885308,-75054,-6.40,670067929,-9.21,-6.37,80825864,60660964,9.33,0.60,284991515,-2.59,-0.63,39330964
"OCT 2013",1035426604,296871,-6.11,666891367,-8.66,-5.95,81407600,60765836,5.46,0.37,287127637,-2.17,-0.53,38985144
"NOV 2013",1030413667,-4603096,-5.60,662327919,-8.40,-5.78,81241312,60458256,4.72,0.32,286844436,-0.59,-0.14,38754804
"DIC 2013",1010985770,-17299880,-5.92,646867773,-9.37,-6.28,80614856,60528944,3.81,0.27,283503141,0.36,0.09,37969980
"ENE 2014",1006378442,-5181874,-5.98,640706806,-9.25,-6.15,81159032,60506792,2.54,0.18,284512604,-0.05,-0.01,37089764
"FEB 2014",992148351,-12223626,-6.95,632796718,-9.92,-6.55,76767088,56448252,-1.53,-0.11,282584545,-1.08,-0.29,36696980
"MAR 2014",988244658,254239,-6.43,626738700,-9.94,-6.57,78193272,56528996,-0.22,-0.02,283312686,0.57,0.15,36569256
"ABR 2014",987730624,-229652,-5.91,622817967,-9.60,-6.32,79027008,56706620,-0.62,-0.05,285885649,1.71,0.46,36842668
"MAY 2014",984901653,-2143404,-5.20,617903971,-8.70,-5.69,81327040,58237972,1.04,0.08,285670642,1.55,0.42,36735584
"JUN 2014",977921826,-4026810,-5.27,611784000,-8.82,-5.77,81427432,58753140,2.24,0.17,284710394,1.22,0.33,36756640
"JUL 2014",975704874,-742741,-4.90,604366679,-8.97,-5.85,79727016,57611228,-1.12,-0.09,291611179,3.82,1.03,36283248
"AGO 2014",975906784,530394,-4.38,598373182,-8.80,-5.70,79897808,57744412,-0.80,-0.06,297635794,5.05,1.39,35875084
"SEP 2014",970691432,-3329862,-4.70,593477356,-8.98,-5.81,82686728,60064672,2.30,0.18,294527348,3.36,0.93,35825208
"OCT 2014",961168152,-6519292,-5.36,584809220,-9.48,-6.10,82309552,60672512,1.11,0.09,294049380,2.36,0.65,35470236
"NOV 2014",959790694,-1099085,-5.05,586874968,-8.52,-5.48,82268672,60720928,1.26,0.10,290647054,1.19,0.33,35056588
"DIC 2014",942537231,-9282166,-4.35,579444807,-6.85,-4.38,81801712,61085100,1.47,0.12,281290712,-0.30,-0.09,34762992
"ENE 2015",947041808,-4149518,-4.27,572194652,-6.90,-4.40,82546336,60257496,1.71,0.14,292300820,-0.04,-0.01,33323202
"FEB 2015",947370302,828511,-3.01,572870492,-5.70,-3.63,83106768,60784744,8.26,0.64,291393042,-0.07,-0.02,33224364
"MAR 2015",950759070,4511258,-2.60,572699088,-4.77,-3.02,83773096,60306720,7.14,0.56,294286886,-0.48,-0.14,32536396
"ABR 2015",953550317,4632852,-2.10,573007188,-4.10,-2.58,82234064,59305868,4.06,0.32,298309065,0.53,0.15,33020878
"MAY 2015",943584282,-8113235,-2.72,565443111,-4.44,-2.78,82144960,58910132,1.01,0.08,295996211,-0.06,-0.02,32864170
"JUN 2015",934821188,-3337391,-2.67,563158585,-3.91,-2.44,82437008,58197196,1.24,0.10,289225595,-1.12,-0.32,32865892
"JUL 2015",938613031,4648708,-2.12,561715239,-3.03,-1.88,82864184,58514260,3.93,0.32,294033608,-1.88,-0.56,32347050
"AGO 2015",931231957,-6359636,-2.82,555079942,-3.22,-1.97,82326904,58054232,3.04,0.25,293825111,-3.61,-1.10,32645680
"SEP 2015",927835046,-2424808,-2.75,554068713,-2.79,-1.71,83790344,58988520,1.33,0.11,289975989,-3.80,-1.15,31815582
"OCT 2015",930249634,4662289,-1.61,556725584,-1.17,-0.71,84034536,59331112,2.10,0.18,289489514,-3.52,-1.08,33425066
"NOV 2015",931716265,970111,-1.40,553351945,-2.08,-1.27,85997032,60282056,4.53,0.39,292367288,-1.69,-0.51,31202658
"DIC 2015",917991276,-5923536,-1.07,548086364,-1.95,-1.20,84924344,59335000,3.82,0.33,284980568,-0.67,-0.20,30577052
"ENE 2016",914686853,-2636759,-0.90,544614636,-1.40,-0.84,84251176,58756696,2.07,0.18,285821041,-0.77,-0.24,30489054
"FEB 2016",910769320,-3271375,-1.33,544787332,-1.51,-0.91,80348120,54995440,-3.32,-0.29,285633868,-0.43,-0.13,30142880
