"","IE_3_7.1","IE_3_7.2","IE_3_7.3","IE_3_7.4","IE_3_7.5","IE_3_7.6","IE_3_7.7","IE_3_7.8","IE_3_7.9","IE_3_7.10","IE_3_7.11","IE_3_7.12","IE_3_7.13","IE_3_7.14","IE_3_7.15"
"ABR 1987","_","_","_","_","_","_","_",22.76,13.10,26.96,-14.66,14.44,-14.98,"_",-22.62
"MAY 1987","_","_","_","_","_","_","_",16.83,10.79,20.37,-18.69,5.47,6.83,"_",-7.16
"JUN 1987","_","_","_","_","_","_","_",15.36,12.44,17.12,-14.88,27.48,4.12,"_",0.00
"JUL 1987","_","_","_","_","_","_","_",9.51,9.61,9.44,0.10,-24.79,-15.37,"_",-10.74
"AGO 1987","_","_","_","_","_","_","_",12.56,11.16,13.31,0.46,5.93,0.10,"_",-2.76
"SEP 1987","_","_","_","_","_","_","_",10.80,7.75,12.72,2.62,13.28,-5.75,"_",10.00
"OCT 1987","_","_","_","_","_","_","_",13.01,9.27,15.46,3.75,-21.26,8.17,"_",-2.16
"NOV 1987","_","_","_","_","_","_","_",12.65,12.40,12.96,4.78,-3.68,-6.74,"_",6.27
"DIC 1987","_","_","_","_","_","_","_",8.63,5.23,12.22,2.70,-1.63,-4.06,"_",8.70
"ENE 1988","_","_","_","_","_","_","_",14.53,11.36,17.36,3.35,3.74,2.09,"_",1.98
"FEB 1988","_","_","_","_","_","_","_",18.86,15.86,21.74,3.11,19.15,-9.20,"_",1.01
"MAR 1988","_","_","_","_","_","_","_",20.76,23.43,18.40,7.54,22.66,4.52,"_",5.59
"ABR 1988","_","_","_","_","_","_","_",7.47,11.12,4.58,4.07,6.45,13.50,"_",18.84
"MAY 1988","_","_","_","_","_","_","_",5.30,12.47,1.04,6.65,-10.65,4.12,"_",8.69
"JUN 1988","_","_","_","_","_","_","_",5.18,9.61,2.61,4.68,-2.43,4.83,"_",0.76
"JUL 1988","_","_","_","_","_","_","_",9.30,9.69,9.07,3.94,7.93,-0.44,"_",-3.78
"AGO 1988","_","_","_","_","_","_","_",3.57,10.14,0.08,5.45,-2.82,-11.61,"_",3.28
"SEP 1988","_","_","_","_","_","_","_",6.60,11.57,3.60,15.45,-11.81,2.23,"_",-11.48
"OCT 1988","_","_","_","_","_","_","_",6.80,12.74,3.11,9.18,5.01,-7.53,"_",-9.22
"NOV 1988","_","_","_","_","_","_","_",7.17,12.82,1.74,11.37,39.91,15.94,"_",-1.10
"DIC 1988","_","_","_","_","_","_","_",9.44,13.25,5.67,11.73,13.82,10.83,"_",-2.81
"ENE 1989","_","_","_","_","_","_","_",2.60,7.20,-1.31,14.28,20.97,31.73,"_",14.95
"FEB 1989","_","_","_","_","_","_","_",-1.06,2.16,-4.02,5.21,4.64,16.96,"_",5.14
"MAR 1989","_","_","_","_","_","_","_",9.87,13.29,6.72,7.33,47.41,13.51,"_",0.97
"ABR 1989","_","_","_","_","_","_","_",3.12,8.57,-1.45,18.04,-12.75,2.00,"_",-13.38
"MAY 1989","_","_","_","_","_","_","_",7.36,16.39,1.40,12.73,10.99,7.46,"_",2.71
"JUN 1989","_","_","_","_","_","_","_",2.39,13.16,-4.24,15.34,2.03,4.47,"_",-4.03
"JUL 1989","_","_","_","_","_","_","_",3.50,14.06,-2.69,8.65,40.10,22.93,"_",12.13
"AGO 1989","_","_","_","_","_","_","_",5.81,13.81,1.14,8.41,33.93,17.34,"_",6.35
"SEP 1989","_","_","_","_","_","_","_",3.42,10.31,-1.04,5.98,20.82,2.80,"_",3.68
"OCT 1989","_","_","_","_","_","_","_",-0.88,7.48,-6.54,9.12,4.37,11.75,"_",15.02
"NOV 1989","_","_","_","_","_","_","_",2.43,8.93,-4.52,7.11,-7.35,10.44,"_",1.40
"DIC 1989","_","_","_","_","_","_","_",5.16,11.36,-1.46,3.21,-19.76,-21.71,"_",-1.34
"ENE 1990","_","_","_","_","_","_","_",6.16,18.42,-5.14,6.50,-17.85,-7.41,"_",-14.06
"FEB 1990","_","_","_","_","_","_","_",7.83,18.41,-2.52,10.33,18.49,15.14,"_",-17.58
"MAR 1990","_","_","_","_","_","_","_",0.66,6.61,-5.15,11.74,-37.89,-20.28,"_",-7.65
"ABR 1990","_","_","_","_","_","_","_",14.74,21.90,8.12,-2.47,13.54,4.64,"_",2.07
"MAY 1990","_","_","_","_","_","_","_",-5.95,4.62,-13.96,3.82,1.04,5.10,"_",-5.43
"JUN 1990","_","_","_","_","_","_","_",1.98,9.68,-3.63,6.95,-0.18,-2.95,"_",4.45
"JUL 1990","_","_","_","_","_","_","_",1.63,13.09,-6.24,4.79,-2.16,-2.33,"_",-10.52
"AGO 1990","_","_","_","_","_","_","_",2.69,15.23,-5.57,4.95,-18.77,-3.35,"_",-13.48
"SEP 1990","_","_","_","_","_","_","_",3.18,11.41,-2.76,4.14,-8.17,4.91,"_",-12.51
"OCT 1990","_","_","_","_","_","_","_",2.82,7.91,-1.14,12.99,14.92,3.25,"_",1.79
"NOV 1990","_","_","_","_","_","_","_",3.51,0.74,6.90,1.45,16.04,-8.78,"_",-0.21
"DIC 1990","_","_","_","_","_","_","_",4.88,2.87,7.31,1.38,61.33,5.15,"_",-12.71
"ENE 1991","_","_","_","_","_","_","_",-1.41,-2.03,-0.69,-3.51,16.97,7.60,"_",19.03
"FEB 1991","_","_","_","_","_","_","_",-12.51,-13.88,-10.88,-12.71,-16.10,1.75,"_",18.58
"MAR 1991","_","_","_","_","_","_","_",-5.89,-7.49,-4.13,-17.94,9.58,12.87,"_",0.41
"ABR 1991","_","_","_","_","_","_","_",-8.34,-1.20,-15.79,-6.34,-5.19,-5.78,"_",15.63
"MAY 1991","_","_","_","_","_","_","_",0.53,-2.83,3.62,-20.44,11.14,-4.12,"_",-18.48
"JUN 1991","_","_","_","_","_","_","_",3.34,4.10,2.70,-7.55,-0.24,-0.14,"_",-14.53
"JUL 1991","_","_","_","_","_","_","_",3.49,2.31,4.47,-6.13,2.49,0.83,"_",-1.03
"AGO 1991","_","_","_","_","_","_","_",10.83,7.96,13.13,-5.65,14.72,6.01,"_",-8.07
"SEP 1991","_","_","_","_","_","_","_",8.83,8.85,8.80,-10.88,18.38,13.98,"_",-7.43
"OCT 1991","_","_","_","_","_","_","_",8.31,7.28,9.19,-17.74,-12.01,11.90,"_",-11.43
"NOV 1991","_","_","_","_","_","_","_",13.91,13.05,14.90,-7.69,2.91,8.97,"_",-14.31
"DIC 1991","_","_","_","_","_","_","_",8.86,8.24,9.58,-10.38,-2.72,19.81,"_",-11.58
"ENE 1992","_","_","_","_","_","_","_",13.13,10.12,16.56,-9.22,-8.87,1.25,"_",-18.12
"FEB 1992","_","_","_","_","_","_","_",28.74,26.52,31.28,3.73,-23.54,8.69,"_",-11.52
"MAR 1992","_","_","_","_","_","_","_",14.37,16.53,12.09,2.78,-36.52,7.70,"_",-9.86
"ABR 1992","_","_","_","_","_","_","_",19.31,10.43,30.17,0.90,-1.61,9.95,"_",-13.28
"MAY 1992","_","_","_","_","_","_","_",16.62,14.19,18.71,17.33,-3.75,5.45,"_",-3.24
"JUN 1992","_","_","_","_","_","_","_",9.47,12.16,7.22,1.24,4.17,13.38,"_",0.79
"JUL 1992","_","_","_","_","_","_","_",7.77,8.98,6.79,22.02,-7.52,-2.72,"_",-14.80
"AGO 1992","_","_","_","_","_","_","_",8.00,7.79,8.16,5.62,-8.56,7.52,"_",-16.54
"SEP 1992","_","_","_","_","_","_","_",6.79,8.72,5.19,5.50,-14.53,-4.93,"_",-5.37
"OCT 1992","_","_","_","_","_","_","_",3.39,0.84,5.53,2.35,-2.07,-4.07,"_",-22.01
"NOV 1992","_","_","_","_","_","_","_",-6.26,-7.90,-4.39,-5.62,-17.20,-8.14,"_",-13.92
"DIC 1992","_","_","_","_","_","_","_",-2.32,-2.08,-2.60,-1.98,-16.85,-17.19,"_",-15.28
"ENE 1993","_","_","_","_","_","_","_",-2.52,-9.09,4.45,-3.81,-6.92,-8.54,"_",-29.89
"FEB 1993","_","_","_","_","_","_","_",-2.73,-8.65,3.94,-7.08,34.18,-7.92,"_",-25.99
"MAR 1993","_","_","_","_","_","_","_",-0.77,-7.26,5.59,-3.65,23.54,-7.73,"_",-17.25
"ABR 1993","_","_","_","_","_","_","_",-1.75,-7.66,4.40,-6.94,8.59,-2.89,"_",-25.95
"MAY 1993","_","_","_","_","_","_","_",-3.65,-7.63,-0.26,-5.36,-14.71,-6.15,"_",-20.78
"JUN 1993","_","_","_","_","_","_","_",-4.73,-11.75,1.51,-3.91,-9.66,-11.52,"_",-25.46
"JUL 1993","_","_","_","_","_","_","_",1.20,-8.32,9.11,-16.51,6.59,-2.34,"_",-23.09
"AGO 1993","_","_","_","_","_","_","_",-1.73,-9.26,4.08,-0.84,4.30,-7.53,"_",-12.83
"SEP 1993","_","_","_","_","_","_","_",-5.12,-14.84,3.27,-6.56,-4.12,-9.31,"_",-13.71
"OCT 1993","_","_","_","_","_","_","_",2.57,-8.43,11.33,-2.81,-18.82,-6.53,"_",-9.02
"NOV 1993","_","_","_","_","_","_","_",5.45,0.36,10.98,0.10,-27.33,1.17,"_",-12.61
"DIC 1993","_","_","_","_","_","_","_",3.78,-0.97,9.23,5.81,-25.57,13.61,"_",7.00
"ENE 1994","_","_","_","_","_","_","_",4.72,-0.81,9.92,0.38,4.22,0.72,"_",5.63
"FEB 1994","_","_","_","_","_","_","_",7.53,4.58,10.27,4.17,24.36,8.50,"_",5.22
"MAR 1994","_","_","_","_","_","_","_",15.26,12.72,18.59,7.39,13.60,13.94,"_",10.95
"ABR 1994","_","_","_","_","_","_","_",5.58,0.26,10.46,5.23,-10.96,1.36,"_",6.51
"MAY 1994","_","_","_","_","_","_","_",15.06,5.73,22.07,8.63,12.51,0.94,"_",14.25
"JUN 1994","_","_","_","_","_","_","_",15.99,6.07,23.46,20.06,8.96,-1.09,"_",6.32
"JUL 1994","_","_","_","_","_","_","_",11.57,0.54,19.19,8.01,6.25,8.16,"_",13.99
"AGO 1994","_","_","_","_","_","_","_",4.50,-3.47,9.74,8.13,5.90,4.92,"_",14.44
"SEP 1994","_","_","_","_","_","_","_",11.31,5.09,15.60,17.90,5.49,18.85,"_",10.40
"OCT 1994","_","_","_","_","_","_","_",9.78,5.66,12.50,7.69,5.22,8.30,"_",14.08
"NOV 1994","_","_","_","_","_","_","_",7.01,2.90,11.04,5.94,1.71,4.38,"_",15.31
"DIC 1994","_","_","_","_","_","_","_",9.16,6.36,12.08,11.16,11.35,-0.74,"_",-12.19
"ENE 1995","_","_","_","_","_","_","_",9.50,14.66,5.30,13.57,-0.29,14.88,"_",14.12
"FEB 1995","_","_","_","_","_","_","_",8.02,8.09,7.94,10.39,-17.23,-3.91,"_",18.02
"MAR 1995","_","_","_","_","_","_","_",3.22,1.09,5.18,11.56,18.35,12.28,"_",16.75
"ABR 1995","_","_","_","_","_","_","_",16.83,13.14,19.90,9.32,16.12,6.36,"_",8.62
"MAY 1995","_","_","_","_","_","_","_",5.50,4.69,6.13,13.15,4.23,16.60,"_",13.67
"JUN 1995","_","_","_","_","_","_","_",7.51,5.57,8.82,0.07,-15.22,16.50,"_",27.00
"JUL 1995","_","_","_","_","_","_","_",3.47,4.38,2.94,6.94,-6.45,26.03,"_",12.44
"AGO 1995","_","_","_","_","_","_","_",3.38,4.28,2.86,4.42,-11.61,15.80,"_",9.20
"SEP 1995","_","_","_","_","_","_","_",5.40,3.51,6.63,8.06,-7.50,12.32,"_",3.42
"OCT 1995","_","_","_","_","_","_","_",4.42,8.32,2.02,8.96,-5.85,16.54,"_",10.79
"NOV 1995","_","_","_","_","_","_","_",7.33,5.64,8.88,20.28,10.66,24.31,"_",4.35
"DIC 1995","_","_","_","_","_","_","_",10.29,9.07,11.49,10.76,3.16,3.46,"_",-4.83
"ENE 1996","_","_","_","_",-0.26,4.15,-5.00,7.40,6.83,7.82,13.16,9.93,10.22,"_",5.89
"FEB 1996","_","_","_","_",2.20,9.19,-5.67,11.51,9.58,13.29,15.73,12.81,16.65,"_",-4.70
"MAR 1996","_","_","_","_",15.21,14.52,16.23,10.83,5.52,15.53,13.47,0.61,-4.81,"_",-7.60
"ABR 1996","_","_","_","_",-0.15,-2.58,3.66,-0.37,1.80,-2.07,9.17,6.19,0.89,"_",3.68
"MAY 1996","_","_","_","_",8.27,3.37,21.02,3.41,5.14,2.27,1.83,9.36,-0.94,"_",2.34
"JUN 1996","_","_","_","_",5.85,1.93,16.22,2.62,5.21,0.97,4.90,21.87,4.41,"_",-16.53
"JUL 1996","_","_","_","_",-1.14,-3.40,4.44,1.17,8.16,-2.98,1.54,-3.06,-13.53,"_",16.77
"AGO 1996","_","_","_","_",9.25,7.26,12.56,6.83,8.54,5.82,6.36,1.61,-4.40,"_",-0.78
"SEP 1996","_","_","_","_",2.43,1.66,4.09,3.61,7.57,1.14,5.29,-7.58,-5.45,"_",7.31
"OCT 1996","_","_","_","_",6.62,7.35,5.19,4.61,8.00,2.38,8.57,32.74,-9.28,"_",8.21
"NOV 1996","_","_","_","_",12.00,10.26,14.26,15.25,19.53,11.45,18.35,3.31,-10.91,"_",-5.13
"DIC 1996","_","_","_","_",6.54,4.78,8.69,7.56,11.35,3.89,5.63,-16.28,-8.75,"_",5.45
"ENE 1997","_","_","_","_",10.26,9.25,11.45,8.19,10.26,6.30,15.45,0.56,-6.44,"_",-4.06
"FEB 1997","_","_","_","_",11.15,8.26,14.92,7.16,14.64,0.47,29.05,3.51,-9.26,"_",10.82
"MAR 1997","_","_","_","_",15.07,15.04,15.12,12.47,17.32,8.56,3.10,6.10,-4.62,"_",-3.79
"ABR 1997","_","_","_","_",2.06,-1.41,7.20,6.26,10.62,2.69,-1.54,-3.87,6.01,"_",16.48
"MAY 1997","_","_","_","_",16.67,15.17,20.01,10.41,7.63,12.28,11.38,-1.34,2.67,"_",0.00
"JUN 1997","_","_","_","_",5.92,1.81,15.45,6.26,5.51,6.75,10.75,2.16,-3.35,"_",19.64
"JUL 1997","_","_","_","_",9.48,8.86,10.91,7.23,4.91,8.76,19.71,4.30,15.34,"_",-8.29
"AGO 1997","_","_","_","_",8.28,11.86,2.63,9.80,5.28,12.56,7.63,10.75,0.11,"_",-5.68
"SEP 1997","_","_","_","_",10.52,11.41,8.67,5.49,5.01,5.81,12.82,9.98,3.29,"_",-0.65
"OCT 1997","_","_","_","_",7.23,8.13,5.40,9.28,7.04,10.83,9.59,-1.42,9.07,"_",3.75
"NOV 1997","_","_","_","_",4.80,12.26,-4.54,6.56,2.33,10.58,5.15,16.08,6.23,"_",11.72
"DIC 1997","_","_","_","_",7.00,9.55,4.00,4.70,3.52,5.92,3.18,10.90,11.04,"_",8.55
"ENE 1998","_","_","_","_",13.10,11.21,15.30,5.90,0.59,10.91,-4.32,2.99,-4.96,"_",6.90
"FEB 1998","_","_","_","_",8.94,12.17,4.97,6.97,-0.04,14.11,-13.57,5.91,6.22,"_",-0.62
"MAR 1998","_","_","_","_",-6.49,-3.76,-10.48,-0.09,-3.42,2.82,4.10,-2.43,11.89,"_",10.04
"ABR 1998","_","_","_","_",14.53,25.07,0.21,12.98,6.04,19.09,20.60,15.07,0.50,-96,-8.79
"MAY 1998","_","_","_","_",10.37,12.72,5.38,6.89,1.68,10.27,2.94,15.26,5.27,-93,-2.92
"JUN 1998","_","_","_","_",8.93,9.50,7.76,7.00,2.19,10.15,-2.67,2.33,12.80,-91,-2.94
"JUL 1998","_","_","_","_",6.11,5.65,7.13,5.39,2.01,7.55,-2.74,6.10,5.81,-88,5.33
"AGO 1998","_","_","_","_",8.09,5.16,13.14,4.76,1.05,6.88,4.59,9.91,7.52,-87,2.80
"SEP 1998","_","_","_","_",7.05,8.63,3.68,7.44,0.82,11.80,0.32,5.43,1.71,-88,3.24
"OCT 1998","_","_","_","_",14.66,15.79,12.30,9.96,4.23,13.79,2.99,10.56,5.01,-84,-2.41
"NOV 1998","_","_","_","_",11.46,13.31,8.73,10.63,10.83,10.44,-4.44,16.06,0.61,-73,-1.64
"DIC 1998","_","_","_","_",9.91,11.49,7.94,8.05,5.08,11.06,6.15,11.70,3.08,-69,6.51
"ENE 1999",14.10,17.60,19.20,25.40,7.14,11.22,2.59,8.60,5.62,11.16,8.40,10.55,18.94,"_",-6.21
"FEB 1999",15.10,24.40,17.40,25.70,6.79,9.36,3.42,9.58,7.44,11.50,1.48,8.11,8.94,"_",2.58
"MAR 1999",16.50,25.20,17.80,25.00,12.41,15.84,7.02,10.31,10.11,10.48,4.39,22.38,13.58,"_",3.27
"ABR 1999",8.60,14.60,15.60,24.10,5.11,1.33,11.51,1.47,-3.66,5.49,-5.59,5.15,12.97,800,2.67
"MAY 1999",14.80,21.10,16.70,23.40,4.32,4.33,4.29,9.34,4.63,12.15,2.14,0.31,7.53,463,0.55
"JUN 1999",16.20,23.20,17.10,22.60,4.81,7.98,-1.78,8.29,4.08,10.85,10.27,11.11,2.96,340,10.47
"JUL 1999",13.60,20.30,13.50,19.90,9.58,11.81,4.64,11.68,7.51,14.21,12.04,13.50,-1.31,308,-7.08
"AGO 1999",10.70,17.70,9.90,17.50,0.54,4.40,-5.64,7.60,8.69,7.01,3.33,5.55,4.98,358,2.38
"SEP 1999",11.70,19.80,13.80,20.60,6.65,6.27,7.49,10.05,11.21,9.37,12.72,9.45,0.09,464,-9.64
"OCT 1999",13.90,21.50,17.90,23.60,12.18,15.23,5.63,12.02,10.01,13.24,9.10,2.34,-6.27,371,-3.38
"NOV 1999",12.50,29.30,16.20,26.30,9.59,7.86,12.24,9.76,10.39,9.21,8.18,6.04,2.79,214,-10.54
"DIC 1999",9.70,11.00,9.20,7.60,2.53,0.27,5.43,8.16,8.46,7.89,14.60,2.33,2.74,192,2.16
"ENE 2000",1.20,-0.80,-5.60,-10.60,0.80,4.49,-3.66,3.30,7.54,-0.15,2.70,14.24,7.03,746757,1.30
"FEB 2000",5.80,4.70,0.00,-3.70,5.13,6.27,3.56,8.19,11.77,5.11,13.77,16.47,7.47,678962,-0.88
"MAR 2000",2.40,9.40,2.30,5.30,4.14,5.70,1.48,11.34,14.80,8.51,8.47,8.70,-0.19,595039,-11.33
"ABR 2000",8.20,9.20,3.10,2.00,16.10,26.12,0.66,17.90,18.08,17.76,11.17,17.32,3.10,937789,-2.46
"MAY 2000",-2.30,-2.70,-4.40,-6.40,-5.85,-8.19,-0.52,7.74,21.42,0.12,1.78,7.46,5.74,1051989,11.21
"JUN 2000",-0.50,-1.70,-0.90,-3.10,7.22,8.36,4.63,12.05,19.57,7.76,1.55,3.19,14.79,1047718,1.67
"JUL 2000",-0.60,2.30,-1.20,-1.90,0.63,-3.08,9.41,11.31,14.76,9.34,2.61,6.35,10.19,864288,0.05
"AGO 2000",0.10,-1.40,-2.10,-5.70,-0.71,-7.07,10.52,8.82,13.48,6.27,12.46,7.69,5.29,596645,9.41
"SEP 2000",-0.40,0.30,-2.20,-3.70,11.32,10.30,13.58,10.17,10.66,9.88,2.12,5.37,7.49,728335,-4.58
"OCT 2000",-1.50,-1.30,-4.70,-7.00,-1.40,-3.73,4.07,6.18,9.39,4.28,2.24,1.92,9.65,770627,8.82
"NOV 2000",3.40,-2.10,0.00,-4.80,2.01,3.27,0.15,4.65,2.59,6.49,2.17,0.52,4.66,679146,13.10
"DIC 2000",4.50,9.20,1.30,1.40,5.86,4.99,6.92,8.93,9.44,8.44,-5.89,2.06,7.48,625957,-3.07
"ENE 2001",6.98,5.43,3.10,0.82,7.66,12.08,1.86,10.96,10.76,11.13,3.12,3.44,3.44,15,14.20
"FEB 2001",3.77,3.66,2.62,3.09,4.38,7.14,0.45,6.89,2.47,10.93,-4.63,3.16,1.78,4,1.31
"MAR 2001",2.10,-1.37,-0.15,-2.30,1.95,3.53,-0.86,4.36,-2.55,10.33,-0.93,-6.45,2.95,10,7.91
"ABR 2001",0.93,-1.24,0.44,-3.31,0.84,0.89,0.74,5.19,4.85,5.44,-0.68,-3.78,1.38,7,-5.86
"MAY 2001",1.45,2.47,0.31,0.66,4.33,7.40,-2.13,4.29,0.42,6.90,1.78,1.20,0.27,6,4.09
"JUN 2001",1.85,0.50,-0.78,-2.30,3.70,6.68,-3.35,5.30,-0.05,8.70,-1.40,1.15,-2.48,4,-16.45
"JUL 2001",0.50,-0.81,1.69,1.74,0.84,4.34,-6.49,2.50,-0.38,4.23,-6.95,1.00,-0.41,7,1.14
"AGO 2001",2.64,2.28,2.31,1.92,4.22,11.10,-6.00,6.15,7.28,5.49,-6.22,5.05,6.58,4,-12.74
"SEP 2001",-0.32,-1.77,1.56,1.25,-2.55,1.36,-10.98,3.16,1.67,4.07,-10.19,-1.56,8.88,-1,17.25
"OCT 2001",-1.09,-4.65,-1.89,-2.32,-3.67,-2.99,-5.16,-4.02,-1.72,-5.45,-7.49,1.14,7.78,5,-8.22
"NOV 2001",-0.90,-6.12,0.41,-3.25,-2.40,-1.40,-3.91,-3.18,-2.84,-3.46,-11.93,-6.45,7.59,11,1.39
"DIC 2001",-3.97,-5.19,-2.65,-2.27,2.50,5.49,-1.09,-5.36,-9.40,-1.42,-10.62,-0.87,3.92,1,-6.69
"ENE 2002",-4.38,-7.00,-3.31,-2.18,0.61,-1.73,3.99,-4.48,-5.33,-3.74,-5.91,-1.25,8.37,4,1.31
"FEB 2002",-0.31,0.34,-2.14,-3.79,8.14,7.71,8.79,-1.26,-2.32,-0.36,-7.09,2.79,5.88,4,0.32
"MAR 2002",9.77,4.37,8.47,-0.28,18.12,19.37,15.80,1.92,-1.77,4.73,-13.45,19.69,5.42,-4,-7.24
"ABR 2002",-9.87,-5.81,-12.87,-9.37,-8.33,-12.13,-0.99,-8.96,-7.22,-10.20,-1.88,-6.07,8.92,17,19.54
"MAY 2002",0.07,-4.39,-3.02,-7.65,5.21,3.21,9.82,-3.30,-4.42,-2.58,-1.10,1.26,6.93,2,-8.46
"JUN 2002",-3.19,-5.09,-4.67,-6.55,2.28,1.36,4.68,-3.96,-6.71,-2.36,-0.71,3.64,6.22,0,1.77
"JUL 2002",0.03,-2.52,-3.30,-6.45,2.37,1.61,4.13,-2.45,-1.60,-2.93,5.43,-0.90,7.78,6,7.02
"AGO 2002",2.85,0.89,0.45,-3.08,13.36,14.07,12.12,0.78,-1.48,2.12,0.17,6.16,1.67,3,5.99
"SEP 2002",-1.30,-2.12,-4.14,-6.52,1.82,-0.69,7.99,-2.58,-2.66,-2.53,5.33,4.08,1.21,7,0.00
"OCT 2002",0.94,2.77,-3.09,-4.00,8.77,8.14,10.19,2.13,-2.16,4.92,3.17,14.69,5.96,7,7.04
"NOV 2002",1.56,2.23,-3.22,-5.68,12.14,9.15,16.80,6.10,4.24,7.71,3.08,12.62,3.61,-2,3.47
"DIC 2002",5.24,2.98,2.15,-2.80,6.76,6.57,7.00,7.72,7.36,8.04,6.65,10.80,-1.01,10,8.50
"ENE 2003",2.85,5.08,2.88,-0.44,9.59,5.74,14.84,10.15,9.50,10.71,0.00,-2.45,-4.51,1,-1.42
"FEB 2003",-1.78,-5.11,-3.30,-6.01,-0.23,0.86,-1.85,5.88,7.89,4.23,3.61,-6.44,2.82,2,1.38
"MAR 2003",-7.44,-5.08,-8.52,-3.18,-4.84,-12.99,10.70,-0.59,1.95,-2.41,4.45,-25.20,2.10,9,6.33
"ABR 2003",10.91,3.59,10.85,5.61,11.15,10.32,12.58,9.44,7.12,11.16,-2.13,5.70,1.86,-5,-10.63
"MAY 2003",4.88,4.00,2.60,1.67,7.62,1.49,20.93,7.34,4.43,9.15,-1.25,-2.90,11.00,1,1.04
"JUN 2003",9.04,6.59,5.44,3.80,5.18,-1.07,21.00,8.29,11.45,6.53,-2.52,0.84,5.09,4,2.18
"JUL 2003",5.42,3.38,2.95,0.31,2.58,-0.22,8.97,7.78,10.23,6.36,-0.74,1.02,5.32,2,5.95
"AGO 2003",3.21,2.21,5.03,4.31,-2.23,-11.59,14.51,10.16,10.00,10.26,-1.48,3.39,1.48,1,-4.48
"SEP 2003",3.72,-0.72,1.65,-1.75,0.93,-5.55,15.55,4.91,7.38,3.45,-1.52,0.90,8.62,1,10.84
"OCT 2003",2.84,2.07,1.14,-1.39,3.53,-2.72,17.16,7.35,8.60,6.58,3.50,-12.85,5.98,1,6.46
"NOV 2003",3.52,2.58,0.37,-1.34,2.14,-5.05,12.63,9.48,9.00,9.89,3.24,-20.25,10.73,5,0.83
"DIC 2003",5.55,5.30,1.37,0.73,5.41,-2.21,15.13,9.28,9.44,9.14,0.12,-8.46,6.42,-0,6.71
"ENE 2004",6.15,3.10,3.13,0.50,9.65,6.75,13.29,7.39,3.73,10.49,0.21,6.54,-13.21,-1,-0.90
"FEB 2004",14.62,11.26,10.26,5.85,16.45,10.07,26.29,15.58,13.38,17.47,7.45,7.63,9.22,1,6.69
"MAR 2004",7.10,2.73,2.20,-2.83,0.25,-0.71,1.69,10.14,13.27,7.80,13.20,3.30,7.83,-2,14.87
"ABR 2004",3.39,-1.33,0.31,-5.58,4.23,-0.61,12.34,7.01,8.53,5.94,8.99,8.91,10.89,-5,11.80
"MAY 2004",3.78,-0.62,-1.68,-4.65,3.12,3.98,1.56,7.30,14.86,2.79,11.47,16.89,3.78,2,-6.09
"JUN 2004",3.96,-4.43,-1.12,-6.83,-1.89,-3.97,2.41,6.13,12.23,2.57,14.56,17.20,9.43,3,12.82
"JUL 2004",6.43,-0.32,2.01,-2.74,3.78,0.99,9.60,8.01,8.13,7.94,11.08,11.02,10.00,-2,-9.29
"AGO 2004",6.19,1.07,1.84,-3.46,-0.58,-1.05,0.06,5.26,8.69,3.30,12.52,12.03,14.25,2,5.57
"SEP 2004",7.34,4.02,3.60,1.81,4.41,6.15,1.22,6.82,7.11,6.64,11.00,-1.05,9.99,3,-10.02
"OCT 2004",12.46,3.43,7.87,2.29,10.15,8.24,13.62,9.65,8.73,10.22,0.65,19.64,3.36,-6,-29.43
"NOV 2004",6.90,5.42,5.99,5.26,6.67,8.01,5.02,6.66,9.95,3.94,7.51,15.24,4.49,-0,1.11
"DIC 2004",8.06,1.34,9.19,3.37,8.93,12.19,5.40,9.67,9.45,9.87,11.67,0.00,10.60,-1,-13.25
"ENE 2005",6.44,6.90,6.57,6.28,5.28,6.18,4.21,9.85,10.04,9.70,4.25,6.89,44.06,4,-2.55
"FEB 2005",1.99,0.44,1.24,-1.02,1.38,0.22,2.95,2.88,5.48,0.74,-1.12,-18.41,5.28,1,-14.93
"MAR 2005",10.81,0.39,9.86,-2.22,17.73,16.96,18.86,12.22,14.09,10.75,-3.30,38.82,8.86,-2,-24.72
"ABR 2005",-1.34,-3.57,-6.03,-4.73,-0.31,-0.65,0.18,5.43,12.32,0.42,8.14,-18.21,5.70,15,-0.89
"MAY 2005",8.47,3.79,8.21,2.54,7.53,5.45,11.40,11.22,17.81,6.83,-6.87,-3.16,7.11,5,-3.47
"JUN 2005",6.84,8.02,5.32,3.90,11.15,8.39,16.49,8.77,13.66,5.65,-3.36,-4.07,11.40,4,-4.78
"JUL 2005",7.78,7.76,6.49,4.30,10.81,8.39,15.46,11.89,17.53,8.49,-6.92,6.51,6.60,2,-10.65
"AGO 2005",4.66,4.61,4.02,3.21,6.54,6.92,6.01,8.74,14.95,5.00,-5.07,-2.17,7.59,6,2.50
"SEP 2005",6.38,8.78,5.34,4.85,11.99,9.20,17.38,10.58,16.40,6.99,-5.02,12.42,3.69,3,4.51
"OCT 2005",3.01,4.59,4.64,5.81,5.12,4.42,6.33,8.32,14.73,4.42,-1.15,-12.93,5.39,2,31.30
"NOV 2005",9.11,10.18,7.06,7.03,6.44,8.63,3.67,10.66,12.49,9.06,-3.14,-1.47,5.26,3,-2.43
"DIC 2005",3.93,8.53,1.65,3.48,5.78,3.86,7.99,8.98,10.35,7.76,-10.47,0.50,7.07,5,8.80
