"","IE_8_4.1","IE_8_4.2","IE_8_4.3","IE_8_4.4","IE_8_4.5","IE_8_4.6","IE_8_4.7","IE_8_4.8","IE_8_4.9","IE_8_4.10","IE_8_4.11","IE_8_4.12"
"FEB 2014",409453774,5.18,-4.84,7.93,450744158,-4.45,-1.02,-38.68,151396127,24.89,39.94,19.68
"MAR 2014",410741910,3.40,-6.45,6.10,446369504,-4.44,-1.30,-38.26,154567138,25.23,35.63,21.51
"ABR 2014",411431216,4.09,-7.17,7.18,441092468,-4.93,-2.08,-37.06,157303200,24.99,34.85,21.44
"MAY 2014",418852529,5.11,-7.61,8.57,437172209,-5.52,-3.07,-34.82,161504382,27.06,34.58,24.31
"JUN 2014",429438881,3.50,-7.75,6.44,431725848,-5.62,-3.61,-31.33,165535220,29.58,31.03,29.03
"JUL 2014",429301682,4.88,-7.75,8.21,425766158,-7.66,-5.25,-38.92,168381019,27.97,29.70,27.31
"AGO 2014",429228245,5.16,-7.90,8.54,419326963,-9.36,-6.52,-46.46,170733936,28.86,30.04,28.41
"SEP 2014",426996559,5.13,-8.36,8.59,414389934,-9.97,-6.62,-53.69,173058121,27.70,29.22,27.10
"OCT 2014",425816489,5.44,-8.17,8.90,407140290,-11.23,-7.81,-57.20,174280237,25.06,27.49,24.11
"NOV 2014",433909228,5.49,-7.98,8.82,400935324,-12.31,-8.80,-60.74,178020904,25.14,25.64,24.93
"DIC 2014",445002695,6.67,-7.42,10.15,395761803,-12.73,-9.10,-63.54,178915161,23.78,24.59,23.45
"ENE 2015",445518447,7.97,-7.28,11.66,390479794,-13.56,-10.17,-64.63,183302398,24.00,21.91,24.84
"FEB 2015",447885150,9.39,-7.05,13.36,385373103,-14.50,-11.33,-65.50,189697647,25.30,19.87,27.50
"MAR 2015",450147501,9.59,-6.55,13.49,377108585,-15.52,-12.56,-66.36,199278223,28.93,16.70,33.80
"ABR 2015",457628455,11.23,-6.08,15.34,372597120,-15.53,-12.82,-63.11,202452431,28.70,12.85,35.06
"MAY 2015",464665509,10.94,-5.93,14.84,364763669,-16.56,-14.16,-59.37,204538172,26.65,8.02,34.03
"JUN 2015",479763021,11.72,-6.06,15.74,357440978,-17.21,-15.05,-56.11,201311795,21.61,2.75,28.92
"JUL 2015",482982734,12.50,-5.11,16.46,350104845,-17.77,-15.90,-55.31,204284279,21.32,-0.37,29.76
"AGO 2015",481236323,12.12,-5.47,15.99,344127831,-17.93,-16.31,-54.89,200888911,17.66,-4.40,26.35
"SEP 2015",486667048,13.97,-5.00,18.08,338690228,-18.27,-16.90,-54.21,198179816,14.52,-6.45,22.82
"OCT 2015",489156665,14.87,-4.74,19.08,335256923,-17.66,-16.54,-49.89,202938398,16.44,-8.18,26.38
"NOV 2015",496180305,14.35,-4.63,18.32,328384186,-18.10,-17.37,-41.24,204930441,15.12,-8.55,24.60
"DIC 2015",508191207,14.20,-4.66,18.10,325419118,-17.77,-17.28,-35.08,202089625,12.95,-9.84,22.14
"ENE 2016",509457845,14.35,-4.32,18.10,322211329,-17.48,-17.15,-30.02,199139966,8.64,-9.48,15.82
"FEB 2016",509528945,13.76,-4.45,17.38,320743549,-16.77,-16.60,-23.72,197494760,4.11,-9.71,9.36
