"","IE_2_4.1","IE_2_4.2","IE_2_4.3","IE_2_4.4","IE_2_4.5","IE_2_4.6","IE_2_4.7","IE_2_4.8","IE_2_4.9","IE_2_4.10","IE_2_4.11","IE_2_4.12"
"DIC 1998",1.17212,137.358,117.1285,"_",99.28,98.04,"_",98.72,98.99,"_",98.78,98.72
"ENE 1999",1.16078,131.349,113.1633,101.70,98.31,101.69,101.62,98.21,102.14,101.51,98.35,101.84
"FEB 1999",1.12077,130.778,116.7169,100.03,99.84,99.81,99.91,99.85,99.72,99.91,99.83,99.95
"MAR 1999",1.08830,130.199,119.6392,98.64,101.94,98.47,98.48,102.04,98.12,98.58,101.91,98.18
"ABR 1999",1.07044,128.160,119.7219,97.45,101.96,98.88,97.31,102.27,98.50,97.30,102.69,97.82
"MAY 1999",1.06281,129.714,122.0501,97.01,102.02,97.06,96.73,102.20,96.61,96.57,102.90,95.94
"JUN 1999",1.03775,125.320,120.7642,95.15,102.84,99.01,94.90,103.02,98.26,94.80,103.71,97.68
"JUL 1999",1.03527,123.707,119.5387,95.14,103.18,100.28,94.87,103.70,99.00,95.06,103.77,98.54
"AGO 1999",1.06035,120.100,113.2515,95.95,100.96,104.90,95.67,101.49,103.63,95.87,101.91,102.65
"SEP 1999",1.05008,112.385,107.0102,94.51,99.43,111.26,94.07,100.22,109.82,94.32,100.57,108.36
"OCT 1999",1.07063,113.520,106.0261,95.59,98.38,111.31,95.01,99.21,110.02,95.24,99.73,108.28
"NOV 1999",1.03382,108.250,104.7007,93.30,99.24,114.32,92.91,100.31,112.19,93.25,100.53,111.03
"DIC 1999",1.01101,103.720,102.5899,91.46,99.69,117.62,91.02,100.68,114.93,91.42,100.81,113.81
"ENE 2000",1.01370,106.532,105.0991,91.45,99.49,114.43,91.10,100.89,111.61,91.78,100.56,110.78
"FEB 2000",0.98342,107.641,109.4496,90.32,101.84,111.41,89.75,103.65,107.81,90.61,103.53,106.91
"MAR 2000",0.96434,102.591,106.3818,88.88,102.13,115.62,88.30,104.31,111.48,89.20,103.98,110.32
"ABR 2000",0.94695,99.924,105.5300,87.52,102.68,117.28,86.97,105.00,113.18,87.98,104.32,111.63
"MAY 2000",0.90597,98.090,108.2785,86.00,106.00,116.70,85.45,108.15,112.62,86.72,107.82,110.42
"JUN 2000",0.94918,100.714,106.1092,88.85,103.37,117.01,88.26,105.81,112.12,89.39,105.84,110.07
"JUL 2000",0.93966,101.386,107.9039,88.28,104.20,115.52,87.60,106.77,110.25,88.87,106.36,108.42
"AGO 2000",0.90406,97.757,108.1248,85.98,105.88,117.05,85.38,108.41,111.98,86.76,107.72,109.84
"SEP 2000",0.87211,93.106,106.7588,84.31,107.28,120.54,83.77,110.15,114.54,85.32,109.61,111.93
"OCT 2000",0.85516,92.745,108.4523,83.19,109.03,119.66,82.59,112.02,113.62,84.05,111.13,110.69
"NOV 2000",0.85639,93.259,108.9061,83.76,109.97,119.41,83.15,112.86,112.95,84.61,111.82,110.29
"DIC 2000",0.89732,100.615,112.1093,86.58,108.33,113.71,86.06,111.00,107.55,87.38,110.21,105.24
"ENE 2001",0.93828,109.574,116.7835,89.98,108.04,107.70,88.99,111.55,101.75,90.55,110.43,99.26
"FEB 2001",0.92171,107.081,116.1789,89.05,109.31,109.32,88.14,113.06,102.54,89.75,111.56,100.60
"MAR 2001",0.90952,110.333,121.3470,88.87,111.91,105.58,88.09,115.69,98.47,89.65,113.71,97.06
"ABR 2001",0.89200,110.355,123.7181,87.92,113.29,104.39,87.29,116.95,97.10,88.58,115.87,95.05
"MAY 2001",0.87416,106.496,121.8148,86.30,113.37,106.67,85.68,116.96,98.78,86.87,116.45,96.38
"JUN 2001",0.85317,104.298,122.2427,84.89,114.33,107.36,84.26,118.09,99.03,85.52,117.30,97.08
"JUL 2001",0.86066,107.210,124.5738,85.68,114.44,104.99,85.01,118.26,96.81,86.29,116.82,95.17
"AGO 2001",0.90048,109.339,121.4507,88.24,111.91,105.70,87.50,115.55,97.85,88.97,114.54,95.63
"SEP 2001",0.91110,108.201,118.7783,88.73,111.38,107.71,88.14,115.37,99.13,89.46,114.63,96.77
"OCT 2001",0.90587,109.856,121.2809,88.50,112.28,105.75,88.03,116.05,97.51,89.28,114.81,95.43
"NOV 2001",0.88831,108.676,122.3488,87.20,113.83,105.60,86.76,118.00,97.00,88.13,115.88,95.66
"DIC 2001",0.89237,113.380,127.0586,87.67,114.24,101.52,87.43,117.59,93.22,88.83,115.88,92.29
"ENE 2002",0.88329,117.116,132.6003,87.38,116.27,97.65,87.39,119.95,89.36,88.87,117.57,88.23
"FEB 2002",0.87004,116.232,133.5949,86.60,117.08,97.52,86.52,121.04,88.54,88.03,118.49,88.08
"MAR 2002",0.87580,114.746,131.0217,86.71,116.02,99.05,86.73,120.07,89.62,88.19,117.66,89.02
"ABR 2002",0.88584,115.810,130.7458,86.98,115.17,98.65,87.01,119.38,89.05,88.42,117.35,88.03
"MAY 2002",0.91700,115.861,126.3648,88.63,111.96,100.49,88.74,115.80,90.89,90.06,114.02,89.68
"JUN 2002",0.95544,117.799,123.3292,90.71,109.03,101.10,90.80,112.72,91.34,92.10,111.34,90.07
"JUL 2002",0.99218,117.107,118.0457,92.13,106.38,103.98,92.27,110.09,93.55,93.67,108.54,92.31
"AGO 2002",0.97776,116.305,118.9560,91.61,107.79,103.97,91.79,111.69,93.59,93.28,109.83,92.02
"SEP 2002",0.98080,118.380,120.7087,91.62,107.98,102.24,91.87,111.91,91.89,93.31,110.74,89.86
"OCT 2002",0.98111,121.572,123.9159,91.93,108.64,99.52,92.21,112.53,89.09,93.31,111.76,87.12
"NOV 2002",1.00136,121.650,121.4902,92.72,107.08,100.58,92.89,110.85,90.05,94.01,109.63,88.51
"DIC 2002",1.01826,124.198,122.0019,93.74,106.16,99.43,94.01,109.68,88.91,95.39,108.22,87.40
"ENE 2003",1.06219,126.115,118.7384,96.08,103.26,100.25,96.44,106.88,89.20,97.65,106.22,87.38
"FEB 2003",1.07730,128.604,119.3777,97.40,102.26,99.09,97.78,106.36,87.37,98.79,106.10,85.56
"MAR 2003",1.08065,128.156,118.6108,98.24,101.38,99.61,98.62,105.63,87.62,99.13,105.95,85.58
"ABR 2003",1.08476,130.115,119.9497,98.76,101.23,98.36,99.20,105.30,86.84,99.71,104.97,85.30
"MAY 2003",1.15818,135.829,117.2790,102.45,96.31,97.58,102.98,100.03,86.41,103.45,100.45,84.88
"JUN 2003",1.16628,138.050,118.3724,102.94,95.47,96.17,103.70,99.21,84.88,103.89,100.36,83.23
"JUL 2003",1.13718,134.988,118.7016,101.77,97.20,97.07,102.48,101.20,85.50,102.53,101.78,83.99
"AGO 2003",1.11387,132.378,118.8300,100.63,98.56,97.96,101.37,102.87,86.17,101.21,103.40,84.51
"SEP 2003",1.12217,128.944,114.9466,100.53,96.78,100.75,101.26,100.99,88.45,101.06,101.64,86.80
"OCT 2003",1.16919,128.118,109.5802,102.21,93.00,103.47,102.89,96.97,90.86,102.58,98.88,88.55
"NOV 2003",1.17020,127.839,109.2494,102.22,92.57,103.55,102.83,96.29,90.54,102.63,98.15,88.75
"DIC 2003",1.22856,132.431,107.8019,105.08,90.30,102.69,105.58,93.65,89.82,105.20,95.74,87.95
"ENE 2004",1.26132,134.131,106.3416,106.30,88.39,102.13,106.79,92.06,89.16,106.17,93.94,87.26
"FEB 2004",1.26465,134.779,106.5826,106.23,88.88,101.72,106.86,92.98,88.48,105.98,93.98,86.81
"MAR 2004",1.22617,133.125,108.5647,104.34,90.52,101.45,104.92,94.84,87.93,104.20,95.81,86.14
"ABR 2004",1.19854,129.078,107.7171,102.64,91.50,103.29,103.21,95.91,89.16,102.30,97.22,87.18
"MAY 2004",1.20072,134.482,112.0153,103.24,93.04,99.56,103.84,97.70,85.66,102.76,98.98,83.29
"JUN 2004",1.21383,132.861,109.4555,103.12,91.66,101.25,103.64,96.49,87.12,102.49,97.34,84.98
"JUL 2004",1.22659,134.082,109.3226,103.55,90.43,100.69,104.02,95.30,86.55,103.01,96.07,84.42
"AGO 2004",1.21760,134.539,110.4972,103.32,90.83,100.00,103.90,95.65,85.95,102.82,96.45,83.48
"SEP 2004",1.22178,134.505,110.0868,103.61,90.22,100.28,104.10,95.05,86.29,102.95,96.16,83.57
"OCT 2004",1.24897,135.971,108.8904,104.70,88.23,100.13,105.18,93.04,86.22,103.74,95.32,82.64
"NOV 2004",1.29914,136.087,104.7685,105.99,84.75,101.81,106.36,89.42,87.45,104.67,92.00,84.12
"DIC 2004",1.34076,139.140,103.7811,107.20,83.78,101.32,107.70,88.10,86.61,106.16,90.35,83.94
"ENE 2005",1.31193,135.633,103.3840,105.99,84.77,102.87,106.48,89.65,87.90,105.01,92.05,84.57
"FEB 2005",1.30143,136.550,104.9269,105.16,85.58,101.65,105.53,90.82,86.22,104.18,92.95,83.23
"MAR 2005",1.32007,138.833,105.1818,105.88,84.58,100.63,106.47,89.88,85.06,104.92,92.56,81.86
"ABR 2005",1.29379,138.836,107.3128,105.10,86.09,99.62,105.57,91.82,83.84,103.68,94.22,81.25
"MAY 2005",1.26940,135.373,106.6604,104.11,87.21,101.22,104.75,92.89,85.20,102.59,95.48,82.69
"JUN 2005",1.21649,132.216,108.6926,101.43,88.87,101.14,102.18,94.62,84.73,100.36,97.28,82.29
"JUL 2005",1.20372,134.747,111.9441,101.82,89.72,98.96,102.47,95.97,82.70,100.47,98.95,80.36
"AGO 2005",1.22924,135.985,110.6254,102.16,88.15,99.00,102.85,94.57,82.49,100.82,97.40,80.10
"SEP 2005",1.22564,136.063,111.0292,101.61,87.65,98.58,102.30,94.67,81.71,100.02,97.88,79.05
"OCT 2005",1.20145,138.052,114.9048,101.27,89.13,96.25,101.92,96.51,79.61,99.60,100.88,76.86
"NOV 2005",1.17857,139.591,118.4473,100.54,90.68,94.32,101.16,97.52,78.07,98.94,100.46,76.36
"DIC 2005",1.18561,140.577,118.5793,100.50,89.91,93.86,101.18,96.26,77.78,99.06,99.75,76.04
"ENE 2006",1.21031,139.815,115.5250,101.15,88.53,95.41,101.79,95.43,79.06,99.92,98.48,76.79
"FEB 2006",1.19384,140.768,117.9107,100.37,89.27,94.10,101.07,96.39,77.53,99.49,98.85,75.89
"MAR 2006",1.20200,140.960,117.2743,101.18,89.20,94.51,101.99,96.42,77.63,100.39,99.21,75.66
"ABR 2006",1.22712,143.587,117.0260,102.23,88.03,93.76,103.06,95.48,76.60,101.42,98.50,74.47
"MAY 2006",1.27696,142.703,111.7585,103.29,84.59,95.98,104.03,91.91,78.30,102.43,95.09,76.06
"JUN 2006",1.26500,145.110,114.7230,103.50,85.58,94.06,104.27,93.09,76.66,102.43,96.76,74.17
"JUL 2006",1.26837,146.697,115.6648,103.78,85.94,93.20,104.60,93.89,75.67,102.92,96.28,73.55
"AGO 2006",1.28113,148.535,115.9413,103.85,85.26,92.37,104.42,93.08,75.39,102.80,95.82,73.10
"SEP 2006",1.27274,148.992,117.0662,103.66,85.64,91.78,104.17,93.13,75.09,102.38,95.19,73.60
"OCT 2006",1.26110,149.652,118.6709,103.04,86.54,90.97,103.60,93.66,74.43,102.15,95.79,72.98
"NOV 2006",1.28814,151.105,117.3130,103.56,85.60,91.04,104.10,92.56,74.13,102.64,95.12,72.84
"DIC 2006",1.32128,154.825,117.1838,104.56,84.85,90.02,104.86,91.61,73.21,103.60,94.20,71.87
"ENE 2007",1.29986,156.561,120.4499,103.94,86.35,88.05,104.43,93.55,71.61,103.12,95.06,70.27
"FEB 2007",1.30742,157.601,120.5465,104.40,86.06,87.76,104.78,93.47,70.72,103.56,95.09,69.55
"MAR 2007",1.32419,155.241,117.2319,105.07,85.12,89.73,105.30,92.78,71.98,104.03,94.81,70.47
"ABR 2007",1.35162,160.685,118.8829,105.96,83.69,87.36,106.31,91.35,69.86,104.97,93.88,68.48
"MAY 2007",1.35113,163.219,120.8041,105.94,83.12,85.91,106.19,91.03,68.62,104.71,94.01,67.12
"JUN 2007",1.34186,164.555,122.6327,105.54,82.91,84.73,105.59,90.92,67.48,104.19,93.86,66.21
"JUL 2007",1.37156,166.762,121.5871,106.09,81.47,84.36,106.05,89.48,67.21,104.66,92.85,65.88
"AGO 2007",1.36225,159.053,116.7474,105.77,81.41,88.40,105.42,89.26,70.79,104.51,91.95,69.39
"SEP 2007",1.38965,159.820,115.0079,106.72,79.75,88.77,106.42,87.42,70.88,105.46,90.49,69.34
"OCT 2007",1.42275,164.948,115.9417,107.73,77.74,86.71,107.36,85.19,69.21,106.44,88.68,67.80
"NOV 2007",1.46836,162.891,110.9495,109.15,75.71,89.28,108.77,83.23,70.74,107.57,87.57,69.05
"DIC 2007",1.45704,163.553,112.2597,109.07,77.24,88.91,108.48,84.60,70.46,107.34,88.34,69.06
"ENE 2008",1.47179,158.677,107.8107,109.50,76.55,92.25,108.87,84.51,72.93,107.46,87.82,71.24
"FEB 2008",1.47484,157.969,107.1161,109.12,76.11,92.57,107.99,84.05,72.78,107.23,87.54,71.33
"MAR 2008",1.55265,156.594,100.8786,111.72,73.44,95.90,110.85,81.26,75.16,109.35,85.46,73.12
"ABR 2008",1.57505,161.562,102.6582,112.68,73.61,93.87,111.54,81.59,73.13,109.91,85.72,71.32
"MAY 2008",1.55570,162.310,104.3358,112.05,73.96,92.75,111.14,82.02,72.31,109.17,87.07,70.10
"JUN 2008",1.55528,166.264,106.9067,111.70,74.68,90.60,110.68,83.24,70.50,108.47,88.20,68.21
"JUL 2008",1.57697,168.453,106.8261,111.71,74.11,90.04,110.54,83.04,70.06,108.06,88.40,68.26
"AGO 2008",1.49754,163.629,109.2769,109.51,77.38,90.74,108.17,86.35,70.93,105.70,90.99,69.65
"SEP 2008",1.43695,153.200,106.6176,107.88,78.90,95.26,106.55,87.73,74.44,103.93,93.46,72.89
"OCT 2008",1.33221,133.519,100.1117,104.63,83.65,106.57,103.46,92.39,83.58,100.71,96.87,82.07
"NOV 2008",1.27322,123.278,96.8192,103.77,86.39,113.21,102.72,94.05,88.96,99.78,97.94,88.29
"DIC 2008",1.34494,122.513,91.1611,108.90,84.22,117.90,107.95,91.08,92.79,104.69,94.26,92.89
"ENE 2009",1.32387,119.733,90.4212,108.78,84.50,119.72,107.72,92.30,93.88,104.03,95.74,92.47
"FEB 2009",1.27847,118.301,92.5423,107.94,86.61,119.04,106.90,94.72,92.62,102.85,97.81,91.86
"MAR 2009",1.30498,127.653,97.8357,110.15,87.24,111.68,108.74,95.34,86.93,104.68,98.04,86.44
"ABR 2009",1.31903,130.246,98.7355,109.28,85.85,109.44,107.91,93.95,85.01,103.81,97.41,84.28
"MAY 2009",1.36505,131.846,96.6093,109.90,82.27,109.23,108.42,90.09,84.48,104.48,94.50,83.76
"JUN 2009",1.40165,135.392,96.5992,111.16,80.39,107.36,109.62,88.58,82.46,105.59,93.42,81.47
"JUL 2009",1.40877,133.094,94.4734,110.75,79.85,109.52,108.91,88.27,84.14,105.04,92.27,83.89
"AGO 2009",1.42680,135.314,94.8384,110.70,78.53,108.00,108.89,86.80,83.01,105.11,91.60,82.11
"SEP 2009",1.45616,133.144,91.4432,111.91,77.20,110.90,109.90,85.30,85.21,106.01,89.86,84.68
"OCT 2009",1.48164,133.914,90.3767,113.19,75.86,111.10,111.13,83.89,84.89,107.36,88.60,84.29
"NOV 2009",1.49145,132.966,89.1573,113.05,75.42,112.09,110.86,83.33,85.36,106.93,88.68,84.62
"DIC 2009",1.46136,131.210,89.8141,111.97,76.22,112.47,109.72,84.02,85.42,105.59,89.62,84.84
"ENE 2010",1.42721,130.339,91.3166,109.86,76.93,111.58,107.47,85.33,84.94,103.60,91.18,83.45
"FEB 2010",1.36857,123.456,90.2073,107.02,78.63,115.37,104.58,86.97,87.56,101.15,92.70,86.21
"MAR 2010",1.35685,123.028,90.6785,106.17,78.40,115.12,104.01,86.61,87.07,100.38,93.02,85.37
"ABR 2010",1.34057,125.326,93.4891,104.95,78.66,111.90,102.76,86.78,84.45,99.48,93.48,82.54
"MAY 2010",1.25653,115.827,92.1510,101.69,81.82,117.55,99.62,90.24,88.53,96.40,97.39,86.32
"JUN 2010",1.22085,110.994,90.9196,99.65,82.50,120.47,97.69,90.96,90.59,94.69,97.70,88.54
"JUL 2010",1.27700,111.729,87.4993,101.50,80.17,122.29,99.44,88.53,91.56,96.35,94.96,89.63
"AGO 2010",1.28942,110.041,85.3336,101.21,79.19,124.53,99.03,87.43,93.29,96.06,93.98,90.99
"SEP 2010",1.30670,110.255,84.3766,101.49,78.35,124.91,99.18,86.39,93.57,96.42,92.77,90.87
"OCT 2010",1.38978,113.671,81.7948,104.97,75.40,125.11,102.37,82.95,93.81,99.57,89.75,90.83
"NOV 2010",1.36610,112.686,82.5130,103.74,75.93,124.84,100.92,83.49,93.25,98.24,90.49,90.15
"DIC 2010",1.32201,110.110,83.2909,101.59,77.01,125.32,98.86,84.62,92.95,96.18,91.55,90.28
"ENE 2011",1.33597,110.381,82.6282,101.33,76.14,125.52,98.60,84.27,93.05,96.01,90.75,89.94
"FEB 2011",1.36490,112.768,82.6252,102.43,75.18,124.14,99.53,83.34,91.59,97.13,90.00,88.07
"MAR 2011",1.39992,114.397,81.7198,104.14,73.95,124.09,101.24,82.03,90.90,98.60,89.54,87.29
"ABR 2011",1.44418,120.415,83.3912,105.86,72.74,119.61,102.98,80.81,87.21,100.07,88.73,83.85
"MAY 2011",1.43486,116.467,81.1749,104.83,72.72,123.08,101.76,81.00,89.51,98.83,89.73,85.85
"JUN 2011",1.43884,115.750,80.4486,104.90,72.71,124.04,101.77,81.12,90.11,99.00,89.31,86.56
"JUL 2011",1.42643,113.262,79.4025,103.95,72.29,125.91,100.65,80.88,91.63,98.08,88.99,87.66
"AGO 2011",1.43432,110.432,76.9956,103.76,72.10,129.43,100.46,80.74,94.18,97.81,88.19,90.19
"SEP 2011",1.37700,105.750,76.7935,102.62,74.16,132.93,99.55,82.86,96.31,96.75,90.93,92.06
"OCT 2011",1.37063,105.061,76.6537,102.82,74.77,133.72,99.82,83.12,96.97,97.04,91.36,92.31
"NOV 2011",1.35557,105.020,77.4708,102.40,75.36,132.98,99.44,83.74,95.86,96.80,92.17,91.55
"DIC 2011",1.31790,102.547,77.8113,100.59,76.33,134.06,97.71,84.67,96.59,95.12,93.24,92.42
"ENE 2012",1.29049,99.326,76.9677,98.71,76.59,136.51,95.74,85.46,98.72,93.62,93.86,93.50
"FEB 2012",1.32241,103.767,78.4585,99.45,75.55,132.12,96.71,84.35,95.28,94.54,92.58,90.24
"MAR 2012",1.32010,108.876,82.4771,99.62,76.26,125.81,96.78,85.16,90.40,94.77,94.01,85.68
"ABR 2012",1.31617,107.001,81.2962,99.26,76.07,127.76,96.58,84.89,91.56,94.45,93.97,86.51
"MAY 2012",1.27889,101.970,79.7283,97.86,77.25,132.31,95.16,86.23,94.63,93.09,95.39,89.59
"JUN 2012",1.25263,99.260,79.2403,96.97,78.35,134.54,94.38,87.53,95.89,92.32,96.40,90.94
"JUL 2012",1.22885,97.067,78.9860,95.15,78.52,135.76,92.75,87.89,96.69,91.02,96.49,91.15
"AGO 2012",1.24000,97.579,78.6930,95.02,77.57,135.37,92.64,87.08,96.09,91.21,96.06,90.20
"SEP 2012",1.28557,100.493,78.1711,97.04,75.89,134.01,94.58,85.16,94.84,93.16,94.39,89.01
"OCT 2012",1.29742,102.474,78.9820,97.59,75.94,132.23,95.10,85.06,93.46,93.72,94.43,87.82
"NOV 2012",1.28277,103.935,81.0177,96.99,76.93,129.61,94.40,85.95,91.50,93.14,94.68,86.51
"DIC 2012",1.31194,109.705,83.6125,98.44,76.41,124.24,95.82,85.12,87.78,94.44,93.82,83.43
"ENE 2013",1.32880,118.343,89.0471,100.09,77.04,116.15,97.36,86.44,82.33,95.91,94.68,78.06
"FEB 2013",1.33591,124.401,93.1177,101.28,78.07,111.11,98.29,87.86,78.19,96.90,96.55,74.36
"MAR 2013",1.29636,122.987,94.8698,99.77,79.84,110.70,97.08,89.52,77.62,95.31,98.52,74.43
"ABR 2013",1.30260,127.543,97.9045,100.01,79.91,106.93,97.03,89.52,75.25,95.54,98.86,72.24
"MAY 2013",1.29820,131.127,101.0182,100.07,80.70,104.06,97.28,90.44,73.19,95.62,99.97,70.20
"JUN 2013",1.31888,128.395,97.3662,101.12,79.83,107.40,98.27,89.69,75.43,96.56,98.77,72.45
"JUL 2013",1.30801,130.394,99.6952,101.03,80.89,105.56,98.21,91.00,74.42,96.53,99.91,71.21
"AGO 2013",1.33095,130.339,97.9308,101.74,79.90,106.57,98.79,89.93,75.23,97.14,98.76,71.87
"SEP 2013",1.33479,132.410,99.2031,101.56,79.69,104.78,98.41,89.48,73.98,96.97,98.43,70.79
"OCT 2013",1.36350,133.325,97.7819,102.45,78.66,105.15,99.08,88.16,74.43,97.73,97.19,71.38
"NOV 2013",1.34929,134.973,100.0284,102.23,79.67,103.43,98.77,89.12,73.36,97.46,97.99,70.35
"DIC 2013",1.37036,141.679,103.3858,103.44,79.94,99.48,99.95,89.32,70.53,98.52,98.26,67.72
"ENE 2014",1.36102,141.467,103.9421,103.00,80.87,99.36,99.46,91.10,70.52,97.77,99.46,67.73
"FEB 2014",1.36585,139.345,102.0195,103.15,80.65,101.00,99.60,90.82,71.43,97.91,99.35,68.59
"MAR 2014",1.38225,141.480,102.3549,104.31,80.35,100.07,100.62,90.53,70.50,98.90,99.40,67.76
"ABR 2014",1.38125,141.619,102.5309,104.23,80.10,99.78,100.37,89.98,71.59,98.93,99.28,69.23
"MAY 2014",1.37321,139.744,101.7640,103.57,79.94,100.71,99.50,89.96,72.44,98.37,99.10,69.94
"JUN 2014",1.35924,138.719,102.0563,102.72,80.19,100.82,98.73,90.36,72.34,97.62,99.30,70.04
"JUL 2014",1.35392,137.723,101.7230,102.30,80.01,101.24,98.24,90.44,72.84,97.16,99.23,70.46
"AGO 2014",1.33161,137.107,102.9669,101.55,81.33,100.96,97.53,91.65,72.87,96.38,100.85,70.30
"SEP 2014",1.29014,138.390,107.2838,99.93,83.43,98.52,95.92,93.88,71.08,95.00,103.28,68.63
"OCT 2014",1.26727,136.845,107.9898,99.08,84.79,98.94,95.00,95.19,71.26,94.27,104.28,68.88
"NOV 2014",1.24722,145.029,116.2827,98.98,86.97,92.73,94.94,97.37,66.76,94.32,106.06,64.88
"DIC 2014",1.23313,147.059,119.2632,99.02,88.43,91.17,94.81,98.69,65.90,94.28,106.60,64.07
"ENE 2015",1.16213,137.470,118.2794,95.19,91.84,94.48,91.08,102.80,68.76,90.95,108.72,66.13
"FEB 2015",1.13497,134.686,118.6718,93.34,93.68,95.22,89.50,104.74,68.85,89.80,110.41,66.32
"MAR 2015",1.08377,130.410,120.3407,90.61,96.17,95.95,86.91,107.43,69.12,87.39,113.53,66.79
"ABR 2015",1.07793,128.935,119.6176,89.70,95.67,96.62,86.07,106.90,69.74,86.95,112.73,67.33
"MAY 2015",1.11496,134.748,120.8739,91.55,93.80,93.92,87.89,105.04,67.73,88.62,111.69,65.12
"JUN 2015",1.12132,138.740,123.7309,92.32,94.43,91.68,88.53,105.99,65.90,89.17,112.60,63.49
"JUL 2015",1.09958,135.681,123.3976,91.35,96.37,93.06,87.51,108.46,67.00,88.30,114.48,64.27
"AGO 2015",1.11390,137.124,123.1287,93.02,96.56,92.99,89.00,108.51,67.09,89.81,114.06,64.15
"SEP 2015",1.12212,134.851,120.1756,93.81,96.27,95.24,89.71,107.93,68.71,90.72,112.31,65.80
"OCT 2015",1.12351,134.839,120.0223,93.64,95.74,95.15,89.62,107.24,68.60,90.46,111.61,65.60
"NOV 2015",1.07360,131.597,122.5835,91.13,98.51,95.14,87.15,110.21,68.44,88.08,114.72,65.70
"DIC 2015",1.08772,132.358,121.6916,92.50,98.79,95.43,88.29,110.38,68.76,89.22,114.06,65.98
"ENE 2016",1.08597,128.324,118.1659,93.57,99.80,98.92,89.11,112.27,71.28,90.19,114.38,67.81
"FEB 2016",1.10930,127.346,114.8097,94.72,97.57,100.81,90.02,"_","_",91.25,"_","_"
"MAR 2016",1.10997,125.385,112.9724,"_",96.00,102.01,"_","_","_","_","_","_"
