"Nombre de la serie","Número secuencial","Nombre del archivo con los valores de la serie","Descripción de la serie","Tipo de variable","Código de unidades","Exponente","Número de decimales","Descripción de unidades y exponente","Frecuencia de la serie","Fecha de la primera observación","Fecha de la última observación","Número de observaciones","Título de la serie","Fuente","Notas"
"IE_8_1.28",662046,"IE0801","Balance del Banco de España. Contrapartidas. Reservas Mantenidas por Entidades de Crédito","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL BANCO DE ESPAÑA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/CONTRAPARTIDAS/RESERVAS MANTENIDAS POR ENTIDADES DE CREDITO","",""
"IE_8_2.1",1656393,"IE0802","Medios de pago de las sociedades no financieras y los hogares e ISFLSH","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Dic-94","Feb-16",255,"ACTIVOS FINANCIEROS LÍQUIDOS DE LAS SOCIEDADES NO FINANCIERAS Y LAS HOGARES E ISFLSH (SEC95)/TOTAL MEDIOS DE PAGO","",""
"IE_8_2.2",1656394,"IE0802","Medios de pago de las sociedades no financieras y los hogares e ISFLSH. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Feb-16",243,"ACTIVOS FINANCIEROS LÍQUIDOS DE LAS SOCIEDADES NO FINANCIERAS Y LAS HOGARES E ISFLSH (SEC95)/TOTAL MEDIOS DE PAGO/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_2.3",1656395,"IE0802","Efectivo en poder de las sociedades no financieras y los hogares e ISFLSH. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Feb-16",243,"ACTIVOS FINANCIEROS LÍQUIDOS DE LAS SOCIEDADES NO FINANCIERAS Y LAS HOGARES E ISFLSH (SEC95)/EFECTIVO/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_2.4",1656396,"IE0802","Depósitos mantenidos por las sociedades no financieras y los hogares e ISFLSH. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Feb-16",243,"ACTIVOS FINANCIEROS LÍQUIDOS DE LAS SOCIEDADES NO FINANCIERAS Y LAS HOGARES E ISFLSH (SEC95)/DEPOSITOS A LA VISTA/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_2.5",1656397,"IE0802","Otros pasivos de entidades de crédito en poder de las sociedades no financieras y los hogares e ISFLSH","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Dic-94","Feb-16",255,"ACTIVOS FINANCIEROS LÍQUIDOS DE LAS SOCIEDADES NO FINANCIERAS Y LAS/HOGARES E ISFLSH (SEC95)/OTROS PASIVOS BANCARIOS","",""
"IE_8_2.6",1656398,"IE0802","Otros pasivos de entidades de crédito en poder de las sociedades no financieras y los hogares e ISFLSH. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Feb-16",243,"ACTIVOS FINANCIEROS LÍQUIDOS DE LAS SOCIEDADES NO FINANCIERAS Y LAS HOGARES E ISFLSH (SEC95)/OTROS PASIVOS BANCARIOS/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_2.7",1656399,"IE0802","Otros depósitos mantenidos por las sociedades no financieras y los hogares e ISFLSH. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Feb-16",243,"ACTIVOS FINANCIEROS LÍQUIDOS DE LAS SOCIEDADES NO FINANCIERAS Y LAS HOGARES E ISFLSH (SEC95)/DEPOSITOS A PLAZO/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_2.8",1656400,"IE0802","Cesiones temporales y valores de entidades de crédito en poder de las sociedades no financieras y los hogares e ISFLSH. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Feb-16",243,"ACTIVOS FINANCIEROS LÍQUIDOS DE LAS SOCIEDADES NO FINANCIERAS Y FAMILIAS (SEC95)/CESIONES TEMPORALES Y VALORES DE ENTIDADES DE CRÉDITO/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_2.9",1656401,"IE0802","Depósitos en sucursales en el extranjero mantenidos por las sociedades no financieras y los hogares e ISFLSH. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Feb-16",243,"ACTIVOS FINANCIEROS LÍQUIDOS DE LAS SOCIEDADES NO FINANCIERAS Y LAS HOGARES E ISFLSH (SEC95)/DEPOSITOS DE SUCURSALES ESPAÑOLAS EN EL EXTRANJERO/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_2.10",1656402,"IE0802","Participaciones en fondos de inversión residentes de las sociedades no financieras y los hogares e ISFLSH","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Dic-97","Feb-16",219,"ACTIVOS FINANCIEROS LÍQUIDOS DE LAS SOCIEDADES NO FINANCIERAS Y LOS HOGARES E ISFLSH (SEC95)/PARTICIPACION EN FONDOS DE INVERSION RESIDENTES","",""
"IE_8_2.11",1656403,"IE0802","Participaciones en fondos de inversión residentes de las sociedades no financieras y los hogares e ISFLSH. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-98","Feb-16",207,"ACTIVOS FINANCIEROS LÍQUIDOS DE LAS SOCIEDADES NO FINANCIERAS Y LOS HOGARES E ISFLSH (SEC95)/PARTICIPACION EN FONDOS DE INVERSION RESIDENTES/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_2.12",1656404,"IE0802","Participaciones en fondos de inversión de renta fija en euros de las sociedades no financieras y los hogares e ISFLSH. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-98","Feb-16",207,"ACTIVOS FINANCIEROS LÍQUIDOS DE LAS SOCIEDADES NO FINANCIERAS Y LAS HOGARES E ISFLSH (SEC95)/PARTICIPACION EN FONDOS DE INVERSION DE RENTA FIJA EN EUROS/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_2.13",1656405,"IE0802","Participaciones en resto de fondos de inversión de las sociedades no financieras y los hogares e ISFLSH. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-98","Feb-16",207,"ACTIVOS FINANCIEROS LÍQUIDOS DE LAS SOCIEDADES NO FINANCIERAS Y LAS HOGARES E ISFLSH (SEC95)/PARTICIPACION EN FONDOS DE INVERSION (RESTO FIM)/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_2.14",1656406,"IE0802","Medios de pago, otros pasivos de entidades de crédito y participaciones en fondos de inversión de renta fija en euros. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-98","Feb-16",207,"ACTIVOS FINANCIEROS LÍQUIDOS DE LAS SOCIEDADES NO FINANCIERAS Y LAS HOGARES E ISFLSH (SEC95)/MEDIOS DE PAGO+OTROS PASIVOS BANCARIOS+FIAMM+FIM RENTA FIJA EN EUROS/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_2.15",1656392,"IE0802","Contribución de España a la tasa de crecimiento interanual de agregados UEM. M3","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Sep-98","Feb-16",210,"AGREGADOS MONETARIOS Y CREDITICIOS DE LA UNION ECONOMICA Y MONETARIA/AGREGADO M3/CONTRIBUCION DE ESPAÑA AL TOTAL DE LA UEM/TASA DE CRECIMIENTO INTERANUAL","",""
"IE_8_3.1",1656407,"IE0803","Medios de pago de las sociedades no financieras","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Dic-94","Feb-16",255,"ACTIVOS FINANCIEROS LÍQUIDOS DE LAS SOCIEDADES NO FINANCIERAS (SEC95)/TOTAL MEDIOS DE PAGO","",""
"IE_8_3.2",1656408,"IE0803","Medios de pago de las sociedades no financieras. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Feb-16",243,"ACTIVOS FINANCIEROS LÍQUIDOS DE LAS SOCIEDADES NO FINANCIERAS (SEC95)/TOTAL MEDIOS DE PAGO/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_3.3",1656409,"IE0803","Otros pasivos de entidades de crédito en poder de las sociedades no financieras","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Dic-94","Feb-16",255,"ACTIVOS FINANCIEROS LÍQUIDOS DE LAS SOCIEDADES NO FINANCIERAS (SEC95)/OTROS PASIVOS BANCARIOS","",""
"IE_8_3.4",1656410,"IE0803","Otros pasivos de entidades de crédito en poder de las sociedades no financieras. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Feb-16",243,"ACTIVOS FINANCIEROS LÍQUIDOS DE LAS SOCIEDADES NO FINANCIERAS (SEC95)/OTROS PASIVOS BANCARIOS/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_3.5",1656411,"IE0803","Otros depósitos mantenidos por las sociedades no financieras. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Feb-16",243,"ACTIVOS FINANCIEROS LÍQUIDOS DE LAS SOCIEDADES NO FINANCIERAS (SEC95)/DEPOSITOS A PLAZO/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_3.6",1656412,"IE0803","Cesiones temporales, valores de entidades de crédito y depósitos en sucursales en el extranjero en poder de las sociedades no financieras. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Feb-16",243,"ACTIVOS FINANCIEROS LÍQUIDOS DE LAS SOCIEDADES NO FINANCIERAS (SEC95)/CESIONES TEMPORALES, VALORES DE ENTIDADES DE CRÉDITO Y DEPóSITOS DE SUCURSALES ESPAÑOLAS EN EL EXTRANJERO/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_3.7",1656413,"IE0803","Participaciones en fondos de inversión residentes de las sociedades no financieras","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Dic-97","Feb-16",219,"ACTIVOS FINANCIEROS LÍQUIDOS DE LAS SOCIEDADES NO FINANCIERAS (SEC95)/PARTICIPACION EN FONDOS DE INVERSION RESIDENTES","",""
"IE_8_3.8",1656414,"IE0803","Participaciones en fondos de inversión residentes de las sociedades no financieras. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-98","Feb-16",207,"ACTIVOS FINANCIEROS LÍQUIDOS DE LAS SOCIEDADES NO FINANCIERAS (SEC95)/PARTICIPACION EN FONDOS DE INVERSION RESIDENTES/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_3.9",1656415,"IE0803","Participaciones en fondos de inversión de renta fija en euros de las sociedades no financieras. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-98","Feb-16",207,"ACTIVOS FINANCIEROS LÍQUIDOS DE LAS SOCIEDADES NO FINANCIERAS (SEC95)/PARTICIPACION EN FONDOS DE INVERSION DE RENTA FIJA EN EUROS/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_3.10",1656416,"IE0803","Participaciones en resto de fondos de inversión de las sociedades no financieras. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-98","Feb-16",207,"ACTIVOS FINANCIEROS LÍQUIDOS DE LAS SOCIEDADES NO FINANCIERAS (SEC95)/PARTICIPACION EN FONDOS DE INVERSION (RESTO FIM)/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_4.1",1656417,"IE0804","Medios de pago de los hogares e ISFLSH","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Dic-94","Feb-16",255,"ACTIVOS FINANCIEROS LÍQUIDOS DE LAS HOGARES E ISFLSH (SEC95)/MEDIOS DE PAGO. TOTAL","",""
"IE_8_4.2",1656418,"IE0804","Medios de pago de los hogares e ISFLSH. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Feb-16",243,"ACTIVOS FINANCIEROS LÍQUIDOS DE LOS HOGARES E ISFLSH (SEC95)/TOTAL MEDIOS DE PAGO/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_4.3",1656419,"IE0804","Efectivo en poder de los hogares e ISFLSH. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Feb-16",243,"ACTIVOS FINANCIEROS LÍQUIDOS DE LOS HOGARES E ISFLSH (SEC95)/EFECTIVO/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_4.4",1656420,"IE0804","Depósitos mantenidos por los hogares e ISFLSH. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Feb-16",243,"ACTIVOS FINANCIEROS LÍQUIDOS DE LOS HOGARES E ISFLSH (SEC95)/DEPOSITOS A LA VISTA/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_4.5",1656421,"IE0804","Otros pasivos de entidades de crédito en poder de los hogares e ISFLSH","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Dic-94","Feb-16",255,"ACTIVOS FINANCIEROS LÍQUIDOS DE LAS HOGARES E ISFLSH (SEC95)/OTROS PASIVOS BANCARIOS","",""
"IE_8_4.6",1656422,"IE0804","Otros pasivos de entidades de crédito en poder de los hogares e ISFLSH. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Feb-16",243,"ACTIVOS FINANCIEROS LÍQUIDOS DE LOS HOGARES E ISFLSH (SEC95)/OTROS PASIVOS BANCARIOS/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_4.7",1656423,"IE0804","Otros depósitos mantenidos por los hogares e ISFLSH. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Feb-16",243,"ACTIVOS FINANCIEROS LÍQUIDOS DE LOS HOGARES E ISFLSH (SEC95)/DEPOSITOS A PLAZO/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_4.8",1656424,"IE0804","Cesiones temporales, valores de entidades de crédito y depósitos en sucursales en el extranjero en poder de los hogares e ISFLSH. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Feb-16",243,"ACTIVOS FINANCIEROS LÍQUIDOS DE LOS HOGARES E ISFLSH (SEC95)/CESIONES TEMPORALES, VALORES DE ENTIDADES DE CRÉDITO Y DEPóSITOS DE SUCURSALES ESPAÑOLAS EN EL EXTRANJERO/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_4.9",1656425,"IE0804","Participaciones en fondos de inversión residentes de los hogares e ISFLSH","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Dic-97","Feb-16",219,"ACTIVOS FINANCIEROS LÍQUIDOS DE LOS HOGARES E ISFLSH (SEC95)/PARTICIPACION EN FONDOS DE INVERSION RESIDENTES","",""
"IE_8_4.10",1656426,"IE0804","Participaciones en fondos de inversión residentes de los hogares e ISFLSH. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-98","Feb-16",207,"ACTIVOS FINANCIEROS LÍQUIDOS DE LOS HOGARES E ISFLSH (SEC95)/PARTICIPACION EN FONDOS DE INVERSION RESIDENTES/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_4.11",1656427,"IE0804","Participaciones en fondos de inversión de renta fija en euros de los hogares e ISFLSH. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-98","Feb-16",207,"ACTIVOS FINANCIEROS LÍQUIDOS DE LOS HOGARES E ISFLSH (SEC95)/PARTICIPACION EN FONDOS DE INVERSION DE RENTA FIJA EN EUROS/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_4.12",1656428,"IE0804","Participaciones en resto de fondos de inversión de los hogares e ISFLSH. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-98","Feb-16",207,"ACTIVOS FINANCIEROS LÍQUIDOS DE LOS HOGARES E ISFLSH (SEC95)/PARTICIPACION EN FONDOS DE INVERSION (RESTO FIM)/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_5.1",1656429,"IE0805","Financiación total a los sectores no financieros, residentes en España","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Dic-94","Ene-16",254,"FINANCIACIÓN A LOS SECTORES NO FINANCIEROS (SEC95)/FINANCIACIÓN TOTAL","",""
"IE_8_5.2",1656430,"IE0805","Financiación total a los sectores no financieros, residentes en España. Flujo efectivo","SUMA","EUR",3,0,"Miles de Euros","MENSUAL","Dic-94","Ene-16",254,"FINANCIACIÓN A LOS SECTORES NO FINANCIEROS (SEC95)/FINANCIACIÓN TOTAL/FLUJO EFECTIVO","",""
"IE_8_5.3",1656431,"IE0805","Financiación total a los sectores no financieros, residentes en España. Tasa interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Ene-16",242,"FINANCIACIÓN A LOS SECTORES NO FINANCIEROS (SEC95)/FINANCIACIÓN TOTAL/VARIACION INTERANUAL","",""
"IE_8_5.4",1656389,"IE0805","Financiación a las administraciones públicas. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Ene-16",242,"FINANCIACIÓN A LAS ADMINISTRACIONES PÚBLICAS/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_5.5",1656432,"IE0805","Financiación a las sociedades no financieras y los hogares e ISFLSH. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Feb-16",243,"FINANCIACIÓN A LAS SOCIEDADES NO FINANCIERAS Y HOGARES E ISFLSH (SEC95)/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_5.6",1656433,"IE0805","Financiación total a las sociedades no financieras, residentes en España. Tasa interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Feb-16",243,"FINANCIACIÓN A SOCIEDADES NO FINANCIERAS (SEC95)/TOTAL FINANCIACIÓN/VARIACION INTERANUAL","",""
"IE_8_5.7",1656434,"IE0805","Financiación total a los hogares e ISFLSH, residentes en España. Tasa interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Feb-16",243,"FINANCIACIÓN A HOGARES E ISFLSH (SEC95)/FINANCIACIÓN TOTAL/VARIACION INTERANUAL","",""
"IE_8_5.8",1656435,"IE0805","Financiación a las sociedades no financieras y los hogares e ISFLSH. Préstamos de entidades de crédito y titulizados fuera de balance. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Feb-16",243,"FINANCIACIÓN A LAS SOCIEDADES NO FINANCIERAS Y HOGARES E ISFLSH (SEC95)/PRESTAMOS DE ENTIDADES DE CREDITO RESIDENTES Y PRÉSTAMOS TITULIZADOS FUERA DEL BALANCE/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_5.9",1656436,"IE0805","Financiación a las sociedades no financieras. Valores distintos de acciones. Contribución a la tasa del total","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Feb-16",243,"FINANCIACIÓN A SOCIEDADES NO FINANCIERAS (SEC95)/VALORES DE RENTA FIJA/VARIACIÓN INTERANUAL","",""
"IE_8_5.10",1656437,"IE0805","Financiación a las sociedades no financieras y los hogares e ISFLSH. Préstamos del exterior. Tasa de variación interanual","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Feb-16",243,"FINANCIACIÓN A LAS SOCIEDADES NO FINANCIERAS Y HOGARES E ISFLSH (SEC95)/PRESTAMOS DEL EXTERIOR/TASA DE VARIACIÓN INTERANUAL","",""
"IE_8_5.11",1656390,"IE0805","Financiación a las administraciones públicas. Contribución a la tasa del total de financiación de los sectores no financieros","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Ene-16",242,"FINANCIACIÓN A LOS SECTORES NO FINANCIEROS (SEC95)/FINANCIACIÓN A LAS ADMINISTRACIONES PUBLICAS/CONTRIBUCION A LA VARIACION INTERANUAL","",""
"IE_8_5.12",1656438,"IE0805","Financiación a las sociedades no financieras y los hogares e ISFLSH. Contribución a la tasa de variación de financiación a los sectores no financieros","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Ene-16",242,"FINANCIACIÓN A LAS SOCIEDADES NO FINANCIERAS Y HOGARES E ISFLSH (SEC95)/CONTRIBUCIÓN A LA TASA DE VARIACIÓN INTERANUAL DE FINANCIACIÓN A LOS SECTORES NO FINANCIEROS","",""
"IE_8_5.13",1656439,"IE0805","Financiación a las sociedades no financieras. Contribución a la tasa del total de financiación de los sectores no financieros","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Ene-16",242,"FINANCIACIÓN A LOS SECTORES NO FINANCIEROS (SEC95)/FINANCIACIÓN A LAS SOCIEDADES NO FINANCIERAS/CONTRIBUCION A LA VARIACION INTERANUAL","",""
"IE_8_5.14",1656440,"IE0805","Financiación a los hogares e ISFLSH. Contribución a la tasa del total de financiación de los sectores no financieros","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Ene-16",242,"FINANCIACIÓN A LOS SECTORES NO FINANCIEROS (SEC95)/FINANCIACIÓN A HOGARES E ISFLSH/CONTRIBUCION A LA VARIACION INTERANUAL","",""
"IE_8_5.15",1656441,"IE0805","Financiación a las sociedades no financieras y los hogares e ISFLSH. Préstamos de entidades de crédito y titulizados fuera de balance. Contribución a la tasa del total","FINAL","Porcentaje",-2,2,"Porcentaje","MENSUAL","Dic-95","Ene-16",242,"FINANCIACIÓN A LAS SOCIEDADES NO FINANCIERAS Y HOGARES E ISFLSH (SEC95)/PRESTAMOS DE ENTIDADES DE CREDITO RESIDENTES Y PRÉSTAMOS TITULIZADOS FUERA DEL BALANCE/CONTRIBUCIÓN A LA TASA DE VARIACIÓN INTERANUAL","",""
