"Nombre de la serie","Número secuencial","Nombre del archivo con los valores de la serie","Descripción de la serie","Tipo de variable","Código de unidades","Exponente","Número de decimales","Descripción de unidades y exponente","Frecuencia de la serie","Fecha de la primera observación","Fecha de la última observación","Número de observaciones","Título de la serie","Fuente","Notas"
"IE_3_1.12",2231451,"IE0301","Indices de Comercio al por Menor.Serie deflactada.Todos los establecimientos, excepto estaciones de servicio.Comercio al por menor de productos alimenticios, bebidas y tabaco en establecimientos especializados.","MEDIA","Base_2010=100",0,3,"Base_2010 = 100","MENSUAL","Ene-95","Feb-16",254,"Descripción Familia:  Índice de comercio al por menor/Tipo de Indicador:  Índice de cifra de negocios/Período Base:  AÑO BASE 2010/Magnitud:  Índice/Tipo de Información:  Serie deflactada/Tipo de Establecimiento:  Todos los establecimientos, excepto estaciones de servicio/Actividad Económica:  Comercio al por menor de productos alimenticios, bebidas y tabaco en establecimientos especializados","Instituto Nacional de Estadistica",""
"IE_3_1.13",2231459,"IE0301","Indices de Comercio al por Menor.Serie deflactada.Todos los establecimientos, excepto estaciones de servicio. Grandes superficies.","MEDIA","Base_2010=100",0,3,"Base_2010 = 100","MENSUAL","Ene-95","Feb-16",254,"Descripción Familia:  Índice de comercio al por menor/Tipo de Indicador:  Índice de cifra de negocios/Período Base:  AÑO BASE 2010/Magnitud:  Índice/Tipo de Información:  Serie deflactada/Tipo de Establecimiento:  Todos los establecimientos, excepto estaciones de servicio. Grandes superficies","Instituto Nacional de Estadistica",""
"IE_3_1.14",2231456,"IE0301","Indices de Comercio al por Menor.Serie deflactada.Todos los establecimientos, excepto estaciones de servicio. Grandes cadenas.","MEDIA","Base_2010=100",0,3,"Base_2010 = 100","MENSUAL","Ene-05","Feb-16",134,"Descripción Familia:  Índice de comercio al por menor/Tipo de Indicador:  Índice de cifra de negocios/Período Base:  AÑO BASE 2010/Magnitud:  Índice/Tipo de Información:  Serie deflactada/Tipo de Establecimiento:  Todos los establecimientos, excepto estaciones de servicio. Grandes cadenas","Instituto Nacional de Estadistica",""
"IE_3_1.15",2231457,"IE0301","Indices de Comercio al por Menor.Serie deflactada.Todos los establecimientos, excepto estaciones de servicio. Pequeñas cadenas.","MEDIA","Base_2010=100",0,3,"Base_2010 = 100","MENSUAL","Ene-05","Feb-16",134,"Descripción Familia:  Índice de comercio al por menor/Tipo de Indicador:  Índice de cifra de negocios/Período Base:  AÑO BASE 2010/Magnitud:  Índice/Tipo de Información:  Serie deflactada/Tipo de Establecimiento:  Todos los establecimientos, excepto estaciones de servicio. Pequeñas cadenas","Instituto Nacional de Estadistica",""
"IE_3_1.16",2231458,"IE0301","Indices de Comercio al por Menor.Serie deflactada.Todos los establecimientos, excepto estaciones de servicio. Empresas unilocalizadas.","MEDIA","Base_2010=100",0,3,"Base_2010 = 100","MENSUAL","Ene-05","Feb-16",134,"Descripción Familia:  Índice de comercio al por menor/Tipo de Indicador:  Índice de cifra de negocios/Período Base:  AÑO BASE 2010/Magnitud:  Índice/Tipo de Información:  Serie deflactada/Tipo de Establecimiento:  Todos los establecimientos, excepto estaciones de servicio. Empresas unilocalizadas","Instituto Nacional de Estadistica",""
"IE_3_1.17",2650284,"IE0301","","MEDIA","Base_2010=100",0,3,"Base_2010 = 100","MENSUAL","Ene-96","Ene-16",241,"Indices de Comercio al por Menor/Índice de cifra de negocios/AÑO BASE 2010/Índice/Serie deflactada/Todos los establecimientos, excepto estaciones de servicio/Comercio al por menor, excepto vehículos de motor, motocicletas y combustible para la automoción en establecimientos especializados/Euro Area (19)/Datos corregidos de efecto calendario","Eurostat",""
"IE_3_2.1",328713,"IE0302","Encuesta de inversiones en la industria (excepto construcción). Realización. Tasa de variación interanual","MEDIA","Porcentaje",-2,0,"Porcentaje","ANUAL","1988","2014",27,"ENCUESTA DE OPINIONES EMPRESARIALES/INVERSION INDUSTRIAL (EXCEPTO CONSTRUCCION)/INDUSTRIA/REALIZACION/TASAS DE VARIACION INTERANUAL","SECRETARIA GENERAL TECNICA. MINISTERIO DE INDUSTRIA Y ENERGIA","LA REALIZACION SE REALIZA EN PRIMAVERA DE AÑO SIGUIENTE"
"IE_3_2.2",328710,"IE0302","Encuesta de inversiones en la industria (excepto construcción). Previsión 1ª. Tasa de variación interanual","MEDIA","Porcentaje",-2,0,"Porcentaje","ANUAL","1988","2015",28,"ENCUESTA DE OPINIONES EMPRESARIALES/INVERSION INDUSTRIAL (EXCEPTO CONSTRUCCION)/INDUSTRIA/PREVISION 1ª/TASAS DE VARIACION INTERANUAL","SECRETARIA GENERAL TECNICA. MINISTERIO DE INDUSTRIA Y ENERGIA","LA PRIMERA REVISION SE REALIZA EN OTOÑO DEL AÑO ANTERIOR"
"IE_3_2.3",328711,"IE0302","Encuesta de inversiones en la industria (excepto construcción). Previsión 2ª. Tasa de variación interanual","MEDIA","Porcentaje",-2,0,"Porcentaje","ANUAL","1988","2015",28,"ENCUESTA DE OPINIONES EMPRESARIALES/INVERSION INDUSTRIAL (EXCEPTO CONSTRUCCION)/INDUSTRIA/PREVISION 2ª/TASAS DE VARIACION INTERANUAL","SECRETARIA GENERAL TECNICA. MINISTERIO DE INDUSTRIA Y ENERGIA","LA SEGUNDA REVISION SE REALIZA EN PRIMAVERA DEL AÑO EN CURSO"
"IE_3_2.4",328712,"IE0302","Encuesta de inversiones en la industria (excepto construcción). Previsión 3ª. Tasa de variación interanual","MEDIA","Porcentaje",-2,0,"Porcentaje","ANUAL","1988","2014",27,"ENCUESTA DE OPINIONES EMPRESARIALES/INVERSION INDUSTRIAL (EXCEPTO CONSTRUCCION)/INDUSTRIA/PREVISION 3ª/TASAS DE VARIACION INTERANUAL","SECRETARIA GENERAL TECNICA. MINISTERIO DE INDUSTRIA Y ENERGIA","LA TERCERA REVISION SE REALIZA EN OTOÑO DEL AÑO EN CURSO"
"IE_3_3.1",1625928,"IE0303","Licencias: superficie a construir. Total edificios. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-91","Oct-15",298,"EDIFICACION Y VIVIENDA/LICENCIAS DE OBRA MAYOR/NUEVA PLANTA A CONSTRUIR/SUPERFICIE. TASA DE VARIACION INTERANUAL","MINISTERIO DE FOMENTO",""
"IE_3_3.2",1625929,"IE0303","Licencias: superficie a construir. Edificios residenciales. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-91","Oct-15",298,"EDIFICACION Y VIVIENDA/LICENCIAS DE OBRA MAYOR/NUEVA PLANTA A CONSTRUIR/RESIDENCIALES/SUPERFICIE. TASA DE VARIACION INTERANUAL","MINISTERIO DE FOMENTO",""
"IE_3_3.3",1625930,"IE0303","Licencias: superficie a construir. Edificios residenciales destinados a viviendas. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-91","Oct-15",298,"EDIFICACION Y VIVIENDA/LICENCIAS DE OBRA MAYOR/NUEVA PLANTA A CONSTRUIR/RESIDENCIALES/DESTINADOS A VIVIENDAS/SUPERFICIE. TASA DE VARIACION INTERANUAL","MINISTERIO DE FOMENTO",""
"IE_3_3.4",1625931,"IE0303","Licencias: superficie a construir. Edificios no residenciales. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-91","Oct-15",298,"EDIFICACION Y VIVIENDA/LICENCIAS DE OBRA MAYOR/NUEVA PLANTA A CONSTRUIR/NO RESIDENCIALES/SUPERFICIE. TASA DE VARIACION INTERANUAL","MINISTERIO DE FOMENTO",""
"IE_3_3.5",1625932,"IE0303","Visados obra nueva. Total superficie a construir. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Nov-92","Ene-16",279,"OBRAS EN EDIFICACION/VISADOS DE DIRECCION DE OBRA NUEVA/SUPERFICIE TOTAL. TASA DE VARIACION INTERANUAL","MINISTERIO DE FOMENTO",""
"IE_3_3.6",1625933,"IE0303","Visados obra nueva. Superficie a construir. Viviendas. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Nov-92","Ene-16",279,"OBRAS EN EDIFICACION/VISADOS DE DIRECCION DE OBRA NUEVA/DESTINADOS A VIVIENDAS/SUPERFICIE. TASA DE VARIACION INTERANUAL","MINISTERIO DE FOMENTO",""
"IE_3_3.7",1625934,"IE0303","Presupuesto licitación oficial. Administraciones Públicas. Total. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-90","Ene-16",313,"ADMINISTRACION PUBLICA/CONSTRUCCION/LICITACION OFICIAL (INCLUYENDO A LAS ENTIDADES PUBLICAS ESTATALES DEL GRUPO FOMENTO)/PRESUPUESTO DE LICITACION/TOTAL. TASA DE VARIACION INTERANUAL","MINISTERIO DE FOMENTO",""
"IE_3_3.8",1625935,"IE0303","Presupuesto licitación oficial. Administraciones Públicas. Total. Tasa de variación interanual acumulada","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-90","Ene-16",313,"ADMINISTRACION PUBLICA/CONSTRUCCION/LICITACION OFICIAL (INCLUYENDO A LAS ENTIDADES PUBLICAS ESTATALES DEL GRUPO FOMENTO)/PRESUPUESTO DE LICITACION/TOTAL. TASA DE VARIACION INTERANUAL ACUMULADA","MINISTERIO DE FOMENTO",""
"IE_3_3.9",1625936,"IE0303","Presupuesto licitación oficial. Administraciones Públicas. Edificación. Total. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-90","Ene-16",313,"ADMINISTRACION PUBLICA/CONSTRUCCION/LICITACION OFICIAL (INCLUYENDO A LAS ENTIDADES PUBLICAS ESTATALES DEL GRUPO FOMENTO)/PRESUPUESTO DE LICITACION/EDIFICACION. TASA DE VARIACION INTERANUAL","MINISTERIO DE FOMENTO",""
"IE_3_3.10",1625937,"IE0303","Presupuesto licitación oficial. Administraciones Públicas. Edificación residencial. Total. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-90","Ene-16",313,"ADMINISTRACION PUBLICA/CONSTRUCCION/LICITACION OFICIAL (INCLUYENDO A LAS ENTIDADES PUBLICAS ESTATALES DEL GRUPO FOMENTO)/PRESUPUESTO DE LICITACION/EDIFICACION RESIDENCIAL. TASA DE VARIACION INTERANUAL","MINISTERIO DE FOMENTO",""
"IE_3_3.11",1625938,"IE0303","Presupuesto licitación oficial. Administraciones Públicas. Edificación residencial. Viviendas familiares. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-90","Ene-16",313,"ADMINISTRACION PUBLICA/CONSTRUCCION/LICITACION OFICIAL (INCLUYENDO A LAS ENTIDADES PUBLICAS ESTATALES DEL GRUPO FOMENTO)/PRESUPUESTO DE LICITACION/EDIFICACION RESIDENCIAL/VIVIENDAS FAMILIARES. TASA DE VARIACION INTERANUAL","MINISTERIO DE FOMENTO",""
"IE_3_3.12",1625939,"IE0303","Presupuesto licitación oficial. Administraciones Públicas. Edificación no residencial. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-90","Ene-16",313,"ADMINISTRACION PUBLICA/CONSTRUCCION/LICITACION OFICIAL (INCLUYENDO A LAS ENTIDADES PUBLICAS ESTATALES DEL GRUPO FOMENTO)/PRESUPUESTO DE LICITACION/EDIFICACION NO RESIDENCIAL. TASA DE VARIACION INTERANUAL","MINISTERIO DE FOMENTO",""
"IE_3_3.13",1625940,"IE0303","Presupuesto licitación oficial. Administarciones Públicas. Ingeniería civil. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-90","Ene-16",313,"ADMINISTRACION PUBLICA/CONSTRUCCION/LICITACION OFICIAL (INCLUYENDO A LAS ENTIDADES PUBLICAS ESTATALES DEL GRUPO FOMENTO)/PRESUPUESTO DE LICITACION/INGENIERIA CIVIL. TASA DE VARIACION INTERANUAL","MINISTERIO DE FOMENTO",""
"IE_3_3.14",1625941,"IE0303","Consumo aparente de cemento. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-71","Feb-16",542,"CONSTRUCCION/CEMENTO/CONSUMO APARENTE. TASA DE VARIACION INTERANUAL","OFICEMEN",""
"IE_3_4.1",2285792,"IE0304","","MEDIA","Base_2010=100",-2,1,"Céntimos de Base_2010 = 100","MENSUAL","Ene-75","Ene-16",493,"Descripción Familia:  Indicadores de coyuntura industrial/Tipo de Indicador:  Índice de producción industrial/Periodo Base:  Año base 2010/Magnitud:  Índice","Instituto Nacional de Estadistica",""
"IE_3_4.2",2293019,"IE0304","IPI BASE 2010. GENERAL. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-76","Ene-16",481,"Descripción Familia:  Indicadores de coyuntura industrial/Tipo de Indicador:  Índice de producción industrial/Periodo Base:  Año base 2010/Magnitud:  Índice/Tipo de Transformación:  Tasa de variación interanual","Instituto Nacional de Estadistica",""
"IE_3_4.3",2293022,"IE0304","IPI BASE 2010. Bienes de consumo.Tasa de variación interanual   ","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-76","Ene-16",481,"Descripción Familia:  Indicadores de coyuntura industrial/Tipo de Indicador:  Índice de producción industrial/Periodo Base:  Año base 2010/Magnitud:  Índice/Actividad Económica:  Bienes de consumo (CNAE 2009)/Tipo de Transformación:  Tasa de variación interanual","Instituto Nacional de Estadistica",""
"IE_3_4.4",2293026,"IE0304","IPI BASE 2010.Bienes de equipo. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-76","Ene-16",481,"Descripción Familia:  Indicadores de coyuntura industrial/Tipo de Indicador:  Índice de producción industrial/Periodo Base:  Año base 2010/Magnitud:  Índice/Actividad Económica:  Bienes de equipo (CNAE 2009)/Tipo de Transformación:  Tasa de variación interanual","Instituto Nacional de Estadistica",""
"IE_3_4.5",2293027,"IE0304","IPI BASE 2010.Bienes intermedios. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-76","Ene-16",481,"Descripción Familia:  Indicadores de coyuntura industrial/Tipo de Indicador:  Índice de producción industrial/Periodo Base:  Año base 2010/Magnitud:  Índice/Actividad Económica:  Bienes intermedios/Tipo de Transformación:  Tasa de variación interanual","Instituto Nacional de Estadistica",""
"IE_3_4.6",2293025,"IE0304","IPI BASE 2010.Energía. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-76","Ene-16",481,"Descripción Familia:  Indicadores de coyuntura industrial/Tipo de Indicador:  Índice de producción industrial/Periodo Base:  Año base 2010/Magnitud:  Índice/Actividad Económica:  Energía (CNAE 2009)/Tipo de Transformación:  Tasa de variación interanual","Instituto Nacional de Estadistica",""
"IE_3_4.7",2293020,"IE0304","IPI BASE 2010. INDUSTRIAS EXTRACTIVAS.Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-76","Ene-16",481,"Descripción Familia:  Indicadores de coyuntura industrial/Tipo de Indicador:  Índice de producción industrial/Periodo Base:  Año base 2010/Magnitud:  Índice/Actividad Económica:  Industrias extractivas (CNAE 2009)/Tipo de Transformación:  Tasa de variación interanual","Instituto Nacional de Estadistica",""
"IE_3_4.8",2293021,"IE0304","IPI BASE 2010. Industria manufacturera.Tasa de variación interanual ","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-76","Ene-16",481,"Descripción Familia:  Indicadores de coyuntura industrial/Tipo de Indicador:  Índice de producción industrial/Periodo Base:  Año base 2010/Magnitud:  Índice/Actividad Económica:  Industria manufacturera (CNAE 2009)/Tipo de Transformación:  Tasa de variación interanual","Instituto Nacional de Estadistica",""
"IE_3_4.9",2293023,"IE0304","IPI BASE 2010.Suministro de energía eléctrica, gas, vapor y aire acondicionado.Tasa de variación interanual  ","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-76","Ene-16",481,"Descripción Familia:  Indicadores de coyuntura industrial/Tipo de Indicador:  Índice de producción industrial/Periodo Base:  Año base 2010/Magnitud:  Índice/Actividad Económica:  Suministro de energía eléctrica, gas, vapor y aire acondicionado (CNAE 2009)/Tipo de Transformación:  Tasa de variación interanual","Instituto Nacional de Estadistica",""
"IE_3_4.10",2648814,"IE0304","","MEDIA","Base_2010=100",-2,1,"Céntimos de Base_2010 = 100","MENSUAL","Ene-91","Dic-15",300,"Indicadores de Coyuntura Industrial/Índice de producción industrial/Año base 2010/Índice/Total industria excepto construcción/Euro Area (19)/Datos corregidos de efecto calendario","Eurostat",""
"IE_3_4.11",2648815,"IE0304","","MEDIA","Base_2010=100",-2,1,"Céntimos de Base_2010 = 100","MENSUAL","Ene-91","Dic-15",300,"Indicadores de Coyuntura Industrial/Índice de producción industrial/Año base 2010/Índice/Industria manufacturera (CNAE 2009)/Euro Area (19)/Datos corregidos de efecto calendario","Eurostat",""
"IE_3_4.12",2648816,"IE0304","","MEDIA","Base_2010=100",-2,1,"Céntimos de Base_2010 = 100","MENSUAL","Ene-91","Dic-15",300,"Indicadores de Coyuntura Industrial/Índice de producción industrial/Año base 2010/Índice/Bienes de consumo (CNAE 2009)/Euro Area (19)/Datos corregidos de efecto calendario","Eurostat",""
"IE_3_4.13",2648817,"IE0304","","MEDIA","Base_2010=100",-2,1,"Céntimos de Base_2010 = 100","MENSUAL","Ene-91","Dic-15",300,"Indicadores de Coyuntura Industrial/Índice de producción industrial/Año base 2010/Índice/Bienes de equipo (CNAE 2009)/Euro Area (19)/Datos corregidos de efecto calendario","Eurostat",""
"IE_3_4.14",2648818,"IE0304","","MEDIA","Base_2010=100",-2,1,"Céntimos de Base_2010 = 100","MENSUAL","Ene-91","Dic-15",300,"Indicadores de Coyuntura Industrial/Índice de producción industrial/Año base 2010/Índice/Bienes intermedios/Euro Area (19)/Datos corregidos de efecto calendario","Eurostat",""
"IE_3_5.1",1832530,"IE0305","ECI.Industria:indicador del clima industrial.Desestacionalizado","MEDIA","Porcentaje",-2,0,"Porcentaje","MENSUAL","Ene-93","Mar-16",279,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicador del clima industrial/Actividad Económica:  Industria manufacturera y extractiva/Tipo de Transformación:  Datos corregidos de efectos estacionales","Ministerio de Industria,Turismo y Comercio",""
"IE_3_5.2",1832538,"IE0305","ECI.Industria:cartera de pedidos total.Desestacionalizado","MEDIA","Porcentaje",-2,0,"Porcentaje","MENSUAL","Ene-93","Mar-16",279,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicadores detallados del sector industrial/Actividad Económica:  Industria manufacturera y extractiva/Variable Investigada:  Cartera de pedidos total/Valoración:  Saldo neto de respuestas/Referencia Temporal:  Nivel (Situación actual)/Tipo de Transformación:  Datos corregidos de efectos estacionales","Ministerio de Industria,Turismo y Comercio",""
"IE_3_5.3",1832546,"IE0305","ECI.Industria:existencias productos terminados.Desestacionalizado","MEDIA","Porcentaje",-2,0,"Porcentaje","MENSUAL","Ene-93","Mar-16",279,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicadores detallados del sector industrial/Actividad Económica:  Industria manufacturera y extractiva/Variable Investigada:  Existencias de productos terminados/Valoración:  Saldo neto de respuestas/Referencia Temporal:  Nivel (Situación actual)/Tipo de Transformación:  Datos corregidos de efectos estacionales","Ministerio de Industria,Turismo y Comercio",""
"IE_3_5.4",1832561,"IE0305","ECI.Industria:tendencia prevista producción.Desestacionalizado","MEDIA","Porcentaje",-2,0,"Porcentaje","MENSUAL","Ene-93","Mar-16",279,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicadores detallados del sector industrial/Actividad Económica:  Industria manufacturera y extractiva/Variable Investigada:  Producción/Valoración:  Saldo neto de respuestas/Referencia Temporal:  Tendencia (Previsión de periodos futuros, perspectivas y/o exceptivas)/Tipo de Transformación:  Datos corregidos de efectos estacionales","Ministerio de Industria,Turismo y Comercio",""
"IE_3_5.5",2340397,"IE0305","","MEDIA","Porcentaje",-2,0,"Porcentaje","MENSUAL","Ene-93","Mar-16",279,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicadores detallados del sector industrial/Actividad Económica:  Industria manufacturera y extractiva/Variable Investigada:  Producción/Valoración:  Saldo neto de respuestas/Referencia Temporal:  Nivel (Situación actual)/Tipo de Transformación:  Datos corregidos de efectos estacionales","Ministerio de ciencia y tecnologia",""
"IE_3_5.6",2340398,"IE0305","","MEDIA","Porcentaje",-2,0,"Porcentaje","MENSUAL","Ene-93","Mar-16",279,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicadores detallados del sector industrial/Actividad Económica:  Industria manufacturera y extractiva/Variable Investigada:  Cartera de pedidos extranjera/Valoración:  Saldo neto de respuestas/Referencia Temporal:  Nivel (Situación actual)/Tipo de Transformación:  Datos corregidos de efectos estacionales","Ministerio de ciencia y tecnologia",""
"IE_3_5.7",1832531,"IE0305","ECI.Industria.Indicador del clima industrial:Consumo.Desestacionalizado","MEDIA","Porcentaje",-2,0,"Porcentaje","MENSUAL","Ene-93","Mar-16",279,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicador del clima industrial/Actividad Económica:  Bienes de consumo/Tipo de Transformación:  Datos corregidos de efectos estacionales","Ministerio de Industria,Turismo y Comercio",""
"IE_3_5.8",1832532,"IE0305","ECI.Industria.Indicador del clima industrial:Equipo.Desestacionalizado","MEDIA","Porcentaje",-2,0,"Porcentaje","MENSUAL","Ene-93","Mar-16",279,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicador del clima industrial/Actividad Económica:  Bienes de equipo/Tipo de Transformación:  Datos corregidos de efectos estacionales","Ministerio de Industria,Turismo y Comercio",""
"IE_3_5.9",1832534,"IE0305","ECI.Industria.Indicador del clima industrial:Intermedios.Desestacionalizado","MEDIA","Porcentaje",-2,0,"Porcentaje","MENSUAL","Ene-93","Mar-16",279,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicador del clima industrial/Actividad Económica:  Bienes intermedios/Tipo de Transformación:  Datos corregidos de efectos estacionales","Ministerio de Industria,Turismo y Comercio",""
"IE_3_5.10",1832535,"IE0305","ECI.Industria.Indicador del clima industrial:Otros sectores.Desestacionalizado","MEDIA","Porcentaje",-2,0,"Porcentaje","MENSUAL","Ene-93","Mar-16",279,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicador del clima industrial/Actividad Económica:  Otros bienes/Tipo de Transformación:  Datos corregidos de efectos estacionales","Ministerio de Industria,Turismo y Comercio",""
"IE_3_5.11",1832533,"IE0305","ECI.Construcción:Indicador del clima en la construcción","MEDIA","Porcentaje",-2,0,"Porcentaje","MENSUAL","Ene-93","Mar-16",279,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicador del clima industrial/Actividad Económica:  Construcción","Ministerio de Industria,Turismo y Comercio",""
"IE_3_5.12",1832626,"IE0305","ECI.Construcción:cartera de pedidos total","MEDIA","Porcentaje",-2,0,"Porcentaje","MENSUAL","Ene-93","Mar-16",279,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicadores detallados del sector industrial/Actividad Económica:  Construcción/Variable Investigada:  Cartera de pedidos total/Valoración:  Saldo neto de respuestas/Referencia Temporal:  Nivel (Situación actual)","Ministerio de Industria,Turismo y Comercio",""
"IE_3_5.13",1832628,"IE0305","","MEDIA","Porcentaje",-2,0,"Porcentaje","MENSUAL","Ene-93","Mar-16",279,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicadores detallados del sector industrial/Actividad Económica:  Construcción/Variable Investigada:  Empleo total/Valoración:  Saldo neto de respuestas/Referencia Temporal:  Tendencia (Previsión de periodos futuros, perspectivas y/o exceptivas)","Ministerio de Industria,Turismo y Comercio",""
"IE_3_5.14",1832640,"IE0305","ECI.Construcción:producción","MEDIA","Porcentaje",-2,0,"Porcentaje","MENSUAL","Ene-93","Mar-16",279,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicadores detallados del sector industrial/Actividad Económica:  Construcción/Variable Investigada:  Producción/Valoración:  Saldo neto de respuestas/Referencia Temporal:  Nivel (Situación actual)","Ministerio de Industria,Turismo y Comercio",""
"IE_3_5.15",1832641,"IE0305","ECI.Construcción:tendencia producción","MEDIA","Porcentaje",-2,0,"Porcentaje","MENSUAL","Ene-93","Mar-16",279,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicadores detallados del sector industrial/Actividad Económica:  Construcción/Variable Investigada:  Producción/Valoración:  Saldo neto de respuestas/Referencia Temporal:  Tendencia (Previsión de periodos futuros, perspectivas y/o exceptivas)","Ministerio de Industria, Turismo y Comercio",""
"IE_3_5.16",2649223,"IE0305","","MEDIA","Porcentaje",-2,0,"Porcentaje","MENSUAL","Ene-80","Mar-16",435,"Encuestas de Opinión/Encuesta de coyuntura industrial/Indicador del clima industrial/Industria manufacturera y extractiva/Euro área (composición variable)/Datos corregidos de efectos estacionales","Comisión Europea",""
"IE_3_5.17",2649224,"IE0305","","MEDIA","Porcentaje",-2,0,"Porcentaje","MENSUAL","Ene-80","Mar-16",435,"Encuestas de Opinión/Encuesta de coyuntura industrial/Indicadores detallados del sector industrial/Industria manufacturera y extractiva/Cartera de pedidos total/Saldo neto de respuestas/Nivel (Situación actual)/Euro área (composición variable)/Datos corregidos de efectos estacionales","Comisión Europea",""
"IE_3_5.18",2644476,"IE0305","","MEDIA","Porcentaje",-2,0,"Porcentaje","MENSUAL","Ene-85","Mar-16",375,"Encuestas de Opinión/Encuesta de coyuntura industrial/Indicador del clima industrial/Construcción/Euro área (composición variable)/Datos corregidos de efectos estacionales","Comisión Europea",""
"IE_3_6.1",1832556,"IE0306","ECI.Industria:utilización capacidad productiva instalada","MEDIA","Porcentaje",-2,1,"Porcentaje","TRIMESTRAL","Mar-93","Mar-16",93,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicadores detallados del sector industrial/Actividad Económica:  Industria manufacturera y extractiva/Variable Investigada:  Grado de utilización de la capacidad productiva/Valoración:  Saldo neto de respuestas/Referencia Temporal:  Nivel (Situación actual)","Ministerio de Industria,Turismo y Comercio",""
"IE_3_6.2",1832557,"IE0306","ECI.Industria:utilización capacidad productiva instalada prevista","MEDIA","Porcentaje",-2,1,"Porcentaje","TRIMESTRAL","Mar-93","Mar-16",93,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicadores detallados del sector industrial/Actividad Económica:  Industria manufacturera y extractiva/Variable Investigada:  Grado de utilización de la capacidad productiva/Valoración:  Saldo neto de respuestas/Referencia Temporal:  Tendencia (Previsión de periodos futuros, perspectivas y/o exceptivas)","Ministerio de Industria,Turismo y Comercio",""
