"","IE_5_4.1","IE_5_4.2","IE_5_4.3","IE_5_4.4","IE_5_4.5","IE_5_4.6","IE_5_4.7","IE_5_4.8","IE_5_4.9","IE_5_4.10","IE_5_4.11","IE_5_4.12"
"NOV 2009",-7.566,-3.559,-1.951,-11.566,-33.907,-8.852,-14.162,-13.941,-12.579,-14.616,-20.341,-12.219
"DIC 2009",-6.209,-3.550,-13.038,-6.784,-24.144,-4.745,-7.893,-8.371,-12.158,-7.214,-3.030,-8.384
"ENE 2010",-3.163,-0.750,-3.276,-4.783,6.741,-5.477,-2.482,-5.691,5.495,-1.539,18.418,-7.547
"FEB 2010",-3.435,2.389,-7.537,-6.271,7.113,-6.608,-1.419,-7.459,-6.464,3.213,28.345,-3.992
"MAR 2010",-2.061,3.749,-11.547,-4.091,13.045,-4.891,-0.574,-8.277,-11.176,5.430,33.490,-2.096
"ABR 2010",-1.881,-4.102,3.571,-0.932,26.041,-2.284,2.366,-4.903,-3.629,6.368,41.133,-3.208
"MAY 2010",6.343,3.303,-13.750,12.958,28.593,11.996,5.365,-6.493,4.221,10.889,45.181,1.967
"JUN 2010",1.145,1.432,-9.704,3.408,20.118,2.676,5.456,0.328,0.275,7.971,37.262,0.096
"JUL 2010",1.445,3.959,-8.555,2.250,26.761,0.760,5.287,5.576,1.928,5.163,26.926,-1.049
"AGO 2010",7.026,4.580,0.005,9.332,33.034,7.176,11.391,12.743,7.975,11.109,25.099,6.659
"SEP 2010",4.466,5.225,11.245,3.112,23.161,1.899,6.444,3.947,15.741,7.105,24.855,2.502
"OCT 2010",4.134,7.882,2.983,2.322,29.462,0.691,8.290,10.877,7.248,7.452,27.218,2.005
"NOV 2010",3.716,5.930,-5.403,4.008,30.156,2.337,8.873,12.508,7.056,7.467,23.700,2.876
"DIC 2010",2.928,5.861,-3.076,2.440,18.503,1.211,9.742,11.907,10.376,8.707,31.270,1.054
"ENE 2011",5.848,5.424,-3.664,7.956,48.612,5.592,11.638,6.669,-7.663,15.526,30.836,8.966
"FEB 2011",6.773,5.241,3.783,8.378,24.354,6.819,10.172,6.148,0.683,12.560,30.758,6.992
"MAR 2011",6.656,2.647,4.236,10.129,41.708,8.160,11.501,10.257,13.044,11.694,34.074,6.139
"ABR 2011",9.532,11.933,1.843,9.452,29.875,7.266,11.093,9.846,2.868,12.240,26.215,7.297
"MAY 2011",0.711,4.716,4.247,-2.755,27.857,-4.960,4.033,4.895,-4.976,4.398,19.289,0.794
"JUN 2011",4.253,0.890,3.104,6.432,27.749,4.341,7.412,2.591,-1.612,9.907,20.709,5.353
"JUL 2011",4.644,3.026,4.880,5.679,29.405,3.663,9.417,4.387,-1.102,12.411,27.064,7.291
"AGO 2011",2.210,2.184,-6.067,3.410,21.737,2.115,5.434,3.940,-3.211,6.882,21.674,1.261
"SEP 2011",3.768,5.378,-3.554,4.127,24.655,2.258,7.171,1.839,-8.198,10.862,26.265,3.596
"OCT 2011",6.145,3.355,4.176,7.968,28.381,2.612,8.705,5.291,2.421,10.961,24.720,6.473
"NOV 2011",4.302,0.439,4.233,6.667,36.687,0.516,10.807,5.282,1.877,13.940,29.777,7.304
"DIC 2011",4.412,2.416,3.703,5.790,23.646,4.631,6.482,6.756,-1.786,7.367,20.283,1.572
"ENE 2012",2.029,3.197,14.263,-0.056,0.681,-0.786,5.583,6.958,-2.219,5.977,18.059,1.563
"FEB 2012",5.101,4.890,14.505,3.950,10.458,2.286,7.863,4.933,-0.636,9.636,16.856,3.985
"MAR 2012",3.681,8.574,8.073,0.119,1.422,-1.266,8.524,4.522,3.255,10.524,13.314,5.497
"ABR 2012",-0.340,3.138,2.106,-2.527,0.140,-2.502,4.051,-0.106,0.226,5.707,10.963,1.490
"MAY 2012",2.156,4.395,2.669,1.097,3.813,0.880,7.054,0.694,7.102,9.034,10.712,6.824
"JUN 2012",0.555,6.471,5.493,-3.316,-3.558,-3.387,4.696,7.034,2.971,4.238,5.816,2.521
"JUL 2012",-0.109,3.545,1.949,-2.146,1.102,-3.102,1.037,6.183,-3.916,0.026,3.117,-1.725
"AGO 2012",2.106,6.376,7.510,-0.119,7.796,-0.651,5.858,4.387,-4.486,7.200,15.691,-1.088
"SEP 2012",3.365,5.095,13.523,1.692,6.821,0.784,5.525,4.875,7.394,5.409,11.768,1.346
"OCT 2012",0.071,5.419,4.088,-3.036,6.139,-1.597,4.690,4.523,-9.817,6.087,10.273,2.749
"NOV 2012",2.158,7.518,11.118,-2.048,-1.500,1.397,-1.253,-0.546,-14.941,-0.160,1.971,-1.252
"DIC 2012",4.456,10.026,1.278,1.775,7.176,-0.262,2.586,-1.562,-7.920,5.311,3.207,5.503
"ENE 2013",2.468,5.262,-7.014,2.307,-3.897,3.110,-0.922,-0.321,2.930,-1.318,-4.253,-1.137
"FEB 2013",-2.337,-0.786,-11.404,-1.737,1.645,-0.524,-3.758,1.006,-6.062,-4.820,-6.559,-2.198
"MAR 2013",-3.325,-0.339,-4.554,-4.575,-10.750,-3.694,-4.966,-2.700,-10.550,-5.150,-8.253,-3.296
"ABR 2013",1.966,3.410,-6.198,2.760,1.464,2.368,-6.535,0.908,-18.270,-7.459,-9.632,-6.249
"MAY 2013",-0.286,2.751,-3.151,-1.624,-8.969,-2.072,-5.811,4.405,-14.836,-7.727,-22.383,-2.799
"JUN 2013",2.824,4.429,0.829,2.390,-9.176,2.781,-2.820,-3.845,-13.984,-1.302,-2.947,0.105
"JUL 2013",1.411,0.417,-5.025,2.936,0.862,3.827,-2.321,-3.894,-6.113,-1.398,-5.737,-0.269
"AGO 2013",1.908,3.813,-3.063,1.159,-3.004,0.652,-6.421,-1.552,-11.885,-7.500,-10.509,-4.471
"SEP 2013",-2.768,-3.171,-5.908,-2.532,-5.775,-1.779,-3.633,0.444,-9.586,-4.287,-6.759,-1.019
"OCT 2013",0.652,0.182,-0.999,1.001,-9.937,2.989,-6.690,-5.163,-9.670,-6.934,-8.301,-5.168
"NOV 2013",-1.304,0.144,-10.069,-0.345,-13.977,0.472,-2.724,1.852,0.012,-4.456,-8.247,-2.088
"DIC 2013",-2.419,-0.795,-3.603,-2.868,-7.048,-1.008,-3.439,-0.429,3.223,-5.429,-7.660,-1.979
"ENE 2014",-2.184,-0.871,-2.216,-2.780,-4.098,-2.848,-6.614,-2.656,-1.710,-8.292,-11.873,-4.979
"FEB 2014",-0.257,3.663,0.794,-2.624,-7.097,-2.265,-3.290,-1.192,-7.157,-3.614,-7.427,-2.057
"MAR 2014",2.824,3.047,-0.076,3.043,5.204,2.778,-4.875,-2.067,-20.447,-4.091,-7.979,-3.528
"ABR 2014",-1.602,-0.297,4.972,-3.485,-9.604,-2.444,0.365,1.417,1.658,-0.090,-3.409,3.119
"MAY 2014",1.303,0.688,2.990,1.481,1.675,2.320,0.835,-0.727,-4.079,1.787,11.815,-1.279
"JUN 2014",-2.621,-1.711,-1.887,-3.267,1.826,-3.982,-2.094,2.904,-3.784,-3.417,-5.337,-1.612
"JUL 2014",-1.760,0.619,-3.815,-2.645,-9.518,-2.421,-1.243,0.473,-2.860,-1.647,1.572,-1.382
"AGO 2014",-4.066,-2.068,-2.456,-5.273,-11.143,-5.176,-1.667,-0.870,10.623,-2.814,-7.108,-0.512
"SEP 2014",1.432,3.695,-9.699,2.106,1.753,0.850,-3.557,1.191,-4.416,-5.078,-10.902,-1.874
"OCT 2014",-2.297,-0.727,-9.855,-1.900,-5.934,-1.508,-1.919,3.804,7.976,-4.721,-10.804,-2.499
"NOV 2014",-1.232,0.457,0.201,-2.527,-5.088,-1.910,-2.189,3.500,3.677,-4.832,-11.441,-1.456
"DIC 2014",-1.433,-2.303,-1.339,-0.852,-17.909,0.069,-1.740,7.949,-2.451,-5.254,-16.202,-0.768
"ENE 2015",0.129,3.029,-2.114,-1.518,-21.828,0.566,-2.753,10.094,-3.491,-7.122,-28.116,2.906
"FEB 2015",1.223,2.073,-5.991,1.787,-18.597,3.289,-2.075,8.055,1.268,-5.876,-26.034,3.576
"MAR 2015",0.644,2.090,0.702,-0.446,-21.405,2.225,0.596,10.073,23.934,-4.851,-21.935,5.249
"ABR 2015",-0.074,2.024,-6.105,-0.498,-25.655,1.579,-1.539,6.050,13.230,-5.426,-22.486,2.464
"MAY 2015",2.901,5.344,1.234,1.552,-9.697,3.043,-0.198,8.827,9.540,-4.060,-17.251,2.825
"JUN 2015",1.507,1.632,-2.110,1.940,-16.897,4.679,-3.010,6.081,12.467,-7.617,-21.866,-1.441
"JUL 2015",1.946,3.701,1.304,0.816,-20.703,3.281,-2.860,7.557,-4.652,-6.233,-24.601,2.279
"AGO 2015",0.586,3.125,-0.157,-0.988,-24.768,2.728,-3.484,8.658,0.690,-8.551,-27.997,3.608
"SEP 2015",-2.492,1.868,4.576,-6.542,-35.161,-2.402,-4.158,4.716,8.165,-8.688,-34.372,1.676
"OCT 2015",0.699,2.955,-6.048,0.241,-18.371,2.207,-2.480,6.463,-2.733,-5.981,-26.154,2.795
"NOV 2015",0.109,4.103,-5.331,-1.862,-25.216,0.526,-2.882,5.580,7.104,-7.388,-28.104,0.382
"DIC 2015",-0.530,4.432,3.221,-4.631,-25.726,-2.388,-5.734,3.597,6.626,-10.824,-28.293,-3.944
"ENE 2016",-1.046,0.754,0.078,-2.412,-23.162,-1.042,-2.158,4.117,0.676,-5.402,-21.165,-1.251
