"","IE_2_6.1","IE_2_6.2","IE_2_6.3","IE_2_6.4","IE_2_6.5","IE_2_6.6","IE_2_6.7","IE_2_6.8","IE_2_6.9","IE_2_6.10","IE_2_6.11","IE_2_6.12"
"FEB 1982","_","_","_","_",9.70,16.29,10.98,"_",15.09,14.43,8.020,"_"
"MAR 1982","_","_","_","_",9.40,16.35,10.37,"_",14.01,13.86,8.020,"_"
"ABR 1982","_","_","_","_",9.00,16.29,10.17,"_",14.20,13.87,7.810,"_"
"MAY 1982","_","_","_","_",8.80,16.13,10.15,"_",13.89,13.62,7.810,"_"
"JUN 1982","_","_","_","_",9.10,15.98,10.53,"_",13.75,14.30,7.810,"_"
"JUL 1982","_","_","_","_",9.30,15.96,10.50,"_",13.35,13.95,7.810,"_"
"AGO 1982","_","_","_","_",9.00,15.78,10.24,"_",12.21,13.06,8.270,"_"
"SEP 1982","_","_","_","_",8.70,15.76,9.98,"_",11.51,12.34,8.270,"_"
"OCT 1982","_","_","_","_",8.30,15.81,9.73,"_",10.69,10.91,8.270,"_"
"NOV 1982","_","_","_","_",8.20,15.79,8.89,"_",10.80,10.55,8.270,"_"
"DIC 1982","_","_","_","_",8.00,15.40,8.40,"_",11.58,10.54,7.970,"_"
"ENE 1983","_","_","_","_",7.80,14.99,7.98,"_",11.87,10.46,7.770,"_"
"FEB 1983","_","_","_","_",7.80,14.90,8.20,"_",11.79,10.72,7.770,"_"
"MAR 1983","_","_","_","_",7.60,14.65,8.03,"_",11.38,10.51,7.860,"_"
"ABR 1983","_","_","_","_",7.70,14.55,8.46,"_",11.06,10.40,7.860,"_"
"MAY 1983","_","_","_","_",7.80,14.55,8.85,"_",11.16,10.38,7.860,"_"
"JUN 1983","_","_","_","_",8.10,14.52,9.22,"_",10.99,10.85,7.860,"_"
"JUL 1983","_","_","_","_",8.20,14.04,9.08,"_",11.53,11.38,7.860,"_"
"AGO 1983","_","_","_","_",8.40,13.96,9.03,"_",11.72,11.85,7.860,"_"
"SEP 1983","_","_","_","_",8.50,14.03,8.80,"_",11.25,11.65,7.990,"_"
"OCT 1983","_","_","_","_",8.30,14.15,8.53,"_",11.02,11.54,7.900,"_"
"NOV 1983","_","_","_","_",8.30,14.12,8.57,"_",10.68,11.69,7.700,"_"
"DIC 1983","_","_","_","_",8.40,13.96,8.58,"_",10.77,11.83,7.700,"_"
"ENE 1984","_","_","_","_",8.40,13.76,8.48,"_",10.77,11.67,7.560,"_"
"FEB 1984","_","_","_","_",8.20,13.87,8.38,"_",10.86,11.84,7.560,"_"
"MAR 1984","_","_","_","_",8.10,13.98,8.15,"_",10.67,12.32,7.470,"_"
"ABR 1984","_","_","_","_",8.10,13.81,8.16,"_",10.88,12.63,7.350,"_"
"MAY 1984","_","_","_","_",8.30,13.82,8.43,"_",11.53,13.41,7.350,"_"
"JUN 1984","_","_","_","_",8.20,13.99,8.53,"_",11.81,13.56,7.350,"_"
"JUL 1984","_","_","_","_",8.20,13.91,8.67,"_",12.36,13.36,7.350,"_"
"AGO 1984","_","_","_","_",8.10,13.58,8.45,"_",11.69,12.72,7.700,"_"
"SEP 1984","_","_","_","_",7.90,13.05,8.15,"_",11.49,12.52,7.540,"_"
"OCT 1984","_","_","_","_",7.60,12.02,7.62,"_",11.32,12.16,7.450,"_"
"NOV 1984","_","_","_","_",7.40,12.36,7.50,"_",10.85,11.57,7.060,"_"
"DIC 1984","_","_","_","_",7.20,12.70,7.46,"_",10.98,11.50,6.970,"_"
"ENE 1985","_","_","_","_",7.30,12.12,7.42,"_",11.56,11.38,6.670,"_"
"FEB 1985","_","_","_","_",7.60,12.25,7.93,"_",11.72,11.51,6.670,"_"
"MAR 1985","_","_","_","_",7.70,12.27,8.06,"_",11.51,11.86,7.100,"_"
"ABR 1985","_","_","_","_",7.40,11.98,7.73,"_",11.22,11.43,6.930,"_"
"MAY 1985","_","_","_","_",7.20,11.72,7.58,"_",11.37,10.85,6.840,"_"
"JUN 1985","_","_","_","_",7.10,12.12,7.39,"_",11.10,10.16,6.710,"_"
"JUL 1985","_","_","_","_",6.90,11.87,7.23,"_",10.82,10.31,6.620,"_"
"AGO 1985","_","_","_","_",6.70,11.96,6.92,"_",10.70,10.33,6.410,"_"
"SEP 1985","_","_","_","_",6.50,11.97,6.87,"_",10.66,10.37,6.410,"_"
"OCT 1985","_","_","_","_",6.70,11.59,7.03,"_",10.53,10.24,6.120,"_"
"NOV 1985","_","_","_","_",6.80,11.22,7.01,"_",10.70,9.78,6.710,"_"
"DIC 1985","_","_","_","_",6.60,11.33,6.96,"_",10.83,9.26,6.580,"_"
"ENE 1986","_","_","_","_",6.50,10.79,6.81,"_",11.28,9.19,6.260,"_"
"FEB 1986","_","_","_","_",6.40,10.10,6.84,"_",10.82,8.70,6.000,"_"
"MAR 1986","_","_","_","_",6.10,9.29,6.44,"_",9.62,7.78,5.780,"_"
"ABR 1986","_","_","_","_",5.70,8.56,6.11,"_",8.69,7.30,5.100,"_"
"MAY 1986","_","_","_","_",6.10,8.58,6.33,"_",8.84,7.71,5.100,"_"
"JUN 1986","_","_","_","_",6.20,8.65,6.29,"_",9.14,7.80,5.100,"_"
"JUL 1986","_","_","_","_",6.10,8.55,6.24,"_",9.42,7.30,5.330,"_"
"AGO 1986","_","_","_","_",5.90,8.05,6.01,"_",9.49,7.17,5.330,"_"
"SEP 1986","_","_","_","_",6.10,8.51,6.03,"_",10.17,7.45,5.250,"_"
"OCT 1986","_","_","_","_",6.30,8.97,6.18,"_",10.99,7.43,5.570,"_"
"NOV 1986","_","_","_","_",6.40,9.49,6.22,"_",11.18,7.25,5.560,"_"
"DIC 1986","_","_","_","_",6.20,9.89,6.27,"_",11.02,7.11,5.450,"_"
"ENE 1987","_","_","_","_",6.10,8.89,6.16,"_",10.27,7.08,5.380,"_"
"FEB 1987","_","_","_","_",6.10,8.83,6.18,"_",9.97,7.25,5.150,"_"
"MAR 1987","_","_","_","_",6.00,8.51,6.20,"_",9.11,7.25,5.080,"_"
"ABR 1987","_","_","_","_",5.80,8.66,6.12,"_",9.14,8.02,4.740,"_"
"MAY 1987","_","_","_","_",5.70,8.92,6.06,"_",8.80,8.61,4.140,"_"
"JUN 1987","_","_","_","_",6.00,9.40,6.28,"_",8.93,8.40,3.970,"_"
"JUL 1987","_","_","_","_",6.30,9.53,6.45,"_",9.29,8.45,4.670,"_"
"AGO 1987","_","_","_","_",6.50,9.72,6.60,"_",10.13,8.76,5.050,"_"
"SEP 1987","_","_","_","_",6.70,10.19,6.87,"_",10.21,9.42,5.130,"_"
"OCT 1987","_","_","_","_",6.90,10.78,7.08,"_",10.14,9.52,5.697,"_"
"NOV 1987","_","_","_","_",6.40,10.02,6.41,"_",9.23,8.86,5.147,"_"
"DIC 1987","_","_","_","_",6.40,9.99,6.42,"_",9.63,8.99,5.165,"_"
"ENE 1988","_","_","_","_",6.50,9.74,6.37,"_",9.71,8.67,4.972,"_"
"FEB 1988","_","_","_","_",6.30,9.07,6.20,"_",9.52,8.21,4.800,"_"
"MAR 1988","_","_","_","_",6.20,9.28,6.13,"_",9.22,8.37,4.756,"_"
"ABR 1988","_","_","_","_",6.30,9.18,6.19,"_",9.20,8.72,4.709,"_"
"MAY 1988","_","_","_","_",6.60,9.25,6.47,"_",9.41,9.09,4.917,"_"
"JUN 1988","_","_","_","_",6.50,8.94,6.52,"_",9.51,8.92,5.005,"_"
"JUL 1988","_","_","_","_",6.70,8.94,6.68,"_",9.84,9.06,5.382,"_"
"AGO 1988","_","_","_","_",6.80,9.21,6.72,"_",9.91,9.26,5.366,"_"
"SEP 1988","_","_","_","_",6.60,8.94,6.58,"_",10.10,8.98,5.350,"_"
"OCT 1988","_","_","_","_",6.40,8.70,6.28,"_",9.69,8.80,4.974,"_"
"NOV 1988","_","_","_","_",6.40,8.68,6.35,"_",9.86,8.96,4.774,"_"
"DIC 1988","_","_","_","_",6.50,8.63,6.50,"_",10.14,9.11,4.790,"_"
"ENE 1989","_","_","_","_",6.70,8.50,6.67,13.32,9.96,9.09,5.004,"_"
"FEB 1989","_","_","_","_",6.90,8.94,6.97,13.93,9.72,9.17,5.044,"_"
"MAR 1989","_","_","_","_",7.00,9.02,7.09,15.21,9.88,9.36,5.232,"_"
"ABR 1989","_","_","_","_",6.90,8.86,7.08,15.30,10.18,9.18,5.193,"_"
"MAY 1989","_","_","_","_",7.10,8.82,7.38,15.29,10.17,8.86,5.308,"_"
"JUN 1989","_","_","_","_",6.90,8.69,7.20,15.05,10.55,8.28,5.392,"_"
"JUL 1989","_","_","_",12.577,6.80,8.58,7.05,15.30,10.15,8.02,5.257,"_"
"AGO 1989","_","_","_","_",6.80,8.38,7.05,15.48,9.91,8.11,5.130,"_"
"SEP 1989","_","_","_","_",7.00,8.56,7.23,15.64,10.21,8.19,5.340,"_"
"OCT 1989","_","_","_","_",7.20,8.82,7.43,15.80,10.45,8.01,5.411,"_"
"NOV 1989","_","_","_","_",7.50,9.06,7.72,16.07,10.55,7.87,5.495,"_"
"DIC 1989","_","_","_","_",7.50,9.12,7.75,16.26,10.56,7.84,5.524,"_"
"ENE 1990","_","_",10.39,"_",7.63,9.57,8.22,16.60,10.89,8.21,6.200,"_"
"FEB 1990","_","_",10.86,"_",8.43,10.02,8.78,16.60,11.33,8.47,6.527,"_"
"MAR 1990","_","_",10.98,"_",8.67,10.00,8.98,16.21,12.42,8.59,6.888,"_"
"ABR 1990","_","_",10.84,"_",8.70,9.61,8.89,16.10,12.74,8.79,6.968,"_"
"MAY 1990","_","_",10.77,"_",8.74,9.56,8.95,15.05,12.41,8.76,6.820,"_"
"JUN 1990","_","_",10.72,"_",8.82,9.73,8.96,13.64,11.80,8.48,6.794,"_"
"JUL 1990","_","_",10.57,"_",8.58,9.58,8.74,13.49,11.84,8.47,6.990,"_"
"AGO 1990","_","_",10.97,"_",8.90,10.12,8.99,14.10,12.15,8.75,7.533,"_"
"SEP 1990","_","_",11.14,"_",9.09,10.47,9.16,14.00,12.10,8.89,7.864,"_"
"OCT 1990","_","_",11.09,"_",9.09,10.38,9.19,13.94,11.74,8.72,7.499,"_"
"NOV 1990","_","_",10.99,"_",8.95,10.20,9.13,14.24,11.37,8.39,7.262,"_"
"DIC 1990","_","_",10.94,"_",8.85,9.92,9.06,14.52,10.84,8.08,6.731,"_"
"ENE 1991","_","_",10.96,"_",8.94,9.79,9.15,14.63,10.59,8.09,6.541,"_"
"FEB 1991","_","_",10.54,"_",8.42,9.15,8.64,14.47,10.13,7.85,6.404,"_"
"MAR 1991","_","_",10.40,"_",8.41,9.06,8.66,13.77,10.29,8.11,6.578,"_"
"ABR 1991","_","_",10.22,"_",8.39,8.90,8.57,13.43,10.19,8.04,6.641,"_"
"MAY 1991","_","_",10.05,"_",8.39,8.87,8.59,13.06,10.38,8.07,6.601,"_"
"JUN 1991","_","_",10.10,"_",8.39,9.12,8.64,13.09,10.58,8.28,6.731,"_"
"JUL 1991","_","_",10.27,"_",8.61,9.17,8.82,13.34,10.28,8.27,6.668,"_"
"AGO 1991","_","_",10.26,"_",8.56,9.09,8.84,13.45,10.03,7.90,6.473,"_"
"SEP 1991","_","_",10.03,"_",8.45,8.88,8.77,13.02,9.64,7.65,6.174,"_"
"OCT 1991","_","_",9.92,"_",8.36,8.80,8.72,12.79,9.72,7.53,5.962,"_"
"NOV 1991","_","_",9.93,11.457,8.34,8.83,8.75,12.91,9.77,7.42,5.958,"_"
"DIC 1991","_","_",9.91,11.319,8.24,8.80,8.72,12.95,9.66,7.09,5.731,"_"
"ENE 1992","_","_",9.64,10.927,7.98,8.45,8.39,12.68,9.46,7.01,5.450,"_"
"FEB 1992","_","_",9.58,10.792,7.92,8.50,8.29,12.61,9.30,7.33,5.550,"_"
"MAR 1992","_","_",9.62,10.796,8.00,8.64,8.31,12.58,9.68,7.52,5.540,"_"
"ABR 1992","_","_",9.67,10.871,8.04,8.70,8.31,12.69,9.43,7.47,5.670,"_"
"MAY 1992","_","_",9.63,10.847,8.08,8.59,8.32,12.58,9.02,7.39,5.620,"_"
"JUN 1992","_","_",9.83,11.341,8.06,8.75,8.30,13.10,9.12,7.26,5.560,"_"
"JUL 1992","_","_",10.05,11.828,8.12,8.91,8.34,13.63,9.05,6.85,5.320,"_"
"AGO 1992","_","_",10.14,12.223,8.08,9.04,8.36,13.68,9.35,6.58,5.030,"_"
"SEP 1992","_","_",10.05,12.645,7.71,8.74,8.04,14.11,9.19,6.42,4.870,"_"
"OCT 1992","_","_",9.93,12.999,7.47,8.43,7.65,14.42,8.65,6.56,4.800,"_"
"NOV 1992","_","_",9.59,12.540,7.38,8.13,7.51,13.47,8.19,6.84,4.650,"_"
"DIC 1992","_","_",9.60,12.533,7.33,8.21,7.40,13.66,8.32,6.78,4.590,"_"
"ENE 1993","_","_",9.36,12.155,7.15,7.92,7.13,13.43,8.48,6.59,4.420,"_"
"FEB 1993","_","_",9.06,11.431,6.94,7.77,6.87,13.06,8.11,6.27,4.190,"_"
"MAR 1993","_","_",8.78,11.350,6.66,7.33,6.56,12.90,7.85,5.97,4.340,"_"
"ABR 1993","_","_",8.81,11.486,6.68,7.15,6.60,13.11,7.97,5.95,4.580,"_"
"MAY 1993","_","_",8.72,11.218,6.83,7.18,6.67,12.46,8.22,6.01,4.780,"_"
"JUN 1993","_","_",8.42,10.567,6.81,6.95,6.59,11.67,8.01,5.96,4.720,"_"
"JUL 1993","_","_",8.07,10.219,6.62,6.76,6.43,11.10,7.62,5.78,4.490,"_"
"AGO 1993","_","_",7.53,9.481,6.41,6.31,6.18,9.76,7.10,5.68,4.300,"_"
"SEP 1993","_","_",7.30,9.093,6.20,6.13,5.98,9.47,7.02,5.36,4.100,"_"
"OCT 1993","_","_",7.04,8.688,6.00,5.96,5.83,9.02,6.92,5.31,3.820,"_"
"NOV 1993","_","_",7.08,8.561,5.98,6.04,5.81,9.33,6.88,5.71,3.510,"_"
"DIC 1993","_","_",6.85,8.281,5.85,5.80,5.68,8.93,6.38,5.75,3.320,"_"
"ENE 1994","_","_",6.69,7.985,5.80,5.67,5.61,8.67,6.32,5.71,3.608,"_"
"FEB 1994","_","_",6.88,8.081,6.07,5.94,5.87,8.77,6.71,5.95,3.995,"_"
"MAR 1994","_","_",7.35,8.827,6.34,6.37,6.29,9.45,7.42,6.47,4.159,"_"
"ABR 1994","_","_",7.46,9.059,6.48,6.69,6.54,9.05,7.82,6.95,3.970,"_"
"MAY 1994","_","_",7.75,9.548,6.66,6.97,6.75,9.37,8.29,7.18,3.821,"_"
"JUN 1994","_","_",8.37,10.283,7.05,7.49,7.11,10.48,8.72,7.09,4.258,"_"
"JUL 1994","_","_",8.39,10.588,6.90,7.40,6.91,10.77,8.54,7.30,4.350,"_"
"AGO 1994","_","_",8.68,10.678,7.09,7.61,7.12,11.46,8.69,7.23,4.618,"_"
"SEP 1994","_","_",9.12,11.222,7.52,8.10,7.49,11.94,8.99,7.42,4.568,"_"
"OCT 1994","_","_",9.16,11.135,7.54,8.19,7.55,12.07,8.88,7.82,4.718,"_"
"NOV 1994","_","_",9.12,11.185,7.49,8.14,7.54,12.02,8.75,8.10,4.708,"_"
"DIC 1994","_","_",9.14,11.380,7.46,8.02,7.59,12.20,8.70,7.97,4.589,"_"
"ENE 1995","_","_",9.34,11.862,7.60,8.23,7.71,12.37,8.84,7.93,4.688,"_"
"FEB 1995","_","_",9.19,11.596,7.42,8.01,7.54,12.39,8.76,7.61,4.506,"_"
"MAR 1995","_","_",9.43,12.261,7.28,8.02,7.42,13.45,8.70,7.35,3.988,"_"
"ABR 1995","_","_",9.26,12.092,7.09,7.82,7.17,13.41,8.55,7.19,3.419,"_"
"MAY 1995","_","_",8.78,11.411,6.86,7.52,6.92,12.30,8.28,6.71,3.160,"_"
"JUN 1995","_","_",8.75,11.538,6.78,7.45,6.83,12.38,8.24,6.25,2.802,"_"
"JUL 1995","_","_",8.71,11.334,6.86,7.43,6.85,12.21,8.39,6.37,2.757,"_"
"AGO 1995","_","_",8.47,10.971,6.74,7.33,6.74,11.66,8.26,6.59,3.211,"_"
"SEP 1995","_","_",8.36,10.803,6.59,7.35,6.58,11.54,8.07,6.31,3.014,"_"
"OCT 1995","_","_",8.48,10.893,6.57,7.48,6.59,11.96,8.24,6.15,2.875,"_"
"NOV 1995","_","_",8.16,10.541,6.34,7.03,6.35,11.63,7.97,6.02,2.947,"_"
"DIC 1995","_","_",7.82,9.950,6.07,6.75,6.09,11.17,7.59,5.80,2.898,"_"
"ENE 1996","_","_",7.44,9.464,5.89,6.44,5.87,10.43,7.55,5.72,3.120,"_"
"FEB 1996","_","_",7.66,9.705,6.20,6.59,6.21,10.52,7.90,5.86,3.196,"_"
"MAR 1996","_","_",7.83,9.893,6.44,6.64,6.45,10.69,8.20,6.35,3.180,"_"
"ABR 1996","_","_",7.62,9.323,6.38,6.50,6.35,10.34,8.21,6.62,3.273,"_"
"MAY 1996","_","_",7.48,9.171,6.45,6.46,6.35,9.70,8.23,6.84,3.306,"_"
"JUN 1996","_","_",7.51,9.109,6.56,6.55,6.47,9.57,8.20,7.03,3.218,"_"
"JUL 1996","_","_",7.39,8.776,6.48,6.44,6.41,9.43,8.06,6.99,3.307,"_"
"AGO 1996","_","_",7.31,8.862,6.30,6.34,6.24,9.48,7.96,6.73,3.159,"_"
"SEP 1996","_","_",7.13,8.436,6.23,6.23,6.10,9.17,7.95,6.96,2.903,"_"
"OCT 1996","_","_",6.68,7.760,6.01,5.97,5.88,8.23,7.64,6.64,2.731,"_"
"NOV 1996","_","_",6.43,7.342,5.86,5.83,5.76,7.69,7.69,6.30,2.628,"_"
"DIC 1996","_","_",6.31,6.997,5.79,5.74,5.72,7.57,7.68,6.37,2.521,"_"
"ENE 1997","_","_",6.23,6.831,5.80,5.68,5.66,7.38,7.66,6.65,2.507,"_"
"FEB 1997","_","_",6.06,6.741,5.55,5.46,5.47,7.36,7.29,6.51,2.476,"_"
"MAR 1997","_","_",6.32,7.032,5.71,5.65,5.65,7.87,7.55,6.78,2.428,"_"
"ABR 1997","_","_",6.39,6.953,5.87,5.80,5.79,7.74,7.74,7.01,2.345,"_"
"MAY 1997","_","_",6.18,6.614,5.76,5.69,5.70,7.32,7.25,6.82,2.730,"_"
"JUN 1997","_","_",6.09,6.467,5.72,5.65,5.62,7.07,7.24,6.60,2.629,"_"
"JUL 1997","_","_",5.83,6.212,5.56,5.47,5.49,6.52,7.13,6.33,2.494,"_"
"AGO 1997","_","_",5.94,6.305,5.66,5.58,5.60,6.66,7.17,6.38,2.307,"_"
"SEP 1997","_","_",5.81,6.087,5.59,5.52,5.55,6.36,6.88,6.31,2.184,"_"
"OCT 1997","_","_",5.77,5.975,5.58,5.59,5.57,6.20,6.57,6.12,1.953,"_"
"NOV 1997","_","_",5.74,5.957,5.56,5.57,5.54,6.13,6.70,5.96,1.891,"_"
"DIC 1997","_","_",5.46,5.644,5.33,5.32,5.29,5.74,6.43,5.89,1.859,"_"
"ENE 1998","_","_",5.22,5.397,5.11,5.11,5.07,5.43,6.16,5.63,1.962,"_"
"FEB 1998","_","_",5.12,5.235,4.99,5.03,5.01,5.38,6.10,5.63,1.953,"_"
"MAR 1998","_","_",5.01,5.086,4.90,4.95,4.94,5.20,6.05,5.73,1.824,"_"
"ABR 1998","_","_",5.00,5.063,4.90,4.96,4.95,5.15,5.88,5.72,1.845,"_"
"MAY 1998","_","_",5.06,5.130,4.96,5.01,5.00,5.21,5.92,5.73,1.571,"_"
"JUN 1998","_","_",4.91,5.019,4.80,4.86,4.85,5.08,5.87,5.57,1.495,"_"
"JUL 1998","_","_",4.82,4.940,4.68,4.78,4.76,4.97,5.92,5.53,1.661,"_"
"AGO 1998","_","_",4.59,4.741,4.42,4.52,4.53,4.79,5.63,5.42,1.453,"_"
"SEP 1998","_","_",4.27,4.474,4.06,4.20,4.19,4.53,5.16,4.87,1.041,"_"
"OCT 1998","_","_",4.25,4.428,4.06,4.17,4.14,4.49,4.99,4.55,0.850,"_"
"NOV 1998","_","_",4.24,4.406,4.12,4.18,4.19,4.38,4.93,4.87,0.921,"_"
"DIC 1998","_","_",3.95,4.076,3.86,3.91,3.95,4.00,4.54,4.69,1.440,"_"
"ENE 1999",3.98,"_",3.82,3.880,3.70,3.77,3.80,3.92,4.20,4.78,2.053,"_"
"FEB 1999",4.16,"_",3.97,4.022,3.85,3.93,3.93,4.05,4.37,5.03,2.137,"_"
"MAR 1999",4.28,"_",4.18,4.258,4.04,4.13,4.14,4.27,4.60,5.30,1.725,"_"
"ABR 1999",4.14,"_",4.04,4.086,3.85,3.98,4.00,4.11,4.54,5.23,1.532,"_"
"MAY 1999",4.35,"_",4.20,4.274,4.01,4.16,4.19,4.28,4.83,5.59,1.355,"_"
"JUN 1999",4.69,"_",4.53,4.600,4.36,4.47,4.51,4.62,5.09,5.97,1.672,"_"
"JUL 1999",4.76,"_",4.86,4.911,4.68,4.81,4.82,4.94,5.27,5.88,1.688,"_"
"AGO 1999",4.94,"_",5.06,5.173,4.88,5.01,5.03,5.13,5.31,6.03,1.892,"_"
"SEP 1999",4.96,"_",5.24,5.315,5.04,5.19,5.22,5.28,5.60,6.00,1.751,"_"
"OCT 1999",5.15,"_",5.47,5.566,5.29,5.43,5.45,5.52,5.78,6.19,1.785,"_"
"NOV 1999",5.01,"_",5.18,5.280,5.04,5.15,5.18,5.25,5.23,6.12,1.811,"_"
"DIC 1999",5.14,"_",5.30,5.369,5.15,5.27,5.28,5.36,5.36,6.36,1.731,"_"
"ENE 2000",5.44,"_",5.70,5.757,5.54,5.66,5.67,5.75,5.83,6.78,1.717,"_"
"FEB 2000",5.37,"_",5.66,5.731,5.51,5.62,5.66,5.73,5.63,6.63,1.833,"_"
"MAR 2000",5.21,"_",5.49,5.550,5.33,5.43,5.48,5.58,5.34,6.37,1.813,"_"
"ABR 2000",4.99,"_",5.41,5.452,5.22,5.33,5.38,5.47,5.30,6.05,1.748,"_"
"MAY 2000",5.25,"_",5.52,5.627,5.38,5.50,5.50,5.67,5.41,6.55,1.706,"_"
"JUN 2000",5.03,"_",5.35,5.455,5.19,5.32,5.31,5.51,5.21,6.20,1.692,"_"
"JUL 2000",5.03,"_",5.45,5.534,5.27,5.40,5.40,5.59,5.24,6.14,1.725,"_"
"AGO 2000",4.94,"_",5.40,5.501,5.21,5.36,5.36,5.56,5.32,5.92,1.767,"_"
"SEP 2000",4.95,"_",5.47,5.559,5.26,5.42,5.41,5.63,5.38,5.87,1.887,"_"
"OCT 2000",4.90,"_",5.42,5.495,5.21,5.36,5.35,5.58,5.20,5.83,1.830,"_"
"NOV 2000",4.85,"_",5.34,5.446,5.15,5.29,5.30,5.55,5.11,5.80,1.752,"_"
"DIC 2000",4.52,"_",5.07,5.203,4.89,5.04,5.03,5.30,4.95,5.32,1.621,"_"
"ENE 2001",4.50,"_",5.01,5.077,4.80,4.94,4.93,5.18,4.94,5.22,1.520,"_"
"FEB 2001",4.47,"_",5.02,5.117,4.78,4.93,4.92,5.18,4.95,5.17,1.427,"_"
"MAR 2001",4.29,"_",4.94,5.041,4.67,4.84,4.83,5.13,4.82,4.94,1.189,"_"
"ABR 2001",4.49,"_",5.10,5.179,4.83,5.00,5.02,5.28,5.03,5.19,1.365,"_"
"MAY 2001",4.66,"_",5.26,5.363,5.05,5.21,5.22,5.45,5.21,5.44,1.269,"_"
"JUN 2001",4.59,"_",5.21,5.327,5.00,5.15,5.17,5.40,5.30,5.33,1.194,"_"
"JUL 2001",4.61,"_",5.25,5.348,5.02,5.15,5.17,5.42,5.30,5.29,1.326,"_"
"AGO 2001",4.41,"_",5.06,5.156,4.82,4.95,4.98,5.22,5.07,5.03,1.358,"_"
"SEP 2001",4.30,"_",5.04,5.138,4.81,4.94,4.98,5.20,5.02,4.78,1.401,"_"
"OCT 2001",4.14,"_",4.82,4.909,4.60,4.72,4.77,4.96,4.86,4.61,1.358,"_"
"NOV 2001",4.09,"_",4.67,4.761,4.45,4.57,4.62,4.80,4.67,4.64,1.332,"_"
"DIC 2001",4.40,"_",4.96,4.968,4.74,4.87,4.89,5.05,4.94,5.10,1.346,"_"
"ENE 2002",4.48,"_",5.02,5.045,4.86,4.93,4.97,5.14,5.02,5.07,1.428,"_"
"FEB 2002",4.48,"_",5.07,5.106,4.92,4.99,5.03,5.20,5.04,4.97,1.517,"_"
"MAR 2002",4.72,"_",5.32,5.336,5.16,5.24,5.27,5.41,5.34,5.33,1.449,"_"
"ABR 2002",4.71,"_",5.30,5.336,5.15,5.24,5.25,5.40,5.33,5.29,1.389,"_"
"MAY 2002",4.68,"_",5.30,5.361,5.17,5.26,5.31,5.41,5.35,5.22,1.379,"_"
"JUN 2002",4.49,"_",5.16,5.231,5.02,5.11,5.16,5.26,5.19,4.95,1.356,2.55
"JUL 2002",4.30,"_",5.03,5.069,4.87,4.96,4.99,5.11,5.02,4.67,1.302,2.68
"AGO 2002",4.03,"_",4.73,4.778,4.59,4.67,4.71,4.83,4.67,4.30,1.260,2.85
"SEP 2002",3.76,"_",4.52,4.576,4.38,4.46,4.50,4.62,4.45,3.93,1.158,3.00
"OCT 2002",3.80,"_",4.62,4.625,4.46,4.55,4.58,4.76,4.53,3.95,1.090,3.11
"NOV 2002",3.83,"_",4.59,4.602,4.48,4.53,4.56,4.74,4.55,4.06,0.986,3.20
"DIC 2002",3.79,"_",4.41,4.426,4.33,4.38,4.36,4.55,4.49,4.09,0.974,3.24
"ENE 2003",3.71,"_",4.27,4.239,4.18,4.22,4.19,4.38,4.31,4.06,0.835,3.06
"FEB 2003",3.58,"_",4.06,4.011,3.95,4.01,3.97,4.16,4.29,3.94,0.830,3.00
"MAR 2003",3.54,"_",4.13,4.035,4.00,4.10,4.01,4.19,4.41,3.82,0.737,3.01
"ABR 2003",3.66,"_",4.23,4.188,4.15,4.22,4.23,4.31,4.56,3.99,0.660,3.10
"MAY 2003",3.34,"_",3.92,3.877,3.82,3.89,3.91,4.04,4.31,3.60,0.571,2.92
"JUN 2003",3.15,"_",3.72,3.688,3.62,3.69,3.72,3.82,4.19,3.34,0.555,2.93
"JUL 2003",3.61,"_",4.06,4.031,3.97,4.01,4.04,4.13,4.47,3.96,0.995,2.98
"AGO 2003",3.93,"_",4.20,4.191,4.13,4.16,4.19,4.29,4.64,4.48,1.150,2.94
"SEP 2003",3.92,"_",4.23,4.209,4.17,4.23,4.21,4.31,4.76,4.33,1.455,3.36
"OCT 2003",3.95,"_",4.31,4.269,4.22,4.28,4.27,4.38,4.96,4.31,1.406,3.61
"NOV 2003",4.01,"_",4.44,4.398,4.35,4.41,4.41,4.51,5.10,4.33,1.379,3.73
"DIC 2003",3.95,"_",4.36,4.339,4.29,4.34,4.33,4.46,4.94,4.31,1.352,3.75
"ENE 2004",3.85,"_",4.26,4.192,4.17,4.20,4.18,4.32,4.84,4.17,1.324,3.63
"FEB 2004",3.80,"_",4.18,4.148,4.11,4.14,4.12,4.34,4.88,4.11,1.244,3.80
"MAR 2004",3.64,"_",4.02,4.012,3.91,3.98,3.93,4.17,4.76,3.86,1.355,3.73
"ABR 2004",3.96,"_",4.24,4.199,4.10,4.18,4.13,4.35,4.99,4.35,1.506,3.95
"MAY 2004",4.19,"_",4.39,4.334,4.25,4.34,4.37,4.49,5.15,4.77,1.487,4.12
"JUN 2004",4.27,"_",4.44,4.390,4.31,4.39,4.42,4.54,5.24,4.79,1.773,4.29
"JUL 2004",4.13,"_",4.34,4.282,4.24,4.27,4.31,4.44,5.14,4.54,1.795,4.84
"AGO 2004",3.95,"_",4.17,4.151,4.08,4.11,4.15,4.28,5.03,4.33,1.635,4.69
"SEP 2004",3.83,"_",4.11,4.082,4.02,4.09,4.09,4.25,4.95,4.15,1.505,4.79
