"","IE_7_5.1","IE_7_5.2","IE_7_5.3","IE_7_5.4","IE_7_5.5","IE_7_5.6","IE_7_5.7","IE_7_5.8","IE_7_5.9","IE_7_5.10","IE_7_5.11","IE_7_5.12","IE_7_5.13","IE_7_5.14","IE_7_5.15"
"SEP 1999",-3673444.000,-1753661.233,-1460041.367,-785234.039,-484092.914,-228596.846,-293619.866,-133759.030,-2408698.640,-187026.200,-318450.026,-449819.266,-43638.668,-371533.795,-167780.959
"OCT 1999",-3005150.000,-1869985.366,-1572642.164,-784080.700,-427639.193,-342795.052,-297343.202,-244082.081,-2432574.054,-140635.770,-270758.200,-342425.937,299978.419,-310977.850,-178864.569
"NOV 1999",-2818211.000,-1196772.840,-1062655.858,-643639.863,-402042.877,-268134.387,-134116.981,-123830.999,-2096687.847,-459934.632,-306543.644,-421789.437,187092.547,-305395.948,-124224.162
"DIC 1999",-3869055.000,-2623275.114,-2249428.179,-840157.378,-645937.656,-536737.386,-373846.935,-239991.732,-3115469.399,-263183.025,-163650.443,-517255.270,153787.116,-244602.694,-159620.217
"ENE 2000",-2681381.955,-689317.510,-730486.044,-551999.757,-307869.103,-178625.242,41168.534,-100.180,-1167001.403,-89502.911,-193077.383,-781706.967,-817.111,-296574.247,-151995.556
"FEB 2000",-2757947.346,-963633.725,-852565.413,-522765.752,-326992.202,-255202.875,-111068.312,-51427.022,-1467467.045,-96071.165,-251960.600,-636855.354,86143.291,-351063.274,-190582.762
"MAR 2000",-3469238.497,-1493344.285,-1303941.603,-730877.114,-440671.470,-364106.302,-189402.681,-175873.918,-2217600.275,-194898.088,-330815.913,-809335.325,195457.597,-299131.779,-173146.632
"ABR 2000",-3481305.288,-1762984.576,-1557586.441,-892715.658,-485353.461,-254080.096,-205398.135,-168545.508,-2317513.721,-276043.461,-283073.987,-625885.890,111937.324,-262182.453,-174196.841
"MAY 2000",-4098108.461,-1515342.033,-1340687.252,-678524.362,-543504.597,-300825.496,-174654.781,-178005.929,-2743754.835,-567037.697,-324542.721,-692602.741,139806.215,-364034.239,-222951.743
"JUN 2000",-3281271.857,-1151434.025,-1234451.232,-617882.413,-264270.501,-337542.179,83017.208,45792.698,-1720236.069,-83692.098,-360935.849,-871504.896,-7721.308,-342163.916,-171171.658
"JUL 2000",-3740393.029,-1653299.892,-1613428.950,-1145133.687,-261441.946,-354909.876,-39870.942,-75608.732,-2323621.527,-171754.319,-321461.836,-723318.934,80130.718,-329380.757,-179881.838
"AGO 2000",-3801342.881,-1416842.271,-1360483.500,-716742.868,-298430.988,-186638.090,-56358.771,-110316.146,-2160105.330,-244566.728,-262037.428,-763841.949,70075.260,-395063.612,-156290.383
"SEP 2000",-4027994.810,-1649642.988,-1631367.404,-1100452.904,-371449.865,-374703.330,-18275.584,-80465.377,-2345704.463,-251948.238,-294983.333,-762287.475,-29352.067,-420052.109,-177752.968
"OCT 2000",-3927693.585,-1550884.856,-1337091.127,-861515.779,-245490.343,-337148.955,-213793.728,-200007.253,-2211983.864,-218601.885,-384697.533,-1015537.940,121864.490,-397727.087,-188409.418
"NOV 2000",-3502452.549,-1183007.106,-1110763.270,-823010.234,-285646.041,-289105.722,-72243.836,-199706.358,-1849059.259,-237747.269,-293780.206,-1031908.094,126870.919,-368471.496,-201663.101
"DIC 2000",-4269692.478,-2034399.651,-1825935.233,-828590.460,-647951.896,-568393.548,-208464.418,-236877.450,-2809906.573,-316158.998,-294211.621,-985630.117,103928.400,-299939.980,-191884.738
"ENE 2001",-2954312.137,-686136.650,-899575.020,-844704.233,-126060.222,-210079.253,213438.370,125296.988,-1313457.263,-162919.971,-279693.668,-814318.705,52792.942,-398480.705,-193519.891
"FEB 2001",-2869588.581,-907560.985,-928615.002,-742455.452,-278850.892,-272964.910,21054.017,-45995.677,-1557168.851,-216796.369,-228501.058,-592675.341,108275.556,-359726.255,-208538.281
"MAR 2001",-3210258.179,-1033670.602,-988164.147,-877219.767,-94669.473,-231080.653,-45506.455,-43562.082,-1825840.231,-339001.704,-293807.519,-822395.689,103749.616,-278787.458,-157457.052
"ABR 2001",-3506548.007,-1592309.944,-1393639.794,-1022355.954,-234847.217,-255096.834,-198670.150,-191043.993,-2322805.219,-181955.733,-239072.758,-533011.219,22254.821,-347288.517,-169566.047
"MAY 2001",-3457728.024,-1127659.631,-1193008.842,-951779.992,-137130.952,-366363.753,65349.211,30984.096,-2054041.002,-229978.172,-295112.556,-619507.753,69215.852,-396902.922,-215190.007
"JUN 2001",-4372512.430,-1649509.724,-1595492.469,-1073852.127,-177260.671,-444272.487,-54017.255,3189.842,-2712320.453,-306108.744,-282933.496,-822470.622,95476.554,-366785.459,-175823.910
"JUL 2001",-3464762.592,-1483856.577,-1607011.814,-997088.651,-277893.556,-360588.467,123155.237,73035.554,-1916852.640,-8336.154,-245151.880,-629453.805,33936.731,-403200.803,-188404.631
"AGO 2001",-3696979.302,-1308882.603,-1320960.649,-868999.717,-232994.815,-302154.023,12078.046,-48115.478,-2011654.910,-61747.273,-233264.922,-750586.161,-27585.302,-426056.687,-199225.857
"SEP 2001",-4032223.030,-1717233.096,-1637651.595,-1085341.932,-348353.924,-356216.049,-79581.501,-74975.697,-2308284.639,-201335.034,-246973.193,-726531.397,-102976.540,-420595.812,-149271.854
"OCT 2001",-3676242.298,-1438258.199,-1462788.143,-916701.691,-484671.304,-380244.993,24529.944,-13947.622,-2188756.986,-214239.764,-282242.544,-705386.464,-62510.718,-384265.650,-162132.106
"NOV 2001",-3431486.962,-1578903.397,-1536661.911,-1087087.044,-474610.152,-404133.335,-42241.486,-17782.274,-2306166.036,-161868.770,-292880.843,-564769.838,23851.485,-342920.230,-162224.089
"DIC 2001",-4346193.214,-2753671.970,-2340237.106,-982200.566,-896767.194,-490135.856,-413434.863,-313979.295,-3301664.996,-156363.861,-203906.761,-550088.409,94381.874,-308634.899,-183056.234
"ENE 2002",-2948900.697,-335044.234,-647297.659,-743935.262,-110987.862,-76200.550,312253.425,275470.524,-1265340.263,-278725.224,-261475.688,-612780.910,-85767.903,-464293.635,-248228.578
"FEB 2002",-2633844.154,-742274.497,-954345.652,-853953.762,-225808.615,-154398.528,212071.155,215994.179,-1111655.382,-116295.435,-205080.304,-571866.610,-38116.014,-408408.784,-159080.976
"MAR 2002",-2410925.615,-712018.679,-859236.239,-869961.409,-20406.089,-187484.217,147217.560,166673.167,-1276021.988,-148930.480,-260807.222,-448033.320,-32855.240,-338320.713,-76710.381
"ABR 2002",-3126181.153,-888314.706,-1027135.368,-1002283.424,-212330.274,-137899.229,138820.662,164529.622,-1549338.903,-143074.129,-273903.523,-503006.446,-67097.154,-383705.730,-242440.114
"MAY 2002",-3446295.526,-1554127.211,-1516035.411,-1092531.256,-217229.162,-272292.540,-38091.800,105447.946,-2022279.631,10547.340,-301014.339,-460731.226,-61006.340,-364041.961,-178383.184
"JUN 2002",-3355563.089,-1427279.284,-1762564.765,-1142657.551,-381580.769,-294722.916,335285.482,289694.824,-2032780.281,-91874.621,-294203.062,-500978.932,-97996.433,-299703.046,-155764.431
"JUL 2002",-3295189.709,-1397376.461,-1563395.764,-1087171.754,-264037.098,-421183.597,166019.303,162187.260,-1964804.054,-19054.637,-287399.535,-454039.268,-77701.961,-423937.284,-161449.202
"AGO 2002",-3093046.188,-1198372.921,-1374160.144,-795947.127,-365395.908,-313731.474,175787.223,190062.458,-1536247.924,-95775.744,-199640.245,-600063.722,-59303.860,-425304.342,-134642.421
"SEP 2002",-4313842.243,-1834003.581,-1771856.604,-1232205.481,-385909.141,-267231.502,-62146.977,-4191.638,-2530111.379,-91761.681,-256284.668,-715854.646,-114512.093,-481001.557,-173458.951
"OCT 2002",-4280901.345,-1634378.145,-1690560.522,-1353734.953,-262706.624,-285702.584,56182.377,81718.696,-2442415.896,-86187.399,-313878.309,-703693.082,-167091.095,-486982.580,-261637.129
"NOV 2002",-3963297.130,-1745044.808,-1807302.633,-1633443.023,-290100.453,-165237.575,62257.825,95382.391,-2371462.353,-126561.708,-288816.195,-547180.190,-31123.458,-392094.422,-207893.039
"DIC 2002",-5106482.612,-3006707.456,-2756546.382,-1382861.875,-604898.909,-549334.703,-250161.074,-71566.314,-3683719.151,-187860.734,-246336.237,-579485.396,-70734.127,-355319.059,-163528.414
"ENE 2003",-3221397.718,-489624.456,-849358.006,-835677.588,-195844.381,-76498.640,359733.549,299425.739,-1283911.273,-145601.857,-267805.287,-793204.927,-106046.643,-449191.293,-241869.447
"FEB 2003",-3170608.117,-1083543.097,-1284634.671,-1045029.554,-181888.293,-218597.004,201091.575,231072.215,-1667970.009,-100140.754,-216932.309,-615887.339,19751.381,-400260.798,-175010.461
"MAR 2003",-3416712.828,-1103225.516,-1250171.015,-1158858.019,-177888.323,-208048.182,146945.499,170836.769,-1833941.206,-115715.918,-310842.798,-691850.888,16014.487,-393583.519,-206047.545
"ABR 2003",-3309112.222,-1127047.481,-1096513.904,-945476.942,-245554.098,-114585.483,-30533.577,41487.366,-1780620.069,-28904.244,-310559.262,-509062.558,-187372.947,-386186.067,-219860.364
"MAY 2003",-3689916.332,-1236307.231,-1217555.599,-1175053.747,-138774.097,-171725.702,-18751.633,526.922,-2237605.238,-251952.761,-364344.619,-490414.162,-75118.410,-472314.777,-234962.786
"JUN 2003",-3746001.247,-1544607.050,-1581407.890,-1098175.492,-274965.926,-238191.956,36800.840,117843.821,-2232916.379,-49751.425,-375055.660,-512882.734,-133686.230,-441895.328,-232112.696
"JUL 2003",-4064925.200,-1661401.074,-1871594.305,-1182484.800,-218701.678,-477372.361,210193.231,238609.402,-2405757.670,-59032.938,-340232.451,-598629.295,-157508.367,-493360.823,-220672.296
"AGO 2003",-3820131.294,-1670001.672,-1627165.652,-1067677.398,-226933.692,-304643.842,-42836.020,-69499.099,-2202712.894,-61026.193,-205259.878,-471700.430,-148407.141,-468218.875,-187277.901
"SEP 2003",-4850461.807,-2144160.902,-1935120.105,-1368997.398,-234456.099,-416193.120,-209040.797,-55376.081,-2734101.413,-97092.180,-306497.962,-513652.223,-276376.090,-606452.446,-208547.756
"OCT 2003",-4109155.427,-1858835.781,-1689022.143,-1215697.230,-332367.752,-281602.547,-169813.638,53734.026,-2449745.148,47505.677,-382125.756,-536009.218,-272600.451,-530134.204,-196571.971
"NOV 2003",-4585368.031,-2122162.360,-1961173.376,-1278529.507,-464839.805,-401178.832,-160988.984,38576.907,-3042896.198,-193898.087,-400723.739,-601594.294,-105041.020,-451302.018,-236123.092
"DIC 2003",-4295416.154,-2341989.193,-2130632.980,-1220694.346,-494539.333,-451553.678,-211356.213,15631.001,-3008348.933,-82412.964,-335914.604,-529306.851,67146.360,-490777.361,-240968.917
"ENE 2004",-3510515.428,-696606.579,-917346.059,-770812.710,-179829.847,-280059.534,220739.480,246491.299,-1657232.274,-240331.653,-265248.422,-760911.394,59362.786,-583661.530,-240653.393
"FEB 2004",-3722570.150,-1535286.531,-1583795.509,-1119123.164,-330711.812,-258582.536,48508.978,223936.653,-2232101.087,-137226.838,-299881.999,-512236.027,-71109.158,-472906.253,-206693.547
"MAR 2004",-4360747.917,-1698133.238,-1655860.436,-1293917.304,-328383.319,-313465.855,-42272.801,187306.254,-2539938.432,-104578.088,-459743.970,-608874.338,-142755.895,-475418.209,-231260.924
"ABR 2004",-4855065.909,-1987372.529,-1904835.283,-1410366.567,-173194.463,-473480.310,-82537.247,55279.732,-2907858.589,-135898.261,-373842.938,-496992.948,-253174.012,-566361.194,-216026.222
"MAY 2004",-4726705.447,-2036710.204,-2139166.315,-1739785.889,-114086.575,-392245.879,102456.111,196057.862,-2930771.801,-168358.278,-357276.143,-842734.642,-23229.120,-496054.469,-254422.770
"JUN 2004",-5490375.120,-2407780.177,-2281605.154,-1630351.375,-40383.097,-531282.534,-126175.022,62270.992,-3514176.792,-187803.216,-442046.200,-622244.267,-200338.602,-656768.073,-277717.803
"JUL 2004",-5077475.708,-2256262.101,-2335128.737,-1736300.446,-208265.666,-488865.546,78866.635,176165.120,-3055813.498,-43429.622,-386084.797,-729548.727,-107684.146,-629920.803,-219926.575
"AGO 2004",-5366638.990,-2226049.417,-1929126.300,-1118460.144,-308798.220,-435937.836,-296923.117,-206380.645,-3049705.427,-166134.504,-293689.005,-734734.589,-148731.029,-659835.207,-223431.332
"SEP 2004",-6286054.474,-2311854.990,-2188655.400,-1472968.772,-97711.484,-524986.722,-123199.590,-19057.271,-3379945.055,-197019.075,-390332.893,-887811.142,-380850.949,-766089.649,-242695.053
"OCT 2004",-5390884.990,-2611462.073,-2403345.003,-1362272.307,-338863.827,-527829.470,-208117.071,-97393.737,-3484591.341,-80955.097,-387644.190,-613448.574,-117382.634,-657293.702,-275291.080
"NOV 2004",-5687014.834,-2206104.237,-2059780.807,-1334759.397,-62692.580,-607582.221,-146323.429,-123981.242,-3475126.928,-272910.629,-450377.393,-824906.433,-76149.316,-691653.825,-302968.669
"DIC 2004",-6195554.560,-3411782.512,-3248685.176,-1307549.436,-991183.185,-717632.562,-163097.336,-158022.644,-4406703.565,69605.867,-409665.794,-458991.772,27305.066,-679154.272,-406751.484
"ENE 2005",-5280188.184,-1415982.154,-1518234.214,-1198719.282,-47370.076,-379885.619,102252.060,101166.448,-2648279.788,-169239.256,-457055.158,-900850.629,-158009.952,-738947.632,-258547.778
"FEB 2005",-5093180.817,-1751786.423,-1868192.734,-1256405.171,-165626.083,-492108.374,116406.311,132959.749,-2645727.499,-173451.585,-331752.167,-746890.100,-123014.228,-743395.745,-229172.647
"MAR 2005",-6430719.181,-2433468.869,-2380449.017,-1117351.133,-363349.231,-608408.424,-53019.853,-62449.427,-3597251.073,-125049.529,-479189.672,-933024.329,-178123.462,-681571.670,-281241.690
"ABR 2005",-6523910.557,-2466462.066,-2226516.685,-1459100.396,-37405.664,-530359.377,-239945.381,-132424.761,-3899594.556,-286342.312,-385194.450,-881704.561,-301343.602,-702610.282,-293244.252
"MAY 2005",-6373791.208,-2399882.634,-2340060.039,-1444556.493,-94259.331,-644489.794,-59822.595,58598.634,-3508670.082,-376102.441,-396866.657,-847960.438,-286227.514,-822223.988,-290799.177
"JUN 2005",-6571305.179,-2875774.797,-2822269.898,-1573227.547,-321054.642,-466007.805,-53504.899,77562.600,-3882396.090,-279424.407,-372616.226,-921993.089,-233386.252,-831756.964,-300502.943
"JUL 2005",-6127804.634,-2463329.791,-2556575.255,-1379330.657,-156758.915,-703968.703,93245.464,129176.690,-3208802.684,-63848.003,-368255.412,-1052554.896,-194416.569,-900059.792,-256697.084
"AGO 2005",-7192047.804,-2698238.557,-2598215.576,-1252778.568,-530216.534,-574138.168,-100022.981,-51856.615,-3543054.361,-140512.680,-291139.894,-1302195.686,-258623.114,-1021209.389,-211987.410
"SEP 2005",-7105927.962,-2370970.679,-2408023.787,-1404457.069,-376392.167,-494184.286,37053.109,69723.043,-3289165.930,-55145.276,-394136.999,-1626151.993,-191135.808,-1051665.519,-306624.074
"OCT 2005",-6638954.902,-2683814.571,-2491003.662,-1377944.762,-239464.185,-585732.038,-192810.909,-53903.449,-3554051.297,28890.275,-373239.289,-1072376.687,-337803.725,-860654.073,-301567.166
"NOV 2005",-7293045.726,-2776342.432,-2524252.188,-1362820.799,-266566.825,-674414.646,-252090.244,-192831.365,-3794509.501,-93003.550,-443220.386,-1141521.573,-484653.082,-893974.752,-385933.857
"DIC 2005",-7181695.182,-3676912.804,-3298896.003,-1451403.832,-588866.872,-840999.738,-378016.801,-245665.257,-4612601.948,11221.968,-423770.255,-1119256.482,135828.900,-893246.849,-310544.091
"ENE 2006",-6583935.637,-2103409.078,-2300816.527,-1196760.121,-188859.497,-363051.773,197407.449,251570.541,-3022827.115,-62609.281,-330011.958,-1250897.753,-144035.947,-941042.209,-431511.541
"FEB 2006",-6504475.634,-2105157.017,-2040875.120,-1592807.638,194600.917,-583038.122,-64281.897,251495.153,-3054763.352,-139676.138,-365247.709,-1111296.837,-148555.980,-888687.630,-310031.975
"MAR 2006",-8027491.556,-3042872.149,-2961380.360,-1799785.221,-220010.111,-622978.152,-81491.789,132056.710,-4245325.575,-146468.160,-413356.917,-1553921.472,-262545.572,-786306.437,-338868.718
"ABR 2006",-6883777.220,-2706331.642,-2514687.318,-1394173.928,-177351.407,-461439.444,-191644.325,-138255.431,-3454715.514,-179163.375,-306713.714,-1343465.703,-102335.553,-804036.268,-286047.353
"MAY 2006",-7528029.058,-2560008.541,-2422761.871,-1692390.929,-20984.594,-416684.972,-137246.670,-45594.224,-3537983.583,31855.343,-431657.373,-1297800.804,-306514.712,-980490.036,-440507.802
"JUN 2006",-7685341.796,-3021510.682,-3131491.890,-1593809.530,-597218.996,-475342.203,109981.207,193717.575,-4091134.409,27624.664,-421145.100,-1453101.391,-117342.079,-1065704.528,-475639.628
"JUL 2006",-7176763.179,-2694513.084,-2690921.015,-1563366.042,-101037.342,-680398.796,-3592.070,-18614.532,-3568001.035,-209085.890,-336448.234,-1474611.870,-64810.516,-1029040.239,-359110.166
"AGO 2006",-8077685.681,-2895836.361,-2712040.186,-1490694.421,-164540.936,-483348.143,-183796.175,-68130.454,-3846493.521,1521.297,-326107.109,-1582033.176,-38609.767,-1173345.911,-300792.009
"SEP 2006",-7647377.613,-2331744.090,-2212410.626,-1396352.969,-83060.997,-460393.081,-119333.464,-4525.975,-3514948.689,-42685.863,-372215.710,-1410111.221,-308379.502,-1271614.759,-322326.801
"OCT 2006",-8401991.527,-2587115.995,-2588591.822,-1596727.100,93426.074,-671788.413,1475.828,97294.618,-4027917.050,-94787.349,-455005.560,-1577699.322,-476321.844,-1262053.643,-439120.826
"NOV 2006",-8774574.287,-3075424.521,-2829561.604,-1642313.609,64869.595,-898036.434,-245862.918,87492.226,-4436108.758,-201546.446,-375374.629,-1175412.238,-473106.586,-1349381.174,-476105.423
"DIC 2006",-6395567.735,-2935138.132,-2720471.630,-1483220.984,-208956.288,-605606.009,-214666.502,-77759.715,-3599996.971,37188.072,-360743.282,-1300571.859,126024.957,-1079479.617,-405286.538
"ENE 2007",-7623543.135,-2205476.671,-2164576.414,-1456152.144,111557.389,-437805.841,-40900.257,149698.718,-3105263.121,-137980.847,-375253.790,-1167087.209,-361604.199,-1407883.196,-354461.553
"FEB 2007",-6889097.410,-2328790.407,-2321274.586,-1756107.709,167456.980,-604846.972,-7515.820,144797.442,-3391150.496,-80172.272,-401425.109,-1197319.081,-110850.955,-1219320.461,-341446.805
"MAR 2007",-7804037.930,-2772001.647,-2759066.988,-1840192.484,169959.033,-642427.541,-12934.659,182545.902,-3915746.715,-136157.878,-475278.021,-998499.639,-374622.645,-1196269.566,-354505.000
"ABR 2007",-7659929.543,-3282413.033,-3025594.641,-1908441.064,-67953.461,-749103.076,-256818.392,-113495.385,-4620524.177,-336663.249,-389400.522,-1000027.691,45713.767,-1048738.742,-284614.908
"MAY 2007",-7923841.779,-2809463.999,-2753976.474,-1974149.187,152700.691,-713833.168,-55487.525,81483.020,-4256823.591,-269176.542,-407428.147,-1215452.887,-143814.553,-1303143.752,-394199.565
"JUN 2007",-8315991.114,-3557260.354,-3595472.281,-2198843.971,-23781.162,-897234.815,38211.927,187575.963,-4569997.257,72878.776,-410167.879,-1338522.579,-76198.509,-1302567.660,-540179.688
"JUL 2007",-8661226.146,-3177483.736,-3161715.099,-2052329.188,101781.667,-880645.374,-15768.638,131875.405,-4528764.372,-184085.228,-367594.637,-1244449.334,-331077.273,-1541278.339,-360533.577
"AGO 2007",-7820240.161,-2974653.075,-2652078.549,-1354769.463,-202752.529,-731323.201,-322574.526,-142135.613,-4120573.794,-195607.398,-351803.486,-1232496.887,-346911.645,-1590213.183,-250009.066
"SEP 2007",-8410354.823,-3141227.071,-2957782.468,-1933807.550,-45106.011,-727826.367,-183444.603,4529.408,-4424909.564,-242118.569,-340691.599,-1218225.366,-632668.402,-1535660.209,-356703.754
"OCT 2007",-9310423.504,-3737138.224,-3496198.098,-2131657.830,17335.312,-848733.721,-240940.126,-93957.786,-5081831.552,-346235.778,-475828.618,-1402251.452,-465481.768,-1528706.044,-340259.518
"NOV 2007",-8698558.891,-3579739.527,-3446339.750,-2130108.593,-102437.939,-807072.548,-133399.777,-11106.122,-4923516.985,-312520.301,-396371.783,-890792.856,-338734.867,-1746682.064,-386443.121
"DIC 2007",-9834766.273,-4786470.195,-4546911.464,-2212152.120,-719930.385,-878324.586,-239558.731,-66080.369,-5693285.573,-190096.821,-316693.594,-1581322.982,-311000.279,-1162703.123,-385728.123
"ENE 2008",-9152078.595,-1847364.334,-1856935.528,-1545940.361,366884.202,-542345.647,9571.194,72634.537,-3373190.598,-437843.166,-405909.091,-2019473.136,-457288.563,-1710649.299,-339268.825
"FEB 2008",-8074021.272,-2565440.186,-2889819.130,-2110331.786,46448.535,-607804.687,324378.943,335434.086,-3840849.395,-376378.659,-360519.516,-1305747.942,-214020.593,-1512765.939,-279156.368
"MAR 2008",-9602489.299,-2233049.735,-2393558.820,-1715916.389,173874.722,-574172.738,160509.084,219595.250,-3621722.698,-468078.375,-436528.265,-1772477.157,-397962.716,-1155502.786,-250956.597
"ABR 2008",-8047983.624,-2645123.102,-2755814.072,-2022252.959,334772.816,-649933.109,110690.970,129788.201,-3420866.738,-278959.982,-377634.239,-1521827.019,-272763.494,-1395554.887,-301553.843
"MAY 2008",-7963458.035,-2130168.204,-2293306.702,-2115715.215,553258.176,-489653.006,163138.498,160309.099,-3538365.031,-304107.539,-364675.333,-1903212.979,-436643.935,-1405479.815,-257464.234
"JUN 2008",-8662400.398,-2047924.312,-2044880.164,-1726227.158,365617.171,-416719.300,-3044.148,-40170.757,-3455007.875,-310447.088,-378434.337,-2415355.034,-463220.126,-1466888.831,-373166.849
"JUL 2008",-8011995.408,-2039888.371,-2097297.958,-1735568.446,476831.248,-768786.939,57409.586,-5141.795,-2979307.244,-266061.676,-178709.291,-1689671.945,-372207.397,-1783150.653,-233519.345
"AGO 2008",-7597106.122,-2107950.964,-2115074.265,-1091368.146,-198766.189,-471627.502,7123.302,-6413.709,-2943583.696,-195308.336,-149592.151,-2010223.841,-323909.574,-1578140.105,-196068.114
"SEP 2008",-7432760.317,-1246983.049,-1387445.156,-1488910.343,603769.398,-446184.600,140462.107,92943.081,-2291665.093,-262415.026,-250497.568,-1873411.788,-498886.251,-1861261.937,-278542.515
"OCT 2008",-6645250.950,-1752978.808,-1792778.281,-1622016.955,491636.451,-408031.002,39799.473,9010.715,-2662258.918,-185317.056,-241854.293,-1703595.060,-272522.830,-1453545.214,-277563.927
"NOV 2008",-5947641.953,-1918967.463,-1775847.507,-1372350.245,441111.856,-540940.508,-143119.957,-145310.355,-2778064.882,-125856.458,-199752.427,-1213398.756,-298301.301,-1291344.469,-292532.580
"DIC 2008",-6929709.203,-2547419.384,-1999343.291,-1507610.660,209621.116,-434155.766,-548076.093,-404189.703,-3693116.960,-268550.599,-282012.553,-1231898.594,-204340.819,-1288322.976,-241430.627
"ENE 2009",-4498277.794,-502615.701,-538374.469,-1033875.047,662134.639,-153996.047,35758.768,33051.648,-1293880.261,-265289.142,-166034.687,-812975.298,-267921.616,-1265197.268,-199065.250
"FEB 2009",-5867574.503,-2323685.208,-2303847.244,-1288596.235,-718141.437,-271180.859,-19837.964,10109.846,-3065467.686,-475484.315,-124703.369,-1008869.210,-163043.157,-1118604.186,-129903.347
"MAR 2009",-3657397.408,-384333.970,-585336.077,-1242437.639,773334.885,-108644.912,201002.106,188008.228,-1130354.322,-274220.720,-168592.253,-837147.947,-298359.681,-869804.370,-124107.589
"ABR 2009",-3635622.976,-817409.780,-707507.292,-1235764.033,658621.956,-62629.942,-109902.488,19752.899,-1408252.524,-292929.095,-133049.352,-676343.051,-235231.752,-884431.891,-154750.683
"MAY 2009",-3266306.963,-772332.079,-850802.548,-1343049.126,675340.892,-133909.204,78470.469,163286.956,-1136597.602,-131674.775,-156182.655,-843906.264,-154676.360,-793483.705,-139290.584
"JUN 2009",-3235093.235,-807159.644,-598014.674,-850000.250,662342.720,3309.655,-209144.969,30528.890,-1248690.300,-235272.575,-140198.449,-714518.715,-207492.163,-884620.241,-111231.130
"JUL 2009",-3231054.446,-405882.038,-270850.125,-799180.444,670253.934,-199857.270,-135031.913,116376.326,-667560.195,110406.012,-160625.908,-834343.173,-132791.874,-1080064.511,-211938.842
"AGO 2009",-4522932.679,-1380459.170,-1003184.220,-765224.506,108776.249,-252449.080,-377274.950,-14122.953,-1875502.113,-160246.760,-137112.704,-984789.474,-211307.649,-1084765.007,-110942.426
"SEP 2009",-5432275.039,-1578805.151,-954730.408,-1187240.778,428874.062,-28586.143,-624074.743,-282320.276,-2111068.664,-276930.411,-152151.222,-997329.574,-551621.802,-1196087.076,-139952.401
"OCT 2009",-3909352.929,-925956.014,-537792.138,-839416.730,497019.326,-145892.606,-388163.877,-94413.992,-1315312.511,-269140.319,-208740.441,-1056656.562,-136664.664,-1082530.763,-153184.233
"NOV 2009",-4855370.066,-1189092.555,-912664.790,-879112.184,388883.042,-308193.141,-276427.765,46973.495,-1932073.577,-293668.706,-213381.631,-1099738.096,-203059.476,-1100988.670,-158705.850
"DIC 2009",-4071261.400,-1331016.490,-1004132.535,-879417.800,338089.639,-284925.083,-326883.955,20228.501,-1905837.090,-139563.774,-142381.119,-945635.870,-144454.096,-1103575.275,129331.934
"ENE 2010",-4509706.667,-483267.634,-285832.204,-655858.303,540067.360,-58854.390,-197435.430,43509.547,-1182574.480,-292806.191,-186725.240,-1219626.456,-199433.065,-1217999.116,-127627.607
"FEB 2010",-3561647.051,-381677.194,-3010.998,-712732.782,873951.830,-88871.452,-378666.196,49877.802,-743168.946,-195065.463,-156840.412,-1257912.958,-107099.256,-1171945.389,133499.544
"MAR 2010",-4292337.428,-224318.006,78554.310,-874010.215,808318.550,-76565.235,-302872.316,56832.645,-906046.792,-263176.832,-224676.300,-1299991.339,-404067.867,-1278887.991,-239431.592
"ABR 2010",-5004385.146,-1029195.382,-870307.415,-890556.977,664541.931,-201152.645,-158887.966,68814.130,-1669417.893,-234166.424,-180950.077,-1388013.922,-374925.828,-1093801.801,-169081.816
"MAY 2010",-4165015.712,-604997.468,24004.588,-652216.877,756610.577,77670.307,-629002.055,-119461.155,-1050810.345,-228913.374,-220676.281,-1101703.382,-393173.823,-1256502.178,-114243.478
"JUN 2010",-4711078.172,-713038.144,-370161.565,-859125.020,752723.233,-47796.263,-342876.579,113876.064,-1078665.118,-224810.349,-177377.380,-1483371.505,-251230.345,-1330249.689,-127683.652
"JUL 2010",-4287574.198,-242281.830,-116847.944,-760016.023,566723.171,-118249.384,-125433.886,239651.338,-582796.089,-150924.039,-110614.009,-1500874.748,-181999.614,-1550609.788,-75159.112
"AGO 2010",-4459598.578,-502620.517,-452386.516,-552804.176,155815.754,8147.036,-50234.001,-17826.618,-732160.791,-106358.097,-133433.614,-1359233.611,-287283.789,-1502647.831,-74294.628
"SEP 2010",-4345729.388,-123593.056,72116.861,-816563.023,934305.041,-9687.555,-195709.916,46023.827,-407162.593,-256038.129,-178709.175,-1196139.645,-339667.913,-1694528.785,-102196.155
"OCT 2010",-3700463.007,429494.174,398957.466,-564271.654,843133.520,153449.504,30536.708,256992.150,-358645.367,-275527.504,-147857.824,-1483544.391,-194062.230,-1427005.360,-86811.897
"NOV 2010",-3879791.581,333156.480,489489.701,-548085.453,872779.845,188934.214,-156333.221,64459.742,-279131.708,-261394.610,-180338.398,-1174155.127,-507372.176,-1355339.471,-138709.618
"DIC 2010",-5365273.913,-505781.887,-226420.886,-599910.707,630359.334,-225409.147,-279361.001,-94215.671,-1024928.694,-345253.040,-150202.348,-1872799.049,-392600.746,-1339485.406,-122046.604
