"","IE_8_9.1","IE_8_9.2","IE_8_9.3","IE_8_9.4","IE_8_9.5","IE_8_9.6","IE_8_9.7","IE_8_9.8","IE_8_9.9","IE_8_9.10","IE_8_9.11","IE_8_9.12","IE_8_9.13","IE_8_9.14","IE_8_9.15"
"OCT 1988","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1988","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1988",163871648,"_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ENE 1989","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1989","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1989",168074800,"_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1989","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1989","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1989",180189392,"_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1989","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1989","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1989",186900544,"_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1989","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1989","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1989",196021632,"_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ENE 1990","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1990","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1990",197785568,"_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1990","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1990","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1990",205944496,"_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1990","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1990","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1990",210598976,"_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1990","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1990","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1990",217974544,"_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ENE 1991","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1991","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1991",224417984,"_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1991","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1991","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1991",231078192,"_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1991","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1991","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1991",235896608,"_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1991","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1991","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1991",244517472,"_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ENE 1992","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1992","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1992",242787520,"_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1992","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1992","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1992",248814144,"_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1992","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1992","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1992",253993232,"_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1992","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1992","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1992",261364480,170102361,9373673,60267716,29201820,71259152,10199026,79332126,46080864,43963807,13208185,20043076,662093,11267943,85481710
"ENE 1993","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1993","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1993",259069280,166097321,8700721,58053552,29686377,69656672,10182277,79889848,48678468,46441224,12773709,18437668,661453,12420634,88547122
"ABR 1993","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1993","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1993",260646992,164449832,8594500,56682296,28985779,70187256,10088717,83006156,50935236,48440618,12846232,19224686,716430,12474551,90009732
"JUL 1993","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1993","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1993",262023168,163867780,8565638,56187512,28458433,70656200,9986312,84426022,52253604,49751423,12559816,19612602,898200,12831154,90698349
"OCT 1993","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1993","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1993",264500976,162301219,7634128,54623332,24952124,75091640,12270267,89136778,56213216,53667616,12420775,20502790,911759,12151180,93435607
"ENE 1994","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1994","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1994",264082864,161931188,7126993,53553860,24608470,76641864,12261503,89915455,57964168,55409268,12430142,19521148,1150123,11086118,94834141
"ABR 1994","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1994","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1994",265397136,159072996,6998084,52531648,24175931,75367336,12046938,93314357,60852240,57919765,12450596,20011520,1033813,11976023,97075109
"JUL 1994","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1994","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1994",267130048,158804438,7075725,52769132,24214614,74744968,11965329,95989295,63533568,60456821,12552258,19903474,1067037,11269309,99713511
"OCT 1994","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1994","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1994",273021952,161072049,7313969,53234700,23136778,77386600,11787786,99590192,67111352,63812098,12672911,19805932,1087279,11272402,102035916
"ENE 1995","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1995","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1995",274381696,161299570,7472728,53212868,22677317,77936656,12646100,101529371,68687424,65300974,12466667,20375280,1142150,10410566,104010841
"ABR 1995","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1995","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1995",280410080,163281264,7597504,52927688,22836084,79919984,13038120,105579645,71462104,67970452,12661966,21455572,1144265,10404988,107336308
"JUL 1995","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1995","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1995",282856128,164564300,7738777,53886564,23458055,79480904,13123722,107678753,73099688,69684799,13056180,21522882,994025,9619085,109681465
"OCT 1995","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1995","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1995",289827904,168629935,7954328,55607124,23614589,81453888,13152365,110468399,75703488,72355343,13101775,21663138,1065438,9664135,112470442
"ENE 1996","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1996","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1996",290075328,167568513,8309211,54331036,23520943,81407320,13538961,111879214,77464712,74046400,12963289,21451206,1106797,9520842,114524616
"ABR 1996","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1996","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1996",298505600,171220510,8529263,54453228,24154938,84083080,13352210,116613844,80479496,76851303,13387087,22747262,1002778,9668451,117986644
"JUL 1996","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1996","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1996",300651776,171544197,8656518,50710488,24349163,87828032,13593423,119155043,82888480,79067613,13471695,22794862,1002011,8950536,120831066
"OCT 1996","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1996","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1996",311374432,177057444,8814558,52892828,24266838,91083224,14861320,123077436,85592336,81591179,13653763,23831340,1119553,10119960,124720494
"ENE 1997","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1997","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1997",319989824,181972772,8768820,53208664,24488880,95506408,15153747,126388109,88542168,84324152,13983650,23862292,1084017,10544947,128184795
"ABR 1997","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1997","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1997",329647744,185929548,9289136,53212420,24775401,98652592,15445591,132824796,93447968,88972329,14668612,24708220,950015,9943331,133668960
"JUL 1997","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1997","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1997",340248224,191413648,9494044,55685524,25064768,101169312,16041257,138174661,98228848,93997430,15295598,24650216,866747,9789769,139334873
"OCT 1997","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1997","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1997",354345568,198416868,9481512,57789332,24701003,106445016,16646913,145446990,104291672,99392460,15947598,25207716,1313458,9168225,145639588
"ENE 1998","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1998","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1998",366109024,201442472,9572315,56669464,26274808,108925888,15348783,153828929,108399032,103779741,15895526,29534376,1369316,9468396,150022623
"ABR 1998","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1998","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1998",383613792,209624239,9907062,61427836,28190165,110099176,16461571,163511546,115727520,110476733,18728144,29055884,1653450,8824610,160379256
"JUL 1998","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1998","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1998",394997088,215989323,10147654,61772076,28878432,115191160,17305222,169119276,119894944,114557887,19884694,29339638,1699644,8188749,166078598
"OCT 1998","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1998","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1998",413854208,227867292,10358328,64320628,29269525,123918808,18670760,175008381,123254040,117474271,20624652,31129688,1779682,9199240,171194325
"ENE 1999","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1999","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1999",422285728,230440754,10881687,63078336,29911822,126568912,20162244,180904566,128194544,122399312,21341938,31368084,1851299,9089114,178268610
"ABR 1999","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1999","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1999",450809856,247982450,11455581,72624424,32527489,131374952,22041804,190331272,133924168,127878713,21824194,34582904,2039364,10456806,188493461
"JUL 1999","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1999","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1999",460354656,251442480,11512237,70933488,33369214,135627536,22362848,197420682,139265264,133034362,22789212,35366212,2059986,9431507,194997326
"OCT 1999","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1999","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1999",476965536,257973933,11887486,71186992,35111937,139787520,24668812,207090285,145184112,138712725,23370540,38535628,2335492,9565840,204964861
"ENE 2000","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 2000","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 2000",493604256,266342116,11916289,73034984,37002543,144388304,26528620,214326557,150676544,143905397,23769980,39880032,2449288,10486289,214207707
"ABR 2000","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 2000","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 2000",519659168,280381428,12481829,73280072,39319729,155299808,29347866,224163386,158078080,151266633,24536544,41548768,2477132,12637240,226745675
"JUL 2000","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 2000","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 2000",534331744,288999376,12952367,75407896,41208360,159430752,31359842,232114476,165891296,158847596,24911484,41311704,2524606,10693289,238459498
"OCT 2000","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 2000","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 2000",559407104,302034277,13140921,78587760,42627106,167678480,33559064,243837343,176652800,169280373,26885444,40299104,2342133,11193552,252838970
"ENE 2001","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 2001","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 2001",564120128,299581237,12763533,76144416,42367687,168305600,35982920,251694402,183188928,175505301,28330784,40174688,2214838,10629465,261539535
"ABR 2001","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 2001","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 2001",592071424,313118114,12945824,78850192,44684025,176638064,38315664,266944550,193427136,185448838,31034412,42482992,2263631,9744844,276426825
"JUL 2001","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 2001","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 2001",603048576,317261627,13214571,81898520,44957477,177191056,38731312,273224171,198746912,190559333,31826352,42650904,2282400,10279982,282435701
"OCT 2001","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 2001","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 2001",624853824,330591290,13319604,82959448,46411793,187900448,41839780,281788856,205790288,197191947,33076408,42922152,2394191,10079415,294041861
"ENE 2002","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 2002","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 2002",640193152,334865149,13420262,82689072,47487100,191268720,43594432,293673263,214353856,205404465,34671396,44648000,2382129,9272586,305435388
"ABR 2002","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 2002","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 2002",664445824,343190993,13979529,81234760,50770868,197205840,46332168,308555299,225521328,216080208,35466336,47567636,2286633,10412896,322624364
"JUL 2002","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 2002","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 2002",680806272,351949547,14281273,82834408,53777400,201056464,49026320,316697306,234668176,224849433,35072060,46957072,2339251,9820202,337471896
"OCT 2002","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 2002","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 2002",701663104,368465841,15121797,85762064,57375900,210206080,55031304,320053426,235085744,224829675,34741136,50226544,2324429,10819102,347492948
"ENE 2003","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 2003","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 2003",722204032,375901197,15138044,86559480,56974900,217228768,60177892,331746563,244497520,233728664,34910232,52338816,2285286,12270971,361650312
"ABR 2003","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 2003","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 2003",754872000,389248670,15711502,87014976,59431224,227090960,65837124,349499801,256010064,244414001,35675520,57814224,2512338,13607653,381278412
"JUL 2003","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 2003","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 2003",770522752,398205666,16462378,87239976,61902277,232601040,70782208,357146384,264452944,252316492,36468324,56225124,2651002,12519667,397137429
"OCT 2003","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 2003","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 2003",802212416,411985981,16401761,85829000,65783562,243971664,77980432,372012754,275957888,263192009,35135912,60918944,3002075,15211534,419721882
"ENE 2004","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 2004","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 2004",832734208,428517151,16972522,85325896,68171385,258047344,85136488,386179375,288735936,275107288,36201272,61242160,3107881,14929820,442043809
"ABR 2004","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 2004","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 2004",878476608,452030081,17101716,86636000,72361991,275930368,94970008,405486148,301537120,286744423,37374064,66574944,3183167,17777241,468869119
"JUL 2004","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 2004","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 2004",903589632,464578269,17655364,88359912,75494457,283068544,102454704,419229849,315020864,299446600,38074664,66134328,3426252,16355248,492970025
"OCT 2004","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 2004","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 2004",945697280,482983648,18103954,90487360,78372444,296019904,112164576,441442670,333825888,317268403,38378916,69237856,3677175,17593800,524362908
"ENE 2005","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 2005","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 2005",989195904,507089283,18188044,93815040,83421173,311665024,121444448,462909541,351756832,334224467,39374532,71778192,3548359,15648725,556622453
"ABR 2005","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 2005","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 2005",1085319552,544048424,19500520,99392712,89806051,335349152,135482624,516384160,394988640,375523067,42531352,78864176,4200405,20686580,620277315
"JUL 2005","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 2005","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 2005",1131240448,567022270,20182292,101715840,94410555,350713568,144810512,541345811,419032160,398497776,44643736,77669904,4354804,18517518,658253227
"OCT 2005","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 2005","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 2005",1202628349,604060684,20737968,104695008,100760840,377866866,162086547,576253333,448687496,426953922,45927812,81638024,4666170,17648162,711534883
"ENE 2006","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 2006","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 2006",1265755209,637276828,21212940,105686640,106182519,404194725,181490869,604877999,475037877,452318214,46319720,83520400,4787517,18812865,762711265
"ABR 2006","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 2006","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 2006",1350190300,681307360,21945772,109855480,116194748,433311363,198997708,642697483,502002069,478157794,49160596,91534816,5108772,21076685,817194525
"JUL 2006","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 2006","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 2006",1419972812,728057791,22460132,115265968,127420469,462911225,216642137,666972350,523184330,498793357,50551720,93236296,5358875,19583796,867246936
"OCT 2006","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 2006","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 2006",1508625504,781643820,23013876,119488160,134317183,504824599,244050344,700294438,548739506,523595277,51460840,100094096,5704220,20983026,927107033
"ENE 2007","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 2007","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 2007",1569169176,816098234,23436380,121147736,137836378,533677741,264653271,726178827,570989106,545189583,52713008,102476712,5743013,21149102,973478755
"ABR 2007","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 2007","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 2007",1652351496,869173743,24293672,132144792,144551504,568183775,282080776,754726425,593654739,567062006,53897636,107174056,5954784,22496544,1020287019
"JUL 2007","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 2007","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 2007",1706125981,910000745,25084860,140332224,150340849,594242814,292598883,768196946,609791115,582504660,54034808,104371024,6106420,21821870,1052730847
"OCT 2007","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 2007","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 2007",1760212698,943086511,25244952,141570880,153453030,622817646,303513930,789249833,623540389,595929066,56576080,109133360,6088681,21787673,1080507349
"ENE 2008","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 2008","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 2008",1793355505,962330676,25003124,143815712,154237145,639274700,311271521,802258449,635010140,606806782,57357108,109891200,5803996,22962384,1100518806
"ABR 2008","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 2008","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 2008",1838174329,991307231,25726888,148217504,155600470,661762367,313175524,817074236,645286287,616486581,57725876,114062072,5952433,23840429,1114062281
"JUL 2008","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 2008","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 2008",1852563075,1005670043,26593292,155480800,156363299,667232651,315443458,816755047,651958270,623101394,55859200,108937576,6063085,24074900,1123765027
"OCT 2008","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 2008","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 2008",1869881680,1018047599,26243532,156140736,151847732,683815596,318031910,819411861,655144510,626620008,54175776,110091568,6091224,26330996,1125024152
"ENE 2009","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 2009","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 2009",1861733601,1022369184,24471648,158905424,143514644,695477476,324221716,808715287,651494881,621811313,50560288,106660120,5125310,25523820,1119231241
"ABR 2009","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 2009","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 2009",1861005048,1012499450,23731952,158799632,134690275,695277583,324663474,815067846,651563552,620920175,49582632,113921664,5381943,28055809,1110917301
"JUL 2009","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 2009","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 2009",1846010037,1007157186,23575940,153069920,134045129,696466192,324439249,810148885,652434013,622122388,49840232,107874640,5457194,23246772,1110918391
"OCT 2009","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 2009","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 2009",1837037733,999569594,23122920,152199008,130438387,693809271,322983896,813939331,654566050,624755022,49272576,110100704,5522799,18006009,1107988333
"ENE 2010","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 2010","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 2010",1827086624,994553691,22790754,149367744,126464419,695930776,322820454,811242398,655473489,625856246,47716168,108052736,5371823,15918712,1104758362
"ABR 2010","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 2010","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 2010",1847066309,1005070021,23365928,152413392,124054384,705236315,321945632,821459799,660436354,630104444,44711580,116311864,5840184,14696305,1106436370
"JUL 2010","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 2010","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 2010",1837277565,1008384980,23455726,152030704,121513649,711384896,320089577,810716678,659232377,628695684,40259380,111224920,5743013,12432894,1100835603
"OCT 2010","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 2010","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 2010",1843952224,1012915836,23127800,152375600,114519391,722893045,315781755,812781416,662797693,632449411,42068032,107915688,6096282,12158690,1093098839
"ENE 2011","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 2011","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 2011",1824255597,1002253466,22618446,145795904,109581904,724257206,312151699,804028927,658133444,628138330,41072564,104822920,5710097,12263107,1079867047
"ABR 2011","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 2011","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 2011",1817800455,994085672,22435194,146481296,105488534,719680651,308424484,805057772,658998938,628376980,40201188,105857648,5897723,12759288,1072911956
"JUL 2011","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 2011","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 2011",1788846590,976279918,22203098,145502528,102258462,706315824,303506137,794554297,655726390,625101247,38478328,100349576,6557041,11455334,1061490989
"OCT 2011","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 2011","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 2011",1782554590,970772579,21782040,143246320,98546297,707197925,298322664,793430242,656452255,626550222,37685924,99292064,7000041,11351728,1053321216
"ENE 2012","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 2012","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 2012",1768487912,968348457,21416204,139850416,96193287,710888547,295696263,782441473,649715999,620181627,35835448,96890024,6642738,11055244,1041605549
"ABR 2012","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 2012","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 2012",1744215066,944709211,21084552,138007120,91868966,693748577,286941819,779914929,644200761,614707318,34725840,100988328,7013037,12577889,1023011546
"JUL 2012","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 2012","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 2012",1701788623,916388529,20851964,135138016,87794103,672604441,280245429,767855468,639521616,610942555,31952816,96381032,6910115,10634511,1007561148
"OCT 2012","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 2012","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 2012",1604960593,829788476,20216724,131108784,76217410,602245563,224015072,755689175,633137922,605057096,32903994,89647256,6975996,12506946,933370404
"ENE 2013","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
