"","IE_7_4.1","IE_7_4.2","IE_7_4.3","IE_7_4.4","IE_7_4.5","IE_7_4.6","IE_7_4.7","IE_7_4.8","IE_7_4.9","IE_7_4.10","IE_7_4.11","IE_7_4.12","IE_7_4.13","IE_7_4.14","IE_7_4.15","IE_7_4.16"
"MAY 2002",14597390.394,-4.33,-2.17,-0.73,-26.81,2.55,9.59,0.84,-3.09,-3.95,-5.69,-28.73,-14.61,16.49,-2.38,-11.21
"JUN 2002",14055937.800,-11.29,-8.27,0.31,-31.05,-6.85,5.06,-9.90,-6.71,-4.58,-9.91,-35.75,-26.96,-6.08,-13.40,-15.83
"JUL 2002",14454806.310,4.01,9.48,13.43,-13.78,12.16,6.93,13.71,7.21,7.58,6.72,-5.24,-10.80,2.14,7.80,-7.41
"AGO 2002",11870392.682,-1.03,5.95,4.36,2.72,7.12,-4.67,12.11,5.05,7.22,1.13,0.42,-13.89,-11.45,0.31,-24.03
"SEP 2002",14834618.802,4.21,6.72,2.05,1.54,9.52,3.88,11.05,4.48,4.17,3.74,-12.75,2.59,-2.83,14.14,7.29
"OCT 2002",16891191.710,8.95,8.92,14.98,21.28,3.94,1.80,4.55,7.76,8.28,7.62,-12.44,-1.24,14.37,28.85,58.56
"NOV 2002",15827182.242,6.02,5.38,6.30,11.22,3.79,0.84,4.60,3.83,4.35,3.43,4.73,1.49,-7.22,14.16,20.05
"DIC 2002",15725026.256,12.31,16.91,13.04,-9.65,26.29,15.27,29.57,11.53,12.81,12.17,16.36,6.65,26.29,18.13,-6.10
"ENE 2003",13541334.884,3.46,0.08,4.89,1.56,-2.05,-5.36,-0.98,3.03,4.60,2.17,-10.16,18.11,-14.50,2.75,-2.84
"FEB 2003",14382478.820,7.04,5.15,2.44,8.38,5.78,1.81,6.96,8.11,7.96,7.99,-13.01,6.11,-19.76,6.70,6.47
"MAR 2003",15666549.403,16.29,15.95,18.43,16.02,14.83,8.45,16.56,16.58,17.01,15.82,-5.23,31.78,-18.86,20.80,24.05
"ABR 2003",15582641.172,7.20,10.25,7.00,22.18,9.54,6.12,10.49,12.59,11.15,8.60,-22.57,-2.78,25.74,6.69,-12.23
"MAY 2003",16046558.833,9.93,13.82,14.59,43.91,8.71,-3.25,11.87,9.09,10.08,11.98,39.26,3.63,2.83,32.18,7.99
"JUN 2003",15425945.549,9.75,11.85,10.73,29.24,9.47,-8.86,14.93,9.32,8.03,9.47,2.90,-2.68,17.83,44.56,17.40
"JUL 2003",15495870.800,7.20,9.87,18.71,19.68,4.36,11.22,2.45,6.61,7.21,7.18,6.84,8.57,12.45,20.67,5.11
"AGO 2003",12088313.482,1.84,3.75,7.45,-7.39,3.78,-3.28,6.33,1.51,0.64,2.15,-11.41,-14.79,9.99,13.53,8.41
"SEP 2003",16558221.136,11.62,14.12,19.74,42.23,7.03,16.00,4.77,12.50,11.79,11.82,-0.51,-20.91,36.41,29.81,3.98
"OCT 2003",17177866.944,1.70,3.09,4.24,-1.02,3.06,-8.11,6.18,5.55,2.80,3.04,-22.84,-17.71,30.97,12.31,-33.04
"NOV 2003",16260204.190,2.74,5.17,9.50,3.13,3.45,8.53,2.11,2.90,1.12,3.99,-6.76,-0.23,29.62,13.50,1.44
"DIC 2003",15868541.234,0.91,3.95,14.11,9.91,-1.81,4.25,-3.41,-3.34,-5.34,-1.57,1.14,2.67,26.40,34.30,24.62
"ENE 2004",14209280.671,4.93,9.40,18.70,3.58,6.06,11.14,4.48,6.03,4.58,5.56,1.66,-4.42,10.86,26.00,-4.62
"FEB 2004",15250647.140,6.04,10.75,19.07,7.96,7.47,-6.51,11.42,6.80,5.70,8.34,9.91,-16.98,21.00,16.68,9.75
"MAR 2004",17440367.555,11.32,13.08,21.01,4.15,10.96,8.36,11.62,8.71,7.79,11.13,8.91,-5.93,60.48,22.72,1.66
"ABR 2004",17216092.631,10.48,10.25,19.39,1.29,7.75,12.43,6.51,8.20,8.62,10.43,15.78,1.13,7.08,38.40,1.54
"MAY 2004",17429043.519,8.62,2.83,7.57,-2.68,1.79,20.05,-2.38,9.09,9.70,7.91,-9.33,37.99,-13.12,5.11,4.87
"JUN 2004",18574769.022,20.41,18.76,25.00,15.57,16.36,23.00,14.79,16.00,15.31,18.73,27.72,17.77,18.42,43.41,20.54
"JUL 2004",17958025.360,15.89,11.59,5.82,48.63,8.43,3.69,9.87,15.53,14.88,15.25,0.70,18.06,5.26,23.11,8.33
"AGO 2004",14257681.636,17.95,10.46,12.99,12.64,8.52,16.68,5.85,11.30,8.97,14.22,26.83,38.35,14.28,36.18,21.46
"SEP 2004",18389062.853,11.06,5.33,10.95,0.23,3.55,9.36,1.93,3.85,5.13,6.98,19.11,45.87,34.55,21.51,13.24
"OCT 2004",18393017.227,7.07,1.82,2.60,13.56,-0.79,2.96,-1.70,5.11,5.85,6.34,16.21,19.79,-30.85,17.56,16.24
"NOV 2004",19466243.052,19.72,14.49,15.92,21.81,12.43,6.04,14.21,13.98,14.40,16.06,28.07,37.59,-7.40,46.85,31.44
"DIC 2004",18545730.554,16.87,10.51,6.96,49.24,4.16,12.33,1.82,14.59,17.89,15.51,-15.39,19.17,-16.31,32.60,50.18
"ENE 2005",16184737.814,13.90,10.54,3.97,22.95,11.08,9.47,11.61,11.39,12.57,12.42,-5.97,15.51,8.25,22.51,9.45
"FEB 2005",17234525.883,13.01,7.93,12.58,18.34,3.69,27.88,-2.05,8.01,8.85,7.11,-0.41,37.30,17.65,46.30,7.16
"MAR 2005",19315328.318,10.75,5.67,4.52,41.72,0.37,20.79,-4.64,6.18,7.16,5.79,-8.67,40.57,10.79,35.23,14.17
"ABR 2005",19929136.495,15.76,10.33,6.21,49.76,5.70,4.31,6.09,8.37,8.37,11.44,33.12,65.33,20.78,22.71,24.08
"MAY 2005",19681010.094,12.92,12.33,15.70,28.87,7.62,3.48,8.78,4.34,4.57,6.50,34.60,17.00,42.27,62.60,14.55
"JUN 2005",20152443.369,8.49,3.01,3.30,31.56,-2.03,5.52,-3.94,3.72,4.56,5.90,18.82,32.82,7.01,29.50,6.83
"JUL 2005",18927364.701,5.40,-1.87,4.23,-3.90,-4.35,1.78,-6.11,-2.29,-3.41,-1.07,7.69,32.61,12.93,41.62,17.78
"AGO 2005",17112403.131,20.02,13.33,9.84,40.75,10.80,26.26,5.21,11.00,11.94,11.16,7.59,59.23,39.44,51.34,0.22
"SEP 2005",20621885.658,12.14,6.47,8.50,14.97,3.94,5.15,3.57,6.82,6.79,6.71,-4.67,70.53,-18.90,38.57,22.32
"OCT 2005",19854718.642,7.95,2.74,7.54,-2.35,1.32,13.01,-1.64,0.95,0.74,2.31,-8.48,36.98,41.69,33.24,13.37
"NOV 2005",21885681.586,12.43,6.74,7.72,47.33,-1.10,9.87,-3.94,3.73,3.21,3.44,-18.17,33.90,173.73,36.14,35.51
"DIC 2005",20472330.437,10.39,1.91,11.37,-14.03,2.48,-6.31,5.26,6.01,3.45,5.84,5.94,41.36,47.79,28.86,-15.29
"ENE 2006",19336971.267,19.48,10.65,38.82,14.24,-1.75,0.54,-2.49,13.67,13.61,13.17,18.25,35.77,58.97,30.17,49.48
"FEB 2006",20496580.095,18.93,10.02,8.09,4.86,11.80,12.25,11.66,11.06,9.65,12.55,16.91,50.58,42.53,22.12,43.33
"MAR 2006",23477213.572,21.55,13.03,13.80,0.27,15.31,12.58,16.16,14.83,13.79,16.89,39.79,53.08,64.83,18.34,26.57
"ABR 2006",20044956.118,0.58,-6.51,-4.08,-16.24,-5.51,3.23,-7.93,-2.60,-2.45,-3.85,-5.77,24.06,-16.87,11.49,5.92
"MAY 2006",22999545.780,16.86,8.92,10.96,-4.13,10.50,15.31,9.22,11.61,9.23,11.09,-20.01,36.25,62.89,12.33,47.14
"JUN 2006",22877472.401,13.52,9.62,11.35,-10.46,13.01,6.63,14.78,11.32,11.86,8.67,-22.55,51.30,5.63,25.68,46.66
"JUL 2006",20773777.482,9.76,6.79,2.83,2.13,9.66,2.81,11.79,7.83,8.20,7.57,37.76,27.38,1.55,12.15,21.71
"AGO 2006",19342116.288,13.03,9.47,4.66,7.82,12.17,3.01,16.15,8.77,8.59,9.78,-4.58,23.47,9.57,15.15,28.77
"SEP 2006",21739872.111,5.42,4.89,-0.24,-2.28,8.84,-3.83,12.70,2.90,1.84,3.94,-3.21,-10.75,30.23,18.19,9.82
"OCT 2006",23665488.813,19.19,17.37,12.65,28.44,17.88,21.25,16.90,13.17,14.65,14.20,18.12,37.53,50.55,40.29,41.48
"NOV 2006",23871381.474,9.07,10.16,9.91,-3.72,13.95,4.96,16.61,8.23,9.35,8.53,19.36,-1.35,-18.39,39.06,9.75
"DIC 2006",20933650.718,2.25,2.31,0.77,-5.81,4.95,5.55,4.78,-4.49,-3.41,-3.16,36.84,17.07,34.17,29.23,24.27
"ENE 2007",21592080.809,11.66,10.52,-7.28,41.72,15.64,2.94,19.88,10.08,9.24,7.88,15.42,-1.58,20.42,43.76,0.34
"FEB 2007",21748797.547,6.11,6.05,1.72,20.61,5.62,4.39,6.01,4.43,5.90,5.34,7.51,0.57,41.87,32.30,-1.77
"MAR 2007",24105879.224,2.68,2.39,4.14,24.20,-2.21,-12.34,0.85,4.58,5.67,2.63,-3.57,-25.22,-3.99,45.22,0.57
"ABR 2007",22058999.957,10.05,12.13,10.89,10.94,12.85,1.09,16.49,12.00,12.99,11.75,11.56,-12.35,6.79,32.04,-1.89
"MAY 2007",23942630.116,4.10,6.88,-0.47,21.83,7.71,6.32,8.11,5.52,7.82,6.43,18.02,-7.73,-28.42,33.90,-10.62
"JUN 2007",24425739.988,6.77,4.71,6.14,14.76,2.40,0.58,2.87,6.54,6.48,6.08,18.13,-3.17,10.89,19.00,13.74
"JUL 2007",23982988.870,15.45,14.28,15.79,4.77,15.13,10.33,16.50,13.82,14.98,15.40,4.10,-7.78,25.04,46.87,2.52
"AGO 2007",19945931.931,3.12,4.38,6.55,-7.40,5.37,0.17,7.37,4.43,4.84,4.84,38.52,-13.93,12.09,34.01,-9.62
"SEP 2007",23313454.516,7.24,4.57,4.77,9.04,3.68,2.05,4.10,6.38,6.87,6.60,47.81,-6.23,34.65,24.48,7.40
"OCT 2007",26017059.366,9.94,7.56,8.36,6.20,7.48,2.65,8.94,9.60,10.11,9.25,61.05,-1.51,6.78,27.83,-16.88
"NOV 2007",25266608.641,5.84,0.16,-2.18,-2.18,1.83,-3.85,3.35,6.87,7.04,5.82,12.25,3.08,-12.77,29.79,-15.90
"DIC 2007",24030387.710,14.79,13.96,4.87,21.60,16.86,30.94,12.87,18.55,19.53,14.97,-2.33,13.59,-3.17,4.81,-1.64
"ENE 2008",24080339.539,11.52,5.66,-3.21,-21.26,14.99,32.50,9.98,1.71,1.12,6.22,32.49,58.03,7.71,24.30,-8.76
"FEB 2008",24695429.693,13.55,9.97,9.09,-3.38,12.42,-1.24,16.61,13.30,14.01,12.83,36.24,13.67,-17.81,23.72,-9.92
"MAR 2008",25484072.886,5.72,3.19,-9.61,-27.92,15.79,55.76,5.32,-5.55,-6.02,-5.42,29.74,56.28,2.59,-2.75,-26.09
"ABR 2008",26011794.599,17.92,12.63,2.77,-7.07,20.23,27.97,18.15,11.28,12.08,10.12,13.49,45.16,36.94,34.66,6.88
"MAY 2008",24584737.858,2.68,-2.74,-5.65,-17.81,1.08,-5.53,2.92,-2.97,-2.15,-3.49,12.30,55.29,30.82,6.66,-24.65
"JUN 2008",24126423.117,-1.23,-4.15,-15.88,-21.94,4.21,14.15,1.70,-13.19,-14.46,-10.92,24.21,63.57,27.78,13.50,-24.34
"JUL 2008",25200935.968,5.08,-1.57,-4.39,-8.82,0.59,16.98,-3.84,-5.46,-6.63,-5.38,22.49,45.68,27.05,15.75,-17.91
"AGO 2008",19718937.958,-1.14,-9.33,-12.26,-24.73,-6.01,-1.85,-7.51,-10.40,-10.75,-10.37,-1.36,52.70,1.44,-0.73,-7.92
"SEP 2008",24723191.435,6.05,1.30,3.09,-14.41,2.85,15.92,-0.48,0.39,-0.84,-1.19,2.48,51.21,-1.54,17.79,-11.08
"OCT 2008",23316798.300,-10.38,-14.05,-17.77,-20.50,-11.25,-3.53,-13.44,-15.08,-15.47,-14.97,-18.28,29.71,-24.04,-7.61,-10.59
"NOV 2008",20236632.850,-19.91,-21.50,-17.50,-39.78,-19.71,-1.81,-24.15,-22.85,-23.60,-22.23,-11.99,14.63,-10.75,-26.28,-21.27
"DIC 2008",20071989.096,-16.47,-15.98,-5.37,-26.00,-18.46,-3.83,-23.26,-24.13,-27.45,-19.31,24.43,-4.02,-4.49,9.26,-29.37
"ENE 2009",15590689.665,-35.26,-29.77,-15.41,-32.26,-34.62,-31.32,-35.76,-32.49,-31.19,-33.54,-28.87,-50.41,-37.59,-27.98,-34.76
"FEB 2009",18268142.693,-26.03,-19.53,-2.10,-36.80,-23.86,12.53,-33.32,-26.02,-25.49,-26.30,-3.42,-9.19,-19.82,-26.16,-34.02
"MAR 2009",17371642.820,-31.83,-24.57,-8.36,-25.09,-30.22,-33.70,-28.86,-28.00,-28.41,-26.60,-21.50,-36.97,-11.52,-22.39,-22.45
"ABR 2009",16827741.265,-35.31,-27.86,-16.58,-35.45,-30.95,-17.38,-34.90,-31.83,-32.66,-32.25,-22.90,-41.97,-26.35,-35.20,-33.61
"MAY 2009",16159720.639,-34.27,-25.87,-19.25,-34.92,-27.13,-3.73,-33.10,-29.90,-30.46,-31.73,-31.06,-44.28,-47.48,-39.90,-31.34
"JUN 2009",17131020.559,-28.99,-19.40,-6.36,-33.88,-22.38,-15.78,-24.25,-19.49,-21.21,-22.32,-19.78,-54.28,-38.99,-35.12,-51.21
"JUL 2009",17705774.371,-29.74,-17.34,-9.38,-36.48,-17.99,-12.65,-19.75,-23.40,-26.58,-24.53,-43.62,-41.25,-41.68,-36.89,-13.86
"AGO 2009",14595256.053,-25.98,-10.37,2.45,-24.04,-13.85,-6.58,-16.62,-18.10,-20.23,-20.20,-34.95,-44.22,-30.24,-29.75,-34.09
"SEP 2009",19303420.893,-21.92,-9.99,-1.91,-15.27,-12.55,-13.71,-12.20,-14.72,-17.88,-16.78,-23.97,-41.62,-9.95,-32.64,-37.88
"OCT 2009",18827533.155,-19.25,-5.10,5.56,-22.36,-6.79,-3.91,-7.71,-14.52,-17.48,-15.67,-11.32,-35.52,-31.08,-20.83,-31.12
"NOV 2009",18923111.510,-6.49,8.94,10.45,-2.33,10.09,6.25,11.32,-4.88,-6.68,-5.75,-5.52,-15.57,-20.06,-10.22,-28.18
"DIC 2009",17732742.413,-11.65,-4.08,-5.53,-11.10,-1.82,-15.62,3.87,-7.64,-7.34,-11.69,-34.18,-24.47,-12.64,-10.83,-21.71
"ENE 2010",16601437.453,6.48,9.19,-9.71,-11.15,21.51,4.53,27.78,7.92,3.02,6.08,-12.04,32.21,-0.40,0.00,-5.98
"FEB 2010",17548055.827,-3.94,-2.56,-24.95,-2.91,9.36,-20.73,22.56,-8.63,-15.02,-8.90,-31.57,6.88,7.65,8.50,-2.80
"MAR 2010",20944720.786,20.57,21.26,2.52,9.89,32.04,5.38,41.67,16.92,12.40,16.25,6.07,38.36,31.17,47.00,47.23
"ABR 2010",19627642.413,16.64,13.94,-0.64,8.53,21.55,-1.51,30.07,8.56,6.11,10.18,-1.85,62.94,29.94,22.91,13.03
"MAY 2010",20378461.603,26.11,19.69,10.90,9.82,25.17,-3.67,35.74,19.29,10.23,19.87,17.19,14.46,77.66,52.56,8.41
"JUN 2010",20914298.397,22.08,15.77,-2.14,16.66,24.37,8.20,29.47,12.09,9.90,13.37,10.11,61.83,43.54,44.13,26.67
"JUL 2010",20666383.148,16.72,10.86,-11.76,15.15,21.55,2.11,28.50,9.11,10.47,11.26,49.47,46.75,39.65,44.24,-18.18
"AGO 2010",17333625.568,18.76,6.62,-11.33,21.85,14.09,-3.45,21.58,8.22,7.70,8.25,21.80,33.58,55.98,41.83,3.97
"SEP 2010",20247695.543,4.89,-1.46,-21.59,-5.05,9.28,-2.37,12.67,-3.23,-1.88,-2.10,13.54,18.96,-2.69,40.94,9.28
"OCT 2010",21093014.954,12.03,3.46,-19.38,7.16,14.53,-1.14,19.70,3.18,3.89,6.58,17.60,32.52,33.95,28.40,-5.63
"NOV 2010",21404815.453,13.11,3.90,-13.20,11.11,11.10,1.08,14.17,4.20,2.70,6.17,17.16,20.92,91.17,26.74,9.95
"DIC 2010",21321465.217,20.24,9.56,-9.25,-5.34,20.99,14.54,23.15,9.50,8.33,10.45,40.76,68.36,55.47,20.49,7.28
"ENE 2011",20882328.656,25.79,12.67,-2.23,20.98,17.28,22.28,15.77,15.41,14.95,17.71,32.89,49.14,56.76,22.35,-2.87
"FEB 2011",20386584.238,16.18,5.45,-0.21,-2.01,8.27,1.17,10.29,11.07,13.57,12.40,36.36,33.78,11.35,9.57,8.14
"MAR 2011",24238861.589,15.73,3.79,-1.31,-8.07,7.16,-6.31,10.78,13.58,15.83,13.39,19.90,11.51,14.94,-4.39,7.82
"ABR 2011",21305502.511,8.55,-2.29,-8.09,-11.76,0.96,-1.52,1.65,2.25,1.98,3.28,21.39,12.14,65.48,0.73,-20.09
"MAY 2011",21737983.586,6.67,2.54,-10.56,2.39,7.73,-3.75,10.72,1.98,5.69,3.06,-3.00,29.25,1.29,5.68,7.03
"JUN 2011",21878359.812,4.61,-2.61,-7.82,-5.93,-0.44,2.21,-1.14,-3.98,-4.15,-2.58,11.88,5.13,22.11,2.05,-8.41
"JUL 2011",20276712.024,-1.89,-10.33,-10.24,-14.78,-10.05,-12.51,-9.35,-6.67,-6.06,-5.85,1.13,16.45,20.09,-16.39,-3.77
"AGO 2011",20365968.569,17.49,11.44,11.94,8.23,11.66,5.86,13.63,15.32,15.73,15.35,28.70,20.27,24.20,8.80,23.83
"SEP 2011",22632651.198,11.78,4.30,2.79,2.95,5.00,18.23,1.66,5.01,3.69,7.68,14.82,43.99,18.79,-9.18,-16.62
"OCT 2011",23025951.151,9.16,0.42,24.44,-8.76,-7.09,-10.29,-6.22,17.39,19.42,11.55,-3.69,-4.16,39.57,-3.61,-9.20
"NOV 2011",22539857.568,5.30,-4.97,-10.16,-4.27,-3.17,1.19,-4.35,3.11,3.56,3.77,25.44,31.90,-3.85,-7.18,-17.22
"DIC 2011",21552464.865,1.08,-5.07,-13.55,-9.16,-1.49,-1.80,-1.40,0.44,1.37,4.61,-13.39,3.23,24.14,-13.78,-4.31
"ENE 2012",20234353.469,-3.10,-8.23,-2.34,-11.51,-9.76,-14.97,-8.09,-4.93,-4.02,-5.91,-18.94,21.25,28.74,-0.15,-3.47
"FEB 2012",21736659.472,6.62,-1.15,-3.95,-6.62,0.07,12.27,-3.10,1.40,-0.05,5.04,3.41,15.32,82.07,0.47,-22.23
"MAR 2012",23133747.622,-4.56,-12.06,-11.04,-15.89,-12.11,6.00,-16.23,-13.43,-13.97,-12.55,-11.53,23.52,64.32,-17.63,-29.17
"ABR 2012",20554147.589,-3.53,-7.28,-13.04,-10.67,-5.21,3.19,-7.48,-9.43,-10.02,-5.85,-1.24,12.83,-19.22,-0.68,-5.60
"MAY 2012",21388092.863,-1.61,-8.09,-9.95,-18.74,-6.58,1.48,-8.40,-5.90,-7.66,-1.59,15.77,-0.73,30.73,-6.78,-3.18
"JUN 2012",21568896.270,-1.41,-5.84,-11.26,-5.78,-4.23,0.76,-5.59,-1.74,-0.56,-1.41,-6.35,39.22,10.51,-6.72,-14.74
"JUL 2012",21292793.225,5.01,3.93,-0.94,-4.48,6.11,8.41,5.47,2.12,0.62,3.14,-5.20,7.49,27.60,6.55,-4.66
"AGO 2012",19732038.123,-3.11,-8.47,-16.05,-18.06,-4.63,9.22,-9.01,-9.77,-10.94,-9.01,-29.01,32.14,12.77,-13.70,-24.25
"SEP 2012",20950754.360,-7.43,-12.28,-18.88,-23.10,-8.89,-4.96,-10.05,-9.46,-9.97,-9.33,-9.56,7.69,-1.17,-12.30,0.20
"OCT 2012",22570323.903,-1.98,-6.37,-26.11,1.16,2.23,10.98,-0.05,-13.37,-15.55,-9.68,-2.06,39.33,-4.29,-0.87,9.42
"NOV 2012",21156788.843,-6.14,-4.94,-7.28,-12.55,-3.18,-2.72,-3.31,-8.96,-8.76,-7.71,-23.16,-0.27,-15.61,-7.24,-13.77
"DIC 2012",19082653.069,-11.46,-13.69,-4.94,-2.27,-17.59,-14.19,-18.65,-13.41,-13.32,-13.71,2.73,-8.88,-43.76,-3.20,-25.69
"ENE 2013",21380490.115,5.66,6.65,-4.95,0.14,10.82,18.05,8.68,-0.66,1.07,2.83,29.44,0.46,-3.56,-5.30,-4.19
"FEB 2013",19598276.427,-9.84,-6.32,-10.71,0.36,-5.60,-13.06,-3.35,-9.67,-9.38,-10.11,-16.79,-6.33,-48.39,-7.95,-16.43
"MAR 2013",19653646.828,-15.04,-10.60,-18.45,-7.26,-8.29,-9.43,-7.96,-11.76,-12.35,-12.15,-16.24,-10.38,-47.70,2.25,-16.86
"ABR 2013",22040765.779,7.23,14.73,10.57,23.76,15.10,14.86,15.17,6.52,6.79,6.57,14.16,9.06,-21.16,-1.83,35.99
"MAY 2013",20918215.355,-2.20,3.84,1.14,14.46,3.69,19.75,-0.33,-1.05,0.34,-3.69,-5.76,26.42,-29.30,-5.78,0.84
"JUN 2013",20955205.113,-2.85,-0.03,5.76,21.67,-3.55,-6.62,-2.66,2.47,1.69,3.08,-10.27,-17.49,-31.08,-12.89,-0.71
"JUL 2013",20647471.509,-3.03,-0.73,-0.02,9.42,-1.82,3.68,-3.37,-3.65,-5.47,-3.23,-1.29,-3.54,-18.18,-2.01,-2.02
"AGO 2013",19024861.846,-3.58,3.03,5.37,16.70,1.12,-2.14,2.36,3.68,2.57,4.37,14.86,-16.39,-13.21,-6.78,8.09
"SEP 2013",21931826.605,4.68,8.63,14.39,32.20,4.93,-4.41,7.83,9.28,9.80,8.81,-3.75,-12.84,16.29,7.60,1.17
"OCT 2013",22823596.558,1.12,8.37,10.02,18.46,6.92,0.32,8.83,4.46,4.71,6.18,25.29,-25.58,-4.86,3.16,-8.74
"NOV 2013",21077817.452,-0.37,2.42,7.70,19.07,-0.77,-3.91,0.14,8.23,6.92,5.52,16.42,-14.63,-1.04,-2.39,7.41
"DIC 2013",20143028.820,5.56,9.32,11.43,15.35,8.11,-4.50,12.23,9.73,9.28,6.65,20.90,-9.55,23.97,16.42,23.41
"ENE 2014",21252693.204,-0.60,6.44,17.13,11.48,3.13,-4.74,5.65,8.05,6.89,9.48,16.88,-21.89,-25.30,5.18,9.35
"FEB 2014",20947604.158,6.88,10.52,19.83,27.96,6.37,7.79,5.99,8.11,8.04,7.11,20.39,-7.79,19.58,13.65,33.52
"MAR 2014",22686457.312,15.43,21.35,25.93,58.85,16.92,25.85,14.39,22.30,23.36,19.14,9.75,1.65,-19.60,9.48,1.15
"ABR 2014",21800044.052,-1.09,-1.45,8.04,11.64,-5.26,-12.76,-3.00,7.40,7.04,1.99,-23.85,-16.24,11.92,6.42,-24.39
"MAY 2014",22382575.278,7.00,6.11,13.63,25.25,2.32,-4.50,4.37,8.31,8.81,7.24,10.30,1.10,5.38,12.93,-9.11
"JUN 2014",22078344.422,5.36,7.61,11.54,15.10,5.53,-0.60,7.24,7.42,8.26,4.44,13.71,-9.27,22.99,21.71,-1.13
"JUL 2014",23411470.179,13.39,14.81,20.15,30.56,11.82,1.10,15.06,22.16,20.43,20.01,7.27,-0.37,-21.10,15.13,15.98
"AGO 2014",19113863.829,0.47,2.17,2.88,-1.21,2.07,3.99,1.38,-2.20,0.53,-2.27,4.64,1.57,-1.79,10.02,-7.60
"SEP 2014",23572551.508,7.48,11.44,13.79,25.53,9.21,5.48,10.24,8.91,7.61,10.62,22.73,-3.41,-0.18,20.30,11.47
"OCT 2014",24587187.804,7.73,9.83,4.97,10.34,11.41,15.20,10.39,10.06,8.29,6.66,-15.91,22.18,-2.36,16.03,20.22
"NOV 2014",21499619.974,2.00,4.28,4.67,2.00,4.39,0.03,5.59,4.35,2.57,3.02,-13.15,-6.45,-3.07,15.16,3.25
"DIC 2014",21174314.223,5.12,6.98,6.20,16.05,6.13,10.20,5.00,8.19,7.90,8.04,-20.81,10.30,-16.28,18.67,-7.07
"ENE 2015",20490797.406,-3.58,-0.86,-1.47,22.77,-2.65,-15.87,1.17,3.81,2.62,-1.11,-10.39,-27.07,-17.62,12.67,2.00
"FEB 2015",21897102.704,4.53,6.75,7.52,28.94,4.32,-5.03,6.90,12.87,12.53,11.36,16.65,-27.65,-2.26,24.13,16.03
"MAR 2015",24108878.638,6.27,5.64,11.80,3.05,3.70,-17.85,10.41,8.11,4.85,12.16,48.24,-30.14,19.61,51.16,23.14
"ABR 2015",23171366.657,6.29,7.95,7.36,11.80,7.69,-0.63,9.94,8.97,7.93,11.25,55.50,-11.26,-11.95,18.23,37.13
"MAY 2015",22682558.550,1.34,1.54,2.30,5.26,0.81,-13.73,4.82,7.25,4.80,7.45,22.32,-31.85,-4.24,20.44,5.78
"JUN 2015",24252580.803,9.85,13.26,11.65,14.97,13.49,7.32,15.09,12.74,10.24,15.02,27.28,-18.16,0.21,29.81,42.84
"JUL 2015",24903971.966,6.38,9.51,7.31,33.62,8.00,-2.61,10.82,12.10,13.77,11.21,31.79,-25.22,23.67,16.64,7.04
"AGO 2015",19401002.550,1.50,5.17,7.48,14.19,3.42,-2.01,5.43,7.62,3.95,7.77,28.67,-29.78,-10.64,15.07,13.51
"SEP 2015",23994866.922,1.79,6.21,4.25,9.51,6.41,-1.32,8.44,6.79,7.22,6.03,20.56,-23.04,-38.84,14.35,70.74
"OCT 2015",24057600.491,-2.15,0.33,4.28,15.09,-2.62,-16.21,1.16,3.70,3.86,3.63,10.84,-27.23,-10.88,7.55,-1.58
"NOV 2015",23505060.151,9.33,12.57,13.90,15.67,11.62,1.77,14.21,12.98,14.60,11.73,27.49,-14.60,-18.22,25.53,23.18
"DIC 2015",21949424.642,3.66,9.97,6.54,5.27,11.68,-4.53,16.41,9.64,6.27,7.69,30.77,-39.76,8.57,9.70,15.85
"ENE 2016",20653876.174,0.80,3.02,7.86,3.60,1.26,-0.05,1.58,0.94,0.32,1.84,11.42,-11.81,-5.38,10.11,0.67
