"","IE_8_7.1","IE_8_7.2","IE_8_7.3","IE_8_7.4","IE_8_7.5","IE_8_7.6","IE_8_7.7","IE_8_7.8","IE_8_7.9","IE_8_7.10","IE_8_7.11","IE_8_7.12","IE_8_7.13","IE_8_7.14"
"FEB 2012",858307357,-4433508,-2.74,660918010,-1.98,-1.50,197389348,-5.14,-1.23,2727300,-7.17,-0.02,10194221,450198
"MAR 2012",855990498,-2983708,-2.76,659804906,-1.95,-1.49,196185592,-5.34,-1.27,2736101,-7.63,-0.03,10088735,427567
"ABR 2012",852723767,-2113690,-2.96,660120753,-2.20,-1.68,192603014,-5.47,-1.28,2756492,-5.78,-0.02,10039646,346557
"MAY 2012",851065653,-1372477,-2.90,657256455,-2.36,-1.81,193809199,-4.67,-1.10,2771270,-5.80,-0.02,9896851,270801
"JUN 2012",852954573,2601742,-3.14,653953557,-2.89,-2.20,199001016,-3.96,-0.95,2783141,-5.69,-0.02,9752797,377736
"JUL 2012",844901971,-7537922,-3.43,652132224,-3.06,-2.35,192769747,-4.63,-1.08,2803175,-5.88,-0.02,8273452,295365
"AGO 2012",841176456,-3955728,-3.39,649659774,-3.10,-2.38,191516683,-4.37,-1.02,2818228,-5.40,-0.02,8180418,263066
"SEP 2012",837937231,-2254506,-3.58,648026299,-3.26,-2.50,189910932,-4.64,-1.08,2821540,-5.66,-0.02,8504685,252129
"OCT 2012",835175038,-2454596,-3.51,645421697,-3.36,-2.58,189753342,-4.00,-0.93,2827670,5.37,0.02,8428018,214832
"NOV 2012",839596277,3805931,-3.53,643605687,-3.47,-2.65,195990590,-3.75,-0.89,2874017,6.92,0.02,8511202,997370
"DIC 2012",830878689,-7890728,-3.83,641948196,-3.56,-2.73,188930493,-4.72,-1.09,2934453,8.61,0.03,8812640,801335
"ENE 2013",825557925,-4910912,-3.88,638400001,-3.65,-2.80,187157923,-4.67,-1.08,2894281,8.76,0.03,8524652,917266
"FEB 2013",820261097,-4882116,-3.96,635261823,-3.70,-2.85,184999273,-4.81,-1.11,2912555,8.81,0.03,8294518,946990
"MAR 2013",816435814,-3290126,-4.00,633486571,-3.82,-2.94,182949243,-4.61,-1.06,2937348,9.64,0.03,8047920,620684
"ABR 2013",811674448,-4400975,-4.29,629249019,-4.48,-3.47,182425429,-3.63,-0.82,2951577,9.58,0.03,7347696,609710
"MAY 2013",808861615,-2338508,-4.41,626552976,-4.47,-3.45,182308639,-4.20,-0.96,2965683,9.56,0.03,7009390,621300
"JUN 2013",811259648,3252638,-4.32,625391009,-4.15,-3.18,185868639,-4.89,-1.14,2975673,9.80,0.03,6726166,707879
"JUL 2013",803174434,-7748816,-4.39,623103321,-4.24,-3.27,180071113,-4.89,-1.12,2970901,9.06,0.03,6554124,707198
"AGO 2013",799426817,-3219142,-4.32,620681900,-4.22,-3.26,178744917,-4.67,-1.06,2982298,9.00,0.03,6568124,678295
"SEP 2013",794053344,-5003128,-4.66,616997994,-4.54,-3.51,177055350,-5.09,-1.15,2982827,9.05,0.03,6500915,680308
"OCT 2013",790637454,-3153980,-4.76,614646768,-4.51,-3.48,175990686,-5.63,-1.28,2998244,9.40,0.03,6455060,630509
"NOV 2013",794158907,3798392,-4.74,615385391,-4.12,-3.16,178773515,-6.78,-1.58,3003320,7.75,0.03,6397253,626514
"DIC 2013",782982001,-10427476,-5.09,610845503,-4.56,-3.52,172136498,-6.92,-1.57,3015418,5.75,0.02,6450932,450377
"ENE 2014",778370803,-4340968,-5.06,608437686,-4.41,-3.41,169933117,-7.27,-1.65,3016604,5.72,0.02,5948332,443922
"FEB 2014",774643929,-3442407,-4.91,606754499,-4.21,-3.26,167889430,-7.32,-1.65,3028885,5.49,0.02,6058910,444305
"MAR 2014",771494471,-2550982,-4.85,602405620,-4.19,-3.25,169088851,-7.13,-1.60,3042218,4.79,0.02,5981617,424564
"ABR 2014",768692865,-2523126,-4.64,602343302,-3.98,-3.08,166349563,-6.95,-1.56,3053944,4.56,0.02,5873483,475460
"MAY 2014",766436710,-1828544,-4.60,600438505,-3.86,-2.99,165998205,-7.12,-1.60,3065161,4.39,0.02,5814916,478355
"JUN 2014",770466264,4506216,-4.43,597838654,-4.11,-3.16,172627610,-5.52,-1.26,3076018,3.92,0.01,5562492,656376
"JUL 2014",761772350,-8295893,-4.54,595971164,-4.04,-3.14,165801186,-6.27,-1.40,3085731,4.34,0.02,5533957,619299
"AGO 2014",757815945,-3486508,-4.60,593635468,-4.04,-3.14,164180477,-6.53,-1.46,3096464,4.25,0.02,5489212,559472
"SEP 2014",756444571,-677206,-4.08,591265186,-3.82,-2.97,165179385,-5.00,-1.11,3107016,4.41,0.02,5433664,555321
"OCT 2014",753540444,-2147277,-3.97,589337367,-3.73,-2.90,164203077,-4.81,-1.07,"_",3.78,"_",5351706,575442
"NOV 2014",757285164,4086637,-3.92,587387201,-4.14,-3.21,169897963,-3.15,-0.71,"_",3.55,"_",5300622,559802
"DIC 2014",748477319,-7781362,-3.64,584903247,-3.83,-2.99,163574072,-2.96,-0.65,"_",3.41,"_",5108884,923457
"ENE 2015",745341993,-2868260,-3.47,582450062,-3.85,-3.01,162891930,-2.12,-0.46,"_",3.00,"_",5031603,892389
"FEB 2015",742284376,-2815643,-3.41,581456847,-3.75,-2.94,160827529,-2.15,-0.47,"_",2.58,"_",5550997,314513
"MAR 2015",740353288,-1164608,-3.24,579442155,-3.85,-3.01,160911133,-1.06,-0.23,"_",2.13,"_",5476122,302414
"ABR 2015",740471554,2426860,-2.61,578713679,-3.24,-2.54,161757876,-0.32,-0.07,"_",1.74,"_",10257402,916228
"MAY 2015",736971000,-3106974,-2.78,575476277,-3.47,-2.72,161494722,-0.29,-0.06,"_",1.37,"_",10024412,896111
"JUN 2015",741781589,5319844,-2.66,573954182,-3.31,-2.57,167827407,-0.41,-0.09,"_",1.01,"_",9958438,872647
"JUL 2015",733771151,-7584342,-2.60,571405610,-3.45,-2.70,162365540,0.47,0.10,"_",0.69,"_",9192320,1512543
"AGO 2015",730622505,-2717720,-2.51,569021678,-3.47,-2.72,161600827,0.97,0.21,"_",0.34,"_",9103770,1523566
"SEP 2015",728750284,-1149219,-2.58,566717602,-3.46,-2.71,162032682,0.59,0.13,"_","_","_",9058324,1425668
"OCT 2015",727922020,-528137,-2.37,565290036,-3.43,-2.68,162631985,1.41,0.31,"_","_","_",8968670,1420797
"NOV 2015",733456308,6038462,-2.10,564037293,-3.33,-2.58,169419014,2.13,0.48,"_","_","_",9032450,1109257
"DIC 2015",724140295,-8847210,-2.27,561067749,-3.47,-2.71,163072546,2.01,0.44,"_","_","_",8731227,980513
"ENE 2016",721596486,-2353112,-2.21,559298684,-3.37,-2.64,162297802,1.94,0.42,"_","_","_",8559805,967997
"FEB 2016",718595458,-2751464,-2.21,557882330,-3.45,-2.70,160713128,2.25,0.49,"_","_","_",8454238,993390
